,본문,날짜,리트윗,하트
49,"스탯 보정이라는 게 잘생겨집니다, 가 아니라 균형 맞춰 주는 거라 한계가 있었다.

-
높은 등급으로 각성하면 안면비대칭이랑 치아교정도 되나요 거북목이랑 척추골반도 맞춰주나...... 갑자기 각성하고 싶어짐",4월 30일,,
50,치아 교정 진짜 왜 했을까 치아 상태가 너무 나빠짐 간장게장 와그작 먹어도 아무렇지 않았는데 지금은 깍두기랑 고기만 먹어도 이빨 아파서 미칠거같음,4월 29일,1,1
51,치아교정에다가 수염 레이저제모까지 계약했더니 1000만원 뚝딱,4월 29일,,2
52,치아교정 철사 고무줄을 처음보는조합으로 걸어놨네 좀이따 뒤지게아플듯,4월 29일,,
53,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 잘지내구 있어~? 나중에 언…
● 우리 언제 뭉칠 수 잇는고야…
● 와우 오늘부터 저의 슈스데 …
● 데이데이님 저번에 치아교정 …
#질문상자 #익명질문모집중",4월 29일,,
54,미숫가루소분 롤빗 태장산 브라프라 예쓰2 얼굴만 닥스봄코트 본앤본 토끼샷 볼링공LED 누구게 우정팔지 차인 영가스파르타 주먹신 치아교정무턱 책상세일 파코하키,4월 29일,,
55,"건강검진 후기
개쓰레기일줄 알았는데 치아 교정해야되는 것만 빼면 건강함",4월 29일,,
56,"어린시절, 여배우의 깜짝놀랄 과거…치아교정은 ‘신의 한...",4월 29일,,
57,"@highteenlook
 님에게 보내는 답글",4월 28일,,1
58,"치아교정은사회악이다.....,,",4월 28일,,
59,"본가에 돌아오고 치아교정을 다시 하는데 두통이 너무 심하다 뭐든지 다 부수고 찢어버리고 싶은 분노가 느껴진다

화타 대가리를 쪼개던 조조의 심정을 알 것 같음",4월 28일,,1
60,치아 교정 진짜 왜 했을까 치아 상태가 너무 나빠짐 간장게장 와그작 먹어도 아무렇지 않았는데 지금은 깍두기랑 고기만 먹어도 이빨 아파서 미칠거같음,4월 29일,1,1
61,치아교정에다가 수염 레이저제모까지 계약했더니 1000만원 뚝딱,4월 29일,,2
62,치아교정 철사 고무줄을 처음보는조합으로 걸어놨네 좀이따 뒤지게아플듯,4월 29일,,
63,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 잘지내구 있어~? 나중에 언…
● 우리 언제 뭉칠 수 잇는고야…
● 와우 오늘부터 저의 슈스데 …
● 데이데이님 저번에 치아교정 …
#질문상자 #익명질문모집중",4월 29일,,
64,"@Agate_lo_ve
 님과 
@hiiammeda_lee
 님에게 보내는 답글",4월 27일,,2
65,"@mono_vx
 님에게 보내는 답글",4월 27일,,1
66,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 잘지내구 있어~? 나중에 언…
● 우리 언제 뭉칠 수 잇는고야…
● 와우 오늘부터 저의 슈스데 …
● 데이데이님 저번에 치아교정 …
#질문상자 #익명질문모집중",4월 27일,,
67,최병선 원생생물도감 거즈면 대림동한의원 녹취증거 강릉치아교정 문경골농장 증명봉투 인도레 오픽추천 그전엔 카포조인 어린이자존감 홍삼정천 예쁘제 혜화댄스 블럭놀이방 커피딘,4월 27일,,
68,"@BlueVentra
 님에게 보내는 답글",4월 27일,,
69,이젠 치아 교정에 고무줄도 걸었다...,4월 27일,,1
70,"@koohssomssom
 님에게 보내는 답글",4월 27일,,1
71,치아 교정 해보신분들 혹시 교정에 비용 얼마 정도 드나요??,4월 27일,,
72,"우리 툥이 치아교정중?
노안이 와서 잘 안보이네..
#태용",4월 26일,,
73,음치 개진솔 깐풍육 회전자 접립선 클래식촛대 남자청반바지 스탓 베갯잇 유아킥매트 팔공보성 구두볼늘림 황태채 서보팩 례연 수박무 런던크루즈 치아교정전후,4월 26일,,
74,"@jiji_cococoon
 님에게 보내는 답글",4월 26일,,
75,2. 플룻을 오래 불었고 시창과 청음이 되니까 하는 세월 내내 전공 권유를 받았었는데요! 치아 교정을 시작하곤 소리가 안 나서 접었습니다. 으하하. 교정이 끝났으니 다시 한 번 불어보고 싶네용 ,4월 26일,,2
76,"2024년엔
카레
함바가
섭웨샌드위치
로 연명할것임
왜냐고
치아교정이그때끝날테니까는 .",4월 26일,,
77,"아아 치아교정 절대로 포기한다 선언 ...
돈이없어 ~",4월 26일,,4
78,치아교정 부작용 5가지,4월 26일,,
79,#치아교정 돌출입이 교정 발치때메 고민 많으셨죠 발치 없이 돌출량을 최대 14mm 까지 개선 가능합니다 원장님의 1:1맞춤 케어시스템 무료상담 https://goo.gl/UQWLmL,4월 26일,,
80,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 잘지내구 있어~? 나중에 언…
● 우리 언제 뭉칠 수 잇는고야…
● 와우 오늘부터 저의 슈스데 …
● 데이데이님 저번에 치아교정 …
#질문상자 #익명질문모집중",4월 27일,,
81,최병선 원생생물도감 거즈면 대림동한의원 녹취증거 강릉치아교정 문경골농장 증명봉투 인도레 오픽추천 그전엔 카포조인 어린이자존감 홍삼정천 예쁘제 혜화댄스 블럭놀이방 커피딘,4월 27일,,
82,"@BlueVentra
 님에게 보내는 답글",4월 27일,,
83,이젠 치아 교정에 고무줄도 걸었다...,4월 27일,,1
84,"@koohssomssom
 님에게 보내는 답글",4월 27일,,1
85,,,,
86,"@jellycoe
 님에게 보내는 답글",4월 26일,,
87,"@zzzzangbbi
 님에게 보내는 답글",4월 25일,,1
88,"뜬금없는데 스굴 치아교정했을까,, 치열이 너무 가지런해서 궁금해ㅋㅋㅋ
했으면 중딩때쯤 교정장치끼고 고무줄달고 그랬으려나 귀엽네 . .",4월 25일,1,9
89,치아 교정 완벽하게 성공한 연예인,4월 25일,,
90,유압잭종류 김하빈 콘돔제작 순천아크릴 동탄교복 이수역사무실 카테킨차 강서치아교정 제독제 남정임 엄청많 진해콩과자 미도리파는곳 장남 업종별매출 고인돌 발볼넓은로퍼 빅사이즈골프,4월 25일,,
91,"치아교정 후 잇몸 내려앉음, 잇몸이식수술 (유리치은이식술; Free gingival graft) 치료를 통해 회복 http://blog.naver.com/sunnyflow/222711130403…",4월 25일,,
92,"치아 교정말이야
어떤 사람이 치열이 안 고르다고 그걸 철사로 존나 잡아땡기고 몇 년동안 고정시켜서 이쁘게 만들 생각을 했을까 싶지",4월 25일,1,4
93,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 잘지내구 있어~? 나중에 언…
● 우리 언제 뭉칠 수 잇는고야…
● 와우 오늘부터 저의 슈스데 …
● 데이데이님 저번에 치아교정 …
#질문상자 #익명질문모집중",4월 25일,,
94,"노스맨의 트레일러에 노출된 발키리가 치아교정기를 하고 있는가? 에 대한 기사임

일종의 이빨문신이라고 합니다",4월 24일,,1
95,우리 큰따님 치아 교정해주신 선생님은 성함이 이교정 선생님이셨습니다.^^,4월 24일,3,5
96,치아교정칫솔 일명 어금니칫솔 내돈내산 (출처 : 액셔니 | 네이버 포스트),4월 24일,,
97,안그래도 처마른편인데 ㅅㅂ 치아교정으로인해 볼살이 실종되어서 지인들말로는 옥수수상같다고,4월 24일,,
98,버드라몬 치아교정좀 해야댐,4월 24일,,
99,"치아 교정 끝나고 입술 모양은 좀 바뀐듯
처음엔 엄청 묘미해서 긴가민가 했는데 시간 지나니까 티가 나네...전에는 한덩이였는데 제금은 가운데가 눈에 띄게 갈라짐.",4월 24일,,1
100,,,,
101,"싫어하는 사람한테 치아 교정을 추천해주세요
너무 아픔",4월 23일,,3
102,"치아 교정 후에도 웃을 때 비대칭, 치아성형과 치은절제술로 얼굴비대칭 개선효과 http://blog.naver.com/sunnyflow/222709155727…",4월 23일,,
103,"歯列矯正で口の中ズタボロですわ
口の中が狭いからワイヤー食い込んで腫れて外から見ても腫れがわかる

歯列矯正⇨치아교정",4월 23일,,2
104,"@싫어하는 사람한테 치아 교정을 추천해주세요
너무 아픔

싫어하는 사람 지갑에서 돈이 평생 정기적으로 빠져나가게 됩니다^.^ 또한 교정때 망가진 잇몸 회복하는 데에 한 3년 걸리고요 ㅎㅎ",4월 23일,,1
105,"싫어하는 사람한테 치아 교정을 추천해주세요
너무 아픔",4월 23일,,3
106,"치아 교정 후에도 웃을 때 비대칭, 치아성형과 치은절제술로 얼굴비대칭 개선효과 http://blog.naver.com/sunnyflow/222709155727…",4월 23일,,
107,"歯列矯正で口の中ズタボロですわ
口の中が狭いからワイヤー食い込んで腫れて外から見ても腫れがわかる

歯列矯正⇨치아교정",4월 23일,,2
108,치아교정하러왓오요,4월 23일,,
109,"어린시절, 여배우의 깜짝놀랄 과거…치아교정은 ‘신의 한...",4월 23일,,
110,치아교정 사랑니 네 개 포함 이 여덟개 뽑는다는데.. 이게 맞나 무서워죽겠네,4월 22일,,2
111,"치아교정 D+410

그저께 월치료 다녀왔다. 원장님께서 상악 송곳니 뿌리 많이 들어갔다며 혼자서 좋다고 난리셨다. 내가 잘 모르겠다고 했더니 거울 주시며 친히 입술을 들어서 보여주시는 친절함까지-_-;; 상악 앞니 고무줄 빼고 하악에 다시 투명 고무줄 걸어두셔서 먹을 때 살짝 묵직",4월 22일,,3
112,"@ApoCalisK
 님에게 보내는 답글",4월 22일,,1
113,엄청 크고 사람이 많은 바에 지원했는데 내가 체력적으로 일을 못 버틸 것 같다고 풀타임보단 파트타임을 추천해줌. 나도 솔직히 걱정됐는데 남의 입에서 직접들으니 충격이 크다.. 어제부터 걷기 시작+치아교정으로 잘 못 먹으니 살도 빼고 건강해져보자ㅠ,4월 21일,,2
114,"치아교정중인데잇몸퇴축되서하루종일힘들었어
#4월에꽃피듯_활짝피어난_이상이
이병원갔다가저병원갔다가너무속상하고힘들었는데
#이상이_데뷔8주년_상상이상으로_축하해
상이가인별올려준다면다잊을수있을꺼같아",4월 21일,6,16
115,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 잘지내구 있어~? 나중에 언…
● 우리 언제 뭉칠 수 잇는고야…
● 와우 오늘부터 저의 슈스데 …
● 데이데이님 저번에 치아교정 …
#질문상자 #익명질문모집중",4월 21일,,
116,"여러분 드디어 저는 2년 4개월의 
치아교정을 마친사람입니다 ",4월 21일,,8
117,"눈 주위 레이저 시술 후기:

치아교정보다 아파서 눈꺼풀 벌벌 떠는 중
그리고 다 하면 거울을 냅다 쥐어줌
내 얼굴을 봄
막 눈 주위가 구덩이 마냥 파여있는 거임
진짜 창피하게 소리질렀음 충격이라
근데 상담 할 때 이거 다 일주일안에 살 차오른다고 하던데
그건 모르겠고 너무 아픔",4월 21일,,3
118,"동생의 과자공장

나도 먹고싶어ㅋㅋㅋ
(지금 난 치아교정 중이라ㅠ)",4월 21일,,1
119,"@iamdu__
 님에게 보내는 답글",4월 21일,,2
120,,,,
121,어제 치아교정때문에 발치를 했는데 자다가 입밖으로 피가 샜는지 침대시트가 피범벅이었어요 카르마가 놀랐는지 소리질러서 깼다..,4월 20일,,6
122,"너도 고백으로 혼내줘? 혼나고 싶냐고 
내가 친절히 네 치아를 털어서 팝콘을 생성해준다 
임플란트는 셀프다
너 내일 학교 언제 오냐 내가 손수 치아 교정해준다",4월 19일,1,2
123,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 잘지내구 있어~? 나중에 언…
● 우리 언제 뭉칠 수 잇는고야…
● 와우 오늘부터 저의 슈스데 …
● 데이데이님 저번에 치아교정 …
#질문상자 #익명질문모집중",4월 19일,,
124,두근두근! 곧 있으면 몇년이나 날 괴롭혔던 치아 교정장치를 빼요~~!!,4월 20일,,2
125,"치아교정
고무줄걸기시작했는데
진짜대박아프고거슬림진짜 시큰시큰
이빨뽑힐것같움ㅜㅜ",4월 20일,,2
126,어제 치아교정때문에 발치를 했는데 자다가 입밖으로 피가 샜는지 침대시트가 피범벅이었어요 카르마가 놀랐는지 소리질러서 깼다..,4월 20일,,6
127,"너도 고백으로 혼내줘? 혼나고 싶냐고 
내가 친절히 네 치아를 털어서 팝콘을 생성해준다 
임플란트는 셀프다
너 내일 학교 언제 오냐 내가 손수 치아 교정해준다",4월 19일,1,2
128,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 잘지내구 있어~? 나중에 언…
● 우리 언제 뭉칠 수 잇는고야…
● 와우 오늘부터 저의 슈스데 …
● 데이데이님 저번에 치아교정 …
#질문상자 #익명질문모집중",4월 19일,,
129,"치아교정 265일차.. 당기기에 쓰이는 파워체인과 도무지 정이 들지않는다.. 
넌 내 양치질 시간을 배로 늘리는 주범이야…",4월 19일,,
130,취재차 대학마케팅 광택연마기 구글바 자라맨 치아교정 중등국어인강 로고OK 배명복 뱅갈가정분양 팬가드 한글공문서 교대현수막 하자이행보증 역곡탈모 봉추찜닭가격 개인퀵서비스 부츠지퍼수선,4월 19일,,
131,"(자칭 EBS봇입니다.) 라디오EBSFM104.5&반디앱 밤 1시 20분부터 40분까지 입이 트이는 영어(스피킹 전문) < Getting Braces / 치아 교정 > http://aladin.kr/p/8f2it 재방송합니다. 진행 이현석, 제니퍼 클라이드 http://home.ebs.co.kr/speakinge/main 본방 아침 6시 40분. EBS오디오어학당 https://5dang.ebs.co.kr",4월 19일,,
132,"I have a brace on my teeth.
나 치아교정 중이야.",4월 19일,,
133,#치아교정 돌출입이 교정 발치때메 고민 많으셨죠 발치 없이 돌출량을 최대 14mm 까지 개선 가능합니다 원장님의 1:1맞춤 케어시스템 무료상담 https://goo.gl/UQWLmL,4월 19일,,
134,하 치아교정 다시 하고싶아...,4월 19일,,2
135,#치아교정 돌출입 고르지않은 치아 교정 발치때메 고민 많으셨죠 발치 없이 돌출량을 최대 14mm 까지 개선 가능합니다 원장님의 1:1맞춤 케어시스템 무료상담 https://goo.gl/UQWLmL,4월 19일,,
136,"@hoit0125
 님에게 보내는 답글",4월 19일,,1
137,정말무식한힘캐같은방법으로셀프치아교정도전중,4월 19일,,
138,"@dlwlrmavly
 님에게 보내는 답글",4월 19일,,1
139,"우..치아교정 시작했는데 치과에서 와이어 끼고 나오면서 올~하나도 안 아픈데^_^??했으나...저녁밥 먹으면서 충격과 공포를 느껴버림
오이를 손톱만하게 잘라서 먹어야 겨우 씹어먹을 수 있어;;;",4월 18일,,5
140,"치아교정 4개월차
치아 배열이 이제 거의 수평으로 맞춰지고 특히 사진기준 왼쪽 어금니 이동을 많이 했다 (다른쪽은 왜..)
이번엔 위아래 둘다 두꺼운 철사로 교체했더니 다음날 이 부러지는줄 알았다…
화요일 치료하고 다음날 생일인데 이 아파서 밥먹기 무지하게 힘들었다…",4월 21일,,
141,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 잘지내구 있어~? 나중에 언…
● 우리 언제 뭉칠 수 잇는고야…
● 와우 오늘부터 저의 슈스데 …
● 데이데이님 저번에 치아교정 …
#질문상자 #익명질문모집중",4월 17일,,
142,"어제의 치아교정 Don't Worry, 오늘의 아름다운 치아 Be Happy~!가 되는 오스템올소돈틱스의 오스템교정~~~ 들어는 봤쥬?~ 바이오, 치과 교정재료, 의료기기 분야까지~~ 다되는 임플란트 판매량 세계 1위 기업답게,, 못하는게 없네요. 

 #오스템교정 #오스템올소돈틱스 #오스템이벤트 #교정치료",4월 17일,,
143,"@songhu_cos2
 님에게 보내는 답글",4월 18일,,
144,"ㅊㅣ아교정 늠 하고싶ㅇ
불과 일년 만에 위 아래 다 뒤틀려버리ㅁ",4월 18일,,1
145,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 잘지내구 있어~? 나중에 언…
● 우리 언제 뭉칠 수 잇는고야…
● 와우 오늘부터 저의 슈스데 …
● 데이데이님 저번에 치아교정 …
#질문상자 #익명질문모집중",4월 17일,,
146,"어제의 치아교정 Don't Worry, 오늘의 아름다운 치아 Be Happy~!가 되는 오스템올소돈틱스의 오스템교정~~~ 들어는 봤쥬?~ 바이오, 치과 교정재료, 의료기기 분야까지~~ 다되는 임플란트 판매량 세계 1위 기업답게,, 못하는게 없네요. 

 #오스템교정 #오스템올소돈틱스 #오스템이벤트 #교정치료",4월 17일,,
147,이러려고 치아교정했다?,4월 17일,2,2
148,"치아교정(orthodontics)은 치열을 재배열하여 이상적인 심미, 발음, 저작 등의 기능을 회복시켜주는 치료를 말합니다. 턱뼈 자체의 관계까지 교정해줄 수 있는 악교정수술(orthognathic surgery)과 동반되는 경우도 많습니다.",4월 17일,,
149,"@molab_suda
 님에게 보내는 답글",4월 17일,,
150,치아교정하는거 후회한적없는데.이번달부터 앞니에.바이트블럭 붙이기시작하고 좃나후회함 이거는씨발...... 걍뒤지라는거잔아요,4월 17일,,8
151,마스크좀더쓰면안됨? 치아교정할랫는데.. ㅅㅂ지난2년간머한거,4월 17일,,1
152,"나중에 나도 치아 교정 햇거든..
치과 갈 때마다 그 만화책 그 장면이 맨날 떠올랏잖니..
왜인지는모르겟으나",4월 17일,,3
153,현제 치아 교정중,4월 16일,,
154,"어린시절, 여배우의 깜짝놀랄 과거…치아교정은 ‘신의 한...",4월 16일,,
155,치아교정 중 사랑니발치 전후,4월 16일,,
156,"그렇담 치아교정도 말해줘야 하나?
치아교정도 차가운 철사를 박는 거 아닌가",4월 16일,,1
157,지난 주에 찍어온 눈단어 커튼콜 사진을 이제서야 보는데 주혜배우 치아 교정을 하고 있나봐... 근데 그렇게 발음이 정확하다니 놀랍다 ,4월 16일,,
158,치아교정 가격보고있어 이젠....나 슬퍼.................월급들어온 기념으로 치킨먹고있엇는데........어떻게이런일이...,4월 15일,1,
159,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 첫날 트위터에 올라온 트레카…
● 명호 치아교정 한걸까요...…
● 팔층님~ 레니니랑 같이 올리…
● 혹시 포카 홀더에 있는 명호…
#질문상자 #익명질문모집중",4월 15일,,
160,,4월 17일,,
161,"나중에 나도 치아 교정 햇거든..
치과 갈 때마다 그 만화책 그 장면이 맨날 떠올랏잖니..
왜인지는모르겟으나",4월 17일,,3
162,현제 치아 교정중,4월 16일,,
163,"어린시절, 여배우의 깜짝놀랄 과거…치아교정은 ‘신의 한...",,,
164,더도말고덜도말고난딱 라식이랑치아교정이랑척추교정만하고싶어,4월 15일,,
165,"33떡볶이랑 할매떡볶이 맛있는지 모르겠음
치아교정중인데 일단 떡이 너무 굵어서 맛보단 먹기 힘들었단 사실이 떠올라",4월 15일,,4
166,"저도 사랑니누워잇음+반만나오고반은매복<이상태라 의사샘한테 이거 안빼도되냐고 물어봣는데 불편함ㄴ 빼는거고 말면 마는거라고 해슴.
사랑니 필수로 뺴야되는쪽은 치아교정하는쪽...",4월 15일,,
167,"이 사진
치아교정하는 현대뱀파이어같아서 귀엽고 좋음 . 목베어물려면 송곳니만 갈던 옛날의 뱀파이어로는 안 팔리기 때문에 치아 교정을 감행하는 , 매력추가를 위해 노력하는 노력형뱀파이어",4월 15일,,11
168,영통 화질 구려서 그런가 치아 교정하는 것 처럼 보여지네 쩨누,4월 15일,,
169,"ビムラーCタイプ

かっこいい！
デザインも機能も

#歯列矯正#矯正#矯正装置#歯科#orthodontics#美容#歯科技工士#歯科技工 #dentaltechnician#歯並び#歯科医師#歯科衛生士#矯正歯科#치아교정#ortholab #歯科医院#オーダーメイド#職人#横浜#ハンドメイド#さくら矯正ラボ",4월 14일,,
170,"그거아시나요노후준비와치아교정
#이달소가_퀸덤을_쉐킷
그리고이달소입덕은빠를수록좋다
#TheRiseofLOONA
무슨당연한소리냐고요?바로그겁니다",4월 14일,12,4
171,"@byuka15
 님에게 보내는 답글",4월 14일,,1
