,본문,날짜,리트윗,하트
33,"좀 깨물리더라도 이빨 잇몸 눌러보고, 아주 건강한 6개월~1살쯤에 평생 지표가 될만한 건강검진 한 번쯤 해보고(비교군이 됩니다) 피부탄력도로 탈수 체크하는 방법도 배워서 수시로 확인하고 체중도 재고...(체온도 가끔.) 보호자의 관찰이 우리 아이의 질병을 조기발견하는 최선의 방법입니다ㅠㅠ",3월 27일,7,10
34,잇몸을 조금 잘라야 될 수도 잇다고 했는데.. 우째.. 수면마취 안될까..,3월 27일,,1
35,"11시 예약인데..
점심.. 못 먹겟지 아무래도..
잇몸을 째면....",3월 27일,,3
36,"내일 치과갈 생각하니 두려음
잇몸을 왜 째냐고... 미치겠어...
신경치료 개무서워...",3월 27일,,5
37,"@yubinpp12
 님에게 보내는 답글",3월 27일,,
38,"@txt_nari
 님에게 보내는 답글",3월 27일,,
39,"돈도없는데 교정유지장치때매 잇몸 퇴축옴
부착형 유지장치 달고 계신분들... 꼭 정기적으로 검진 받으세요",3월 27일,,1
40,잇몸이 왤케 아프내..,3월 27일,,
41,"아니 나 사랑니 빼고 실로 사랑니 뺀 잇몸을 꼬맷는데
그 실이 지혼자 자력으로 빠져나와도되는거임?
오늘아침에 하나가 빠졌어그냥 쇽하고
근데하나가 더 빠질거같애 왜이러는거임? 화요일에 치과가기로했는데...치과갔는데 실하나는 주워드셨나요?하면 우뜩함?",3월 27일,,1
42,"@agaC1206
 님에게 보내는 답글",3월 27일,,
43,우...피곤해서 잇몸이 녹아내리는 중 오늘은 좀 빨리자야지,3월 27일,,
44,아 미친 너무 좋아 나 잇몸 마름,3월 27일,,1
45,양치하다가 칫솔로 잇몸쳣ㄹ어 개아픔,3월 27일,,
46,"@c00ing_7
 님에게 보내는 답글",3월 27일,,
47,"임시치아 빠졌는데
진심.. 잇몸이 느껴져서 내가 다 당황스러움 하씨뷜",3월 27일,,
48,사샤가 잇몸 드러내면서 승질부릴때가 좋은 사람,3월 27일,11,20
49,"아늬,, 잇몸이랑 입안 벽.. 그 붙어있는 어딘가에 빵꾸가 났는디요",3월 27일,,
50,"치과에도 입점되어 있는 천연성분에서 방출되는 원적외선으로 잇몸질환에 효과가 있고 치석제거,니코틴 제거까지 마모없이 스케일링 효과까지 있고 충치예방,입냄새 제거까지 고기능성 천연치약입니다~",3월 27일,,3
51,"@eed_0304
 님에게 보내는 답글",3월 27일,,
52,"아 나 입병 난게 아니고..
사랑니가 자라면서 잇몸을 찢고.. 그거때문에 팅팅 부으면서
그 옆에 있는 입벽이 찢긴거였음
장난하나
점점 더 붓고있어
존나아파이거어떡해",3월 27일,,1
53,어금니안쪽잇몸이 계속아픈데 왜이러지....,3월 27일,,
54,와 사랑니가 잇몸하고 볼쪽 잇몸(?) 찢으면서 나오는데 밥을 못먹을정도로 아픔.. 약 일키로 빠짐ㅎㅎㅎ,3월 27일,,6
55,"어젠가부터 잇몸이 부었는데, 이 닦다 문득 ‘아! 스트레스 받아서 그렇구나’ 깨달음. 그러니 문프 부부는 오죽 하실까.",3월 27일,,
56,나 진짜 오랜만에 잇몸풀개방이야 지금 너ㅓ무 좋아 얘들님드라 오늘 기념일로 지정이야 달력에 동구래미쳐 돼지꼬리 별표땡땡이야!,3월 27일,,
57,"그래도 세븐틴 그렇게까지 사랑하진 않는 듯 ㅋㅋ 하고 이제 꺼진 화면 보면 내가 진심 잇몸을 드러내면서 활짝 웃고 있어서 당황스러움.. 
어이 열세 남자 보는 게 그렇게 즐겁더냐",3월 27일,,
58,"@Ketchup_dong
 님에게 보내는 답글",3월 27일,,
59,"디어각하에서 덴티큐 날리는데 잇몸 악건성됨 
마스크 안에서 웃으면서 내가 이렇게 웃음이 많은 사람이었는지 몰랐네..^^;;;
모든곳에 에서 우먼이랑 맨 내동댕이치는데 개쎈 비지터였음",3월 27일,,
60,"돈도없는데 교정유지장치때매 잇몸 퇴축옴
부착형 유지장치 달고 계신분들... 꼭 정기적으로 검진 받으세요",3월 27일,,1
61,아 미친 너무 좋아 나 잇몸 마름,3월 27일,,1
62,양치하다가 칫솔로 잇몸쳣ㄹ어 개아픔,3월 27일,,
63,"무현쌤 이런상황 넘 오랜만이라 아야 아퍼인지 아 야 아퍼인지 잠시 고민하다가 지혁이표정 누가봐도 너무 놀라 머릿속 하얘진 사람이라 그냥 봐줄것 같음ㅋㅋㅋㅋㅋㅋ
-마취주사가 많이 아프죠? 아무래도 잇몸이 아니라 신경 쪽에 직접 주사를 놓는거라 신경제거가 덜 된 곳은 불편하세요.",3월 27일,,12
64,나 지금 잇몸 말랐음,3월 27일,,
65,오늘윤호얼굴너무좋아서잇몸마름,3월 27일,,
66,"@Iiri0_0
 님에게 보내는 답글",3월 27일,,1
67,"차근차근 전진하는 에이스 ＂지난 등판보다 밸런스 나았다＂ (출처 : 엑스포츠뉴스 | 네이버 스포츠) http://naver.me/FVcpKyy6

부상안오게 천천히 와!! 작년에도 잇몸으로 잘(?) 버텼어",3월 27일,2,
68,"인서 10년후
날백수라는거 기억하고 잇몸만개함",3월 27일,,
69,애기들 넘 귀엽다...웃느라 잇몸다말라써...,3월 27일,,2
70,문제. 너무 뜨겁다 잇몸이 데임,3월 27일,,
71,아노ㅑ 잇몸 몇번이 마르는거여,3월 27일,,
72,아 잇몸 말라..,3월 27일,,
73,"@of_by_for_BTS
 님과 
@BTS_twt
 님에게 보내는 답글",3월 27일,19,8
74,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 오늘 바람도 쎄게 부는데 나 잇몸 시렵네ㅎㅎㅎㅎ ㅎㅎㅎ 너무 좋아 ㅎㅎㅋㅋㅋㅎㅎㅋㅋㅋ,3월 27일,,3
75,알티 영상 보면 진짜 저항업ㄹ이 잇몸 보임 너무 귀여워,3월 27일,,3
76,잇몸미소사똘...... ..........................,3월 27일,,
77,"실종 느와르M 보는중..
뭔가 수탁이가 떠오르는 것은 기분 탓..?헤어스탈도 수탁이에서 웨이브가 사알짝 풀린 느낌
히순이만 나오면 헤벌레
잇몸이 매말라서 죽겠다
대사톤도 너무 맘에 들어..
히순이 나올때마다 다시 기본으로 6번은 돌려보면서 입틀막..
아 그냥 다 귀여운걸",3월 27일,,2
78,"@parkssideul
 님에게 보내는 답글",3월 27일,,
79,"아씨발 맛탕 먹은 나무 꼬챙이로
장난치다가 잇몸 찌름",3월 27일,,2
80,,,,
81,이 씨....잇몸 존나아파ㅜㅜㅜㅜㅜㅜㅜㅜㅜ,3월 27일,,1
82,"@lililll999
 님에게 보내는 답글",3월 27일,,
83,"@ddff_ytb
 님에게 보내는 답글",3월 27일,,1
84,오랫만에 고등어 신나서 먹다가 잇몸에 가시박혔다..!,3월 27일,,2
85,대충 아랫니가 저렇게 회전되어있는데 피곤할때마다 잇몸이 붓는지 너무 아파..,3월 27일,,1
86,대충 아랫니가 저렇게 회전되어있는데 피곤할때마다 잇몸이 붓는지 너무 아파..,3월 27일,,1
87,이 씨....잇몸 존나아파ㅜㅜㅜㅜㅜㅜㅜㅜㅜ,3월 27일,,1
88,"@lililll999
 님에게 보내는 답글",3월 27일,,
89,"@ddff_ytb
 님에게 보내는 답글",3월 27일,,1
90,페드로때문에 내 잇몸이 마른다,3월 27일,,
91,(아픈 잇몸으로 밥먹고 부들부들 떨기),3월 27일,,2
92,"오늘 진희랑 미슬씨 사진 정리한다고 약속했는데 
잇몸만개하고 정신머리 가출함...",3월 27일,,2
93,"요즘 내 몸뚱이
입 : 잇몸붑고피나고 헐기>혓바닥 뒤집어지기>구내염 생기기의 반복
허리 : 죽을게
손목, 손가락 : 죽었음
무릎, 발목 : 곧 죽어감",3월 27일,,6
94,"@moonreverse123
 님에게 보내는 답글",3월 27일,,
95,으음 남편이 옆에 있으니 로맨틱 코미디 드라마 보면서 잇몸 마르게 웃으면서 주접을 떨 수가 없어 아아아 답답햇,3월 27일,,2
96,"사상대립같은거하지마
좋아서잇몸만개하니까",3월 27일,,
97,웨더님이 그려주신 피터보고 잇몸만개함,3월 27일,,
98,생리할때만되면 매번 잇몸이 같은부위만 붓는데 생각해보니까 교정할때 젤 많이 움직인 이빨쪽 잇몸이었음..ㅜㅜ,3월 27일,,
99,"#위험한_민윤기_대회

모든 민윤기는 다 위험하지만..
불타 민윤기 윙크 찡끗+입꼬리 쓰윽 올리면서 잇몸개방+머리 털기, 삼종 타격을 난 잊을수가 없어",3월 27일,3,12
100,"@lililll999
 님에게 보내는 답글",3월 27일,,
101,"@ddff_ytb
 님에게 보내는 답글",3월 27일,,1
102,페드로때문에 내 잇몸이 마른다,3월 27일,,
103,잇몸이 사막마냥 마르는 영상,3월 27일,1,
104,블루투스동글의 반대말은 레드잇몸뾰족 ㅋㅋㅋㅋㅋㅋ,3월 27일,,
105,"무림인도 치실하고 다녀라
잇몸에는 기맥이 있어도 치아에는 없을테니까",3월 27일,,
106,(태: 늬 닮았디 누굴 닮았갓서) 괜한 말 하면서 안아들어 다시금 토탁인다거나 간질거리는 잇몸 때문에 꾹 말고 우물우물 거리려는 입술 사이로 오옳지 하며 제 검지 슥 밀어 넣는다거나 (태: 야야 뭐하는 짓거리네 손이 제일 더러운 거 모르간!) 이유식 먹이면서 범벅된 애기 볼따구보다 손 더,3월 27일,,3
107,( 질척한 웃음소리 새나온다 농밀히 얽혔던 혀끝 이내 시현 잇몸에서 천장을 훑는다 유성 목덜미 감았던 팔 힘주어 제 쪽으로 끌었다. ),3월 27일,,
108,잇몸 왼쪽부터 오른쪽까지 다터졋음 나 자다가 누구랑 싸웟나,3월 27일,,2
109,"@ziegbread
 님에게 보내는 답글",3월 27일,,
110,셉계 갔다가 전철에서 너무 개저처럼 행볻하게 잇몸미소 지어버려서 얼른 컴다운 컴다운 워워 진정혀,3월 27일,,1
111,"@gookcheon
 님에게 보내는 답글",3월 27일,,
112,"작년 12월에 갔어야했는데, 새로운 보금자리로 이사하며 적응하느라 미루던 묘르신 건강검진 완료. 조금 걱정했던 잇몸 상태도 괜찮고, 처음 찍어본 심장 초음파도 좋았다. 나이가 든 만큼 약한 관절염 증상이 있지만 무난한 정도. 신장은 안전하게 6개월 주기로 체크해보기로 했다.",3월 27일,,4
113,아감자님 알티보면서 잇몸만개한 행복한 주말,3월 27일,,
114,"근데 나 잇몸치아 진짜약함
이나이에 임플란트할줄 알았겠냐고ㅋㅋ",3월 27일,,1
115,아 알바 중간에 밥먹으러 나와서 이제서야 보는데 웃다가 잇몸 다 말라버림…;;ㅠㅠ,3월 27일,,
116,"내 이름 위에 적은 것이 뭐라 하니 비밀이랜다. 그 말을 하고는 그 아이는 잇몸까지 보이는 웃음으로 마무리했다. 찾아보니 경애(敬愛), 공경과 사랑의 뜻으로 그야말로 애정이었다. 하트를 그리려다 멈칫했던 손이 떠올라 웃음을 그릴 수밖에는 없었더랬다. 사랑이로구나, 사랑아, 사랑이야.",3월 27일,,
117,"@heensajarm
 님과 
@BTS_twt
 님에게 보내는 답글",3월 27일,3,3
118,잇몸 아파서 못잤어......,3월 27일,,1
119,아 너무 웃어서 잇몸이 말라버렷네,3월 27일,,
120,(태: 늬 닮았디 누굴 닮았갓서) 괜한 말 하면서 안아들어 다시금 토탁인다거나 간질거리는 잇몸 때문에 꾹 말고 우물우물 거리려는 입술 사이로 오옳지 하며 제 검지 슥 밀어 넣는다거나 (태: 야야 뭐하는 짓거리네 손이 제일 더러운 거 모르간!) 이유식 먹이면서 범벅된 애기 볼따구보다 손 더,3월 27일,,3
121,( 질척한 웃음소리 새나온다 농밀히 얽혔던 혀끝 이내 시현 잇몸에서 천장을 훑는다 유성 목덜미 감았던 팔 힘주어 제 쪽으로 끌었다. ),3월 27일,,
122,잇몸 왼쪽부터 오른쪽까지 다터졋음 나 자다가 누구랑 싸웟나,3월 27일,,2
123,33초동안 웃음나서 잇몸 말려주는 영상,3월 27일,57,56
124,잇몸만 남을 때도 있는데 보통 느낌은 이가 빠졌다보단 이가 부러져서 짤뚱하고 날카로운 뿌리가 남은 상태,3월 27일,,
125,제 멋대로 구부러진 칫솔 갖다 이빨을 닦다 보면은 잇몸에 피가 나게 닦아도 당췌 치석은 빠져 나올 줄을 몰라 - '싸구려커피' 中,3월 27일,,
126,아진짜....이거보고 기절했어요 저 하 애들 스킨안줘서 슬펐는데 바로 잇몸만개......하.......,3월 27일,1,1
127,"#이솔로몬
갑자기 자꾸 잇몸이 보인다는ㅋㅋㅋ",3월 27일,,10
128,"@blooming120812
 님에게 보내는 답글",3월 27일,,
129,사노 만지 생각하면 광대가 비죽비죽 올라가면서 잇몸 만개하다 갑자기 속이 뒤집힘,3월 27일,,
130,아 뭐 이런 개복치가 있어 새벽3시에 잔다고 잇몸 붓고 피나는거야???님 12시까지 쳐잤어요,3월 27일,,3
131,왜 어금시 사이 잇몸이 아프지..... ?,3월 27일,,1
132,"@sseungg9
 님에게 보내는 답글",3월 27일,,
133,♔BAP_Bangyongguk 오빠의 잇몸 짱♡,3월 27일,,
134,하 내 잇몸,3월 27일,,
135,큰멸치 안 먹는 이유) 먹다가 잇몸에 박혀서 피난 이후로 못먹음 그리고 맛도 없음,3월 27일,,
136,"내 잇몸이 아픈 이유를 깨달앗어
사랑니 나는게 아니라 
수면부족이였ㅇ나봐",3월 27일,,
137,씨발 구내염 생겨도 잇몸에 생기네,3월 27일,,
138,"@gre9re
 님에게 보내는 답글",3월 27일,,
139,시작부터 잇몸 만개함,3월 27일,1,7
140,제 멋대로 구부러진 칫솔 갖다 이빨을 닦다 보면은 잇몸에 피가 나게 닦아도 당췌 치석은 빠져 나올 줄을 몰라 - '싸구려커피' 中,3월 27일,,
141,아진짜....이거보고 기절했어요 저 하 애들 스킨안줘서 슬펐는데 바로 잇몸만개......하.......,3월 27일,1,1
142,"#이솔로몬
갑자기 자꾸 잇몸이 보인다는ㅋㅋㅋ",3월 27일,,10
143,"@blooming120812
 님에게 보내는 답글",3월 27일,,
144,,,,
145,ㅋㅋㅋㅋ다들 타쿠헤이상 나오니까 왤케 좋아죽어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 야구치상 잇몸만개ㅋㅋㅋㅋㅋㅋㅋ,3월 27일,,
146,"@Gwanseeumbosal_
 님에게 보내는 답글",3월 27일,1,4
147,(떠억)...........애들아(0명) 왜 밀님 큰문 떳다고 아무도 나한테 말해주지 않은거냐...? 캬악 ㅜㅜㅜㅜㅜㅜㅜㅜ 주정댕이라니!!!ㅠㅠㅠ 주둥이 벌리라닠ㅋㅜㅠㅜㅜ!!!! 하 ㅇ리 곰돌이 어케.....(넘 좋아서 잇몸 만개 중),3월 27일,,3
148,"원우 덤덤 짜릿하다 잇몸 말라서 입이 안다물어져 
거울 앞에서 또 연습해 두 눈을 크게 떠 이 부분도 보고싶어",3월 27일,,
149,뚱이 요즘 밥도 안 먹고 기운이 없어 뵈더니 병원에 스케일링하러 갔는데 잇몸에 염증 있고 신장수치가 안 좋다해서 링겔 맞고 왔음 ㅜㅜ,3월 27일,3,39
150,오늘 아침에 깨면서 보니 이에 레진 같은 것이 조각조각 부서져서 뱉었고 발치한 부분의 턱과 잇몸 전체가 아파서 일단 죽을 먹고 급히 약을 먹었다. 어금니 레진 앞쪽이 깨진 것 같아 내일 병원을 가야한다. 하루 지나면 아팠던 적이 없는데 이정도로 심한 치통은 처음인듯.,3월 27일,,1
151,흠 잇몸이 계속 부어있어... 연약한 자식!!,3월 27일,,1
152,( 질척한 웃음소리 새나온다 농밀히 얽혔던 혀끝 이내 시현 잇몸에서 천장을 훑는다 유성 목덜미 감았던 팔 힘주어 제 쪽으로 끌었다. ),3월 27일,,
153,사랑니가 나는듯 나면서 잇몸같은게 쫙 찢어져서 존나 아픔 살려줘,3월 27일,,2
154,"@mbcdrama_pre
 님에게 보내는 답글",3월 27일,,10
155,"돈가방 갖고 있는 줄 알고
잇몸미소만개한 안톤(아님",3월 27일,,
156,으앙 잇몸 깨뭍곳 너무 아파 ㅜ ㅜ,3월 27일,,
157,아오 잇몸 부은거때문에 아직도 목아파 뒤지겟네,3월 27일,,
158,양치할때마다 잇몸에서 피나는거같은데..... 왜이랴,3월 27일,,
159,"왜 나를 증오하지 않아? ... 너를, ...모르겠어. 이해가 안 돼. 내가 진정 너였다면, 이 자리에서 나를 쳐죽였을 거야. 사지에 힘이 들어가지 않는다 해도, 이가 없으면 잇몸으로 문다는 근성으로 갈기갈기 찢어버렸을 거라고.",3월 27일,,
160,일부러 웃긴 표정 짓기 금지 콧구멍에 바람 넣는 거 금지 잇몸 드러내는 것도 금지 눈 크게 뜨는 건…… 허용,3월 27일,,
161,"망원경들고 잇몸마르며 그렇게 자세히 봤지만 다각도로 보고싶어 수집한 덤덤이 이만큼.....
원우야 오늘은 유고걸 가즈아 ",3월 27일,,
162,아오 잇몸 부은거때문에 아직도 목아파 뒤지겟네,3월 27일,,
163,양치할때마다 잇몸에서 피나는거같은데..... 왜이랴,3월 27일,,
164,"왜 나를 증오하지 않아? ... 너를, ...모르겠어. 이해가 안 돼. 내가 진정 너였다면, 이 자리에서 나를 쳐죽였을 거야. 사지에 힘이 들어가지 않는다 해도, 이가 없으면 잇몸으로 문다는 근성으로 갈기갈기 찢어버렸을 거라고.",3월 27일,,
165,"@_nana_miiiiiii
 님과 
@BTS_twt
 님에게 보내는 답글",3월 27일,,
166,지금 당장 이가 없으면 잇몸으로라도 뭉쳐야지 모두 분열ㄴㄴ해 일단 민주당 원팀해놓고 맘에 안들면 그때패자,3월 27일,,
167,"입 안이 전체적으로 부은듯 ㄱㄷ거말고도... 거대한 혓바늘이 감염 초기부터 나서 5일째 안ㄴㆍㅅ는중
확진 이튿날엔 앞니 뒤에 살짝 올라온 잇몸살 거기가 부음
오늘은 사랑니가 아마 있는 뒤쪽 잇몸이 부어서 아픔",3월 27일,,
168,"김립양 건강하시오 우리 은쪽이 잇몸도 수면도 소중혀,,",3월 27일,,
169,"- 숨가쁨은 많이 호전. 하루에 한 두번 
  목구멍이 들러붙는 느낌은 여전
- 숨을 들이마실때 가슴 뻐근함과 약한 
  통증. 잇몸 출혈 지속
- 수술 후 생리대를 계속 하고 있지만
  스트레칭, 일상생활 가능

천식약 타러 갈때마다 오미크론 진짜 조심하세요 하는데 무섭고 스트레스..",3월 27일,,6
170,"- 심장초음파 등등 이상 없음 
- 급성 천식 발작, 역류성 식도염 진단
   약한 천식은 있었으나 발작은 처음
- 양치할 때 잇몸 출혈 
- 백신과 별개로 12월 건강검진 결과 
  자궁경부암 전 상태로 진단. 수술 예약.
  (가다실 접종했었음 100프로 예방X)
- 3월 현재. 며칠 전에 원추절제술",3월 27일,,3
171,"@__bigbreath_
 님에게 보내는 답글",3월 27일,,
172,"약간 짜다. 쓴맛도 있다. 잇몸을 찌른다. 목구멍이 따뜻하다, 아니. 뜨겁다. 열기가 내 몸안으로 빨려들어오는 듯한 느낌이다. 내 혈관을 타고 퍼지는 듯한..",3월 27일,,
173,이거 보는데 왜 내 잇몸이 마르냐,3월 27일,,
174,"@dndbTl
 님에게 보내는 답글",3월 27일,,
175,뭐냐 이 치유공간... 지금 잇몸미소 지으면서 듣고 있음... 하던일에 집중이 안된다,3월 27일,1,2
176,아 잇몸이 부운거같음 피맛나 으 ㅠ ㅜㅜㅜㅜㅜㅜ,3월 27일,,
177,"또 잇몸 부엇나봐 ㅡ,.ㅡ",3월 27일,,
178,자라고 자라짤 올릴려고 인터넷에서 자라 서치했을 청래삼촌 생각하니까 또 잇몸마르게 웃고있음,3월 27일,,2
179,"지미가 왜 깐이를 공주님 안기한건지
이해 못했으니 빨리 100글자 내외로 해명 부탁드립니다.. 이때 잇몸 말랐네 𐌅 𐌅 𐌅 𐌅 𐌅 𐌅

#GMMTVSafeHouseSS3D6
#GMMTVSafeHouseSS3
#GunAtthaphan #กันอรรถพันธ",3월 27일,2,8
180,"@__bigbreath_
 님에게 보내는 답글",3월 27일,,
181,"약간 짜다. 쓴맛도 있다. 잇몸을 찌른다. 목구멍이 따뜻하다, 아니. 뜨겁다. 열기가 내 몸안으로 빨려들어오는 듯한 느낌이다. 내 혈관을 타고 퍼지는 듯한..",3월 27일,,
182,이거 보는데 왜 내 잇몸이 마르냐,3월 27일,,
183,"오늘 아니 어제 프메 거ㅢ 다 왔네..?!?!?
차니 프메는 항상 잇몸말라",3월 27일,,
184,저지금 베놈됐어요 입 쩌억 벌렸어요 이빨 잇몸만개했어요 빨리 먹여주세.,3월 27일,,1
185,"불꽃을 얹은 것 같은 고통이
붉은 잇몸 위에 뒤늦에 얹혀지고
그동안 내가 받아들이지 못한 사랑의 잔뼈들이
멀리서 햇살이 되어 박히는 가을

-빛은 얼마나 멀리서, 나희덕",3월 27일,,
186,"ㅇㅣ가 없으면 잇몸으로, 캡쳐 갈긴다",3월 27일,,1
187,아 두시간 반 동안 티저 보다가 눈 지금 건성 됐다 .. 해찬이 센터 부분만 나오면 허벌 웃음 돼서 잇몸도 악건성,3월 27일,,
188,어우 잇몸 마르네,3월 27일,,2
189,탈모를 이은 탈잇몸,3월 27일,,
190,아 키스신 너무 많이 봐서 광대 아프고 잇몸 마르네,3월 27일,,
191,잇몸 붓기 빼는 법 궇합니다.,3월 27일,,
192,"@Erotic_Choco
 님에게 보내는 답글",3월 27일,,1
193,하 충치 없고 잇몸도 괜찮다는데 왜 자꾸 이에서 충치냄새가 나냐고ㅜㅜㅜ,3월 27일,,
194,"교정피플이 자주 꾸는 꿈...
이 빠지거나 이 없어지는꿈
그러면 이게 얼마짜린데 엉엉엉 하고 오열함 눈뜨자마자 잇몸에 치아 다 붙어있는지 체크함",3월 27일,,1
195,요즘 생활리듬 더 심하게 박살났더니 잇몸 부웠다.. 오늘 걍 일찍 자야지,3월 27일,,
196,잇몸은 왜또 지랄인가,3월 27일,,
197,"@al_lo_24249
 님에게 보내는 답글",3월 27일,,1
