,본문,날짜,리트윗,하트
15,22세기가 다 되어가는 마당에 성별차별은 옛 얘기지만 아무래도 응급환자(=페로몬 조절 안됨)을 보긴 힘든 오메가라서 치과를 고른 무현쌤 보고싶다 개천용이라고 해보았자 세가족 풍족히 살 벌이는 안되고 어머니 병원비에 동생은 이제 대학생이라 돈들어갈곳 투성이인 무현쌤 해저기지와비리는,4월 24일,,8
16,"@sie3141
 님에게 보내는 답글",4월 24일,,1
17,"@2haejun_kyuwon
 님에게 보내는 답글",4월 24일,,
18,"치과에서 제일 듣고 싶은 말
""흠.. 충치 뭐 없네요""",4월 24일,,1
19,"그래도 티켓 이틀치는 벌엇균아
나도 티켓+대리+치과 이거 하니까 진짜 거덜나서 별의 별 거 다 팔아버렷뜸 인생이 그렇지",,,
20,"#살면서_아프거나_다쳐본_경험
골절 : X
수술 : X
코피 : 0
독감 : 0
장염 : X
화상 : 손가락 살짝
식중독 : X
위염 : X
링거 : X
폐렴 : X
마취 : 치과에서 몇번
깁스 : 0
장기입원 : X
호흡곤란 : X
근육파열 : X",4월 24일,,
21,"#살면서_아프거나_다쳐본_경험
골절 : X
수술 : X
코피 : 0
독감 : X
장염 : X
화상 : O
(어릴때 놀다가 손에ㅠㅠ)
식중독 : X
위염 : X
링거 : 0
폐렴 : X
마취 : X
(치과에서 조금 한정도)
깁스 : X
장기입원 : X(길어봤자 1주일)
호흡곤란 : X
근육파열 : X

나 좀 건강한..가?",4월 24일,,1
22,"@NIKANONN
 님에게 보내는 답글",4월 24일,,
23,"이 하나를 통째로 들어내야 하면 어떡하지 치과에서의 통증은 익숙하고 괜찮은데 내가 내 몸을 이 지경이 되도록 방치했다는 사실이 너무 어이없고 한심함
그냥 죽을래",4월 24일,,1
24,"박무현 자긴 모르는데 나름 동네에서 유명함
돈도 안되는 이 깡촌 시골까지와서 그냥 의원도 아니고 치과차렸으니까 당연지사임
첨에 개원할땐 다들 일이년 사이에 딴데로 옮길줄알았는데 생각보다 잘됨",4월 24일,,3
25,시골에서 치과연 박무현보고싶다...,4월 24일,2,27
26,"#살면서_아프거나_다쳐본_경험
골절 : X
수술 : X
코피 : 0
독감 : 0
장염 : X
화상 : 손가락 살짝
식중독 : X
위염 : X
링거 : X
폐렴 : X
마취 : 치과에서 몇번
깁스 : 0
장기입원 : X
호흡곤란 : X
근육파열 : X",4월 24일,,
27,"#살면서_아프거나_다쳐본_경험
골절 : X
수술 : X
코피 : 0
독감 : X
장염 : X
화상 : O
(어릴때 놀다가 손에ㅠㅠ)
식중독 : X
위염 : X
링거 : 0
폐렴 : X
마취 : X
(치과에서 조금 한정도)
깁스 : X
장기입원 : X(길어봤자 1주일)
호흡곤란 : X
근육파열 : X

나 좀 건강한..가?",4월 24일,,1
28,"@NIKANONN
 님에게 보내는 답글",4월 24일,,
29,"@nobodyknows_s
 님과 
@off_white_note
 님에게 보내는 답글",4월 24일,,
30,내일 치과가야돼...,4월 24일,,
31,오늘은 주머니를 털어 치과에 가자 납작해진 이빨을 뾰족하게 갈고 물컹해진 잇몸에 기둥도 세우고 드릴 같은 혀로 핥아 주는 침針의 스케일링 우리들의 혼례,4월 24일,,
32,치과 갔다오면 맨날 한통씩 받았았는뎅,4월 24일,,4
33,"@CL0CK51
 님에게 보내는 답글",4월 24일,,
34,"쓸 때라고 여기는 사람들이었다. 

""하지만 마음이 상하셨을 테니까요. 적어도 듣기 좋지는 않으셨겠죠.""
""우리 팀장 메신저 못 보셨습니까? 그에 비하면 선생님은 입에서 꽃을 꺼내주신 수준입니다. 선생님이 치과 드릴 들고 달려오지만 않으시면 괜찮습니다."" 솔직히 말해 달려와도 제압할 자신이",4월 24일,,5
35,"#살면서_아프거나_다쳐본_경험
골절 : X
수술 : X
코피 : X
독감 : 0
장염 : 0
화상 : 0
식중독 : X
위염 : X
링거 : 0
폐렴 : X
마취 : 0 (치과에서!)
깁스 : X
장기입원 : X
호흡곤란 : 0
근육파열 : X",4월 24일,,
36,"그러나 남자의 건조하다 못해 무신경한 목소리는 여행이 아니라 치과에 끌려오기라도 한 것 같았다. 아니, 치과가 아니라 못 견디게 지루한 영화를 틀어주는 극장 한복판일지도. 옆자리에는 교장선생님과 함께. 오랜만의 흥미거리가 겨우 이런 상대라고 낙담할 손주혁은 아니었다.",4월 24일,,
37,내일은 대망의 치과 가는 날... 사랑니 새끼 어떤 꼬라지일지ㅠ 얼굴 좀 보자,4월 24일,,
38,"얼레벌레 치과 투어 끝낸 뒤 ""그럼 제 방으로 가볼까요~""하면서 크록스 직직 끌며 가서 ""네! 여기가 바로 제 방인데요, 어디 볼까요~"" 자체 러브하우스 브금 깔며 문 딱 열었는데 거기서 나란히 쪼그려 앉아 케이크에 불 붙이고 있는 이지현이랑 서지혁 나옴",4월 24일,,15
39,,,,
40,"@NIKANONN
 님에게 보내는 답글",4월 24일,,
41,"@nobodyknows_s
 님과 
@off_white_note
 님에게 보내는 답글",4월 24일,,
42,내일 치과가야돼...,4월 24일,,
43,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 전에 파던 장르들 궁금해요~
● 항문에 이빨나면 치과가기vs…
● 격삼 최차애랑 최차컾링이 뭔…
#질문상자 #익명질문모집중",4월 24일,,
44,치과 ㅠ,4월 24일,90,130
45,"@seulxx_o
 님에게 보내는 답글",4월 24일,,
46,"#살면서_아프거나_다쳐본_경험
골절 : ×
수술 : ×
코피 : ×
독감 : ×
장염 : ○
화상 : ×
식중독 : ×
위염 : ×
링거 : ○
폐렴 : ×
마취 : ○ 치과에서...
깁스 : ×
장기입원 : ×
호흡곤란 : O
근육파열 : ×

존나 건강하게 살아옴",4월 24일,,5
47,근데 아무리봐도 치과가 4기지에 생긴 건 해저로 쳐박아서 비용이 어쩌고 저쩌고 다 때려치고 백호동 주민이 야매로 발치를 일삼아서 그런 거 아니냐?,4월 24일,,1
48,"집 근처 치과가 사라진 다음 귀찮다고 치과 미뤄놨다가 충치치료 와다다 하고, 그 치과가 별로 안좋아서 일단 하던 충치치료만 받고나서 오늘 집 근처 새로생긴 병원에 충치점검 겸 갔는데  앞니만이 아니라 전체를 다해주셧어 엄청났다",4월 24일,,1
49,내일... 치과랑 이비인후과랑 안과...? 모지 나 구냥 종합병원을 차릴카₍o̴̶̷᷄︿o̴̶̷̥᷅₎,4월 24일,,6
50,여러분 반드시 치과는 자주가세요....스케일링 안보이는 곳 까지 해주는 곳 가세요..... 같은 가격내고 엄청난 수케일링 받고 온 사람 씀.,4월 24일,,1
51,너무 웃긴 건 이 소설의 주인공은 치과의사고 장르를 지키면서도 내내 치과 얘기 하는데 신해량은 치과의사가 아님ㅋㅋㅋㅋㅋㅋ 인물 중에 딥블루 방문 전적 없음ㅋㅋㅋㅋㅋ 근데 딥블루 호황을 책임져… 자 이제 누가 딥블루 운영자지? (차마 의사라고는 할 수 없는),4월 24일,1,1
52,"Y6EYXB9X

다시금 생각하게 되었고 내 어머니 또한 집에서 쉬셔도 되는 형편인데도 쉬는 것을 마다하시고 치과 의사를 계속하시는 그 열성에 다시 한 번 생각하게 하는 계기가 되었다. 당장 마음 같으면 지금이라도 마티즈를 팔아 버리고 붓고 있는 적금을 해약하여",4월 24일,,
53,"@Miryo_0821
 님에게 보내는 답글",4월 24일,,
54,"@Uru_1052youLife
 님에게 보내는 답글",4월 24일,,1
55,"치과 끝...
주말 다 끝났네 흑흑 ㅠㅠ
그래도 이번주는 수영장 2번 갔다오고
방치중인 이삿짐을 조금 정리해서 다행이다",4월 24일,,1
56,내 통장 잔고 538원~!~! 치과 비용은 왜 이렇게 비싼가요?,4월 24일,,1
57,교정 장치 떨어져서 너무 성가셔.....치과 또 가야하는거냐고..,4월 24일,,
58,"@100cubit
 님에게 보내는 답글",4월 24일,,1
59,근데 아무리봐도 치과가 4기지에 생긴 건 해저로 쳐박아서 비용이 어쩌고 저쩌고 다 때려치고 백호동 주민이 야매로 발치를 일삼아서 그런 거 아니냐?,4월 24일,,1
60,"집 근처 치과가 사라진 다음 귀찮다고 치과 미뤄놨다가 충치치료 와다다 하고, 그 치과가 별로 안좋아서 일단 하던 충치치료만 받고나서 오늘 집 근처 새로생긴 병원에 충치점검 겸 갔는데  앞니만이 아니라 전체를 다해주셧어 엄청났다",4월 24일,,1
61,내일... 치과랑 이비인후과랑 안과...? 모지 나 구냥 종합병원을 차릴카₍o̴̶̷᷄︿o̴̶̷̥᷅₎,4월 24일,,6
62,여러분 반드시 치과는 자주가세요....스케일링 안보이는 곳 까지 해주는 곳 가세요..... 같은 가격내고 엄청난 수케일링 받고 온 사람 씀.,4월 24일,,
63,"@life_archiving
 님에게 보내는 답글",4월 24일,,
64,어제 아침부터 입안이 다 터서 치과서 약을 빡세게 발랐나 이상하다 싶었는데 저녁부터 몸살시작해서 오늘 이시간되니까좀 괜춘타...잇몸이 부어있어서 더 아픈듯 ㅜㅜ 내가 이러고 있을때가 아닌데 늘 이러고이찌 ㅎㅎㅎ 불운의 아이콘인듯,4월 24일,,
65,"#본사람다하기
연애: x
키스: x
자퇴: x
전학: o
수술: 치과치료..o
입원: x
여행: o
담배: x
장학금: 비슷한거 받아봣음 o
상장: o
외박: x
짱친: o
사고: x
흉터: x..?
밤샘: o
TV출연: o",4월 24일,,
66,다니는 치과 의사쌤 진짜 눕자마자 바로 ~~해요 시려워요 하고 마음의 준비 할 시간도 없이 진료 들어가서 어어어어....... 악!!!!! 하게 됨,4월 24일,,
67,"엄살 많고 개쫄보지만,,,, 뭔가 치과 피부과 이런곳은 그냥 딱히 참지 뭐,,,하게 댐 오히려 태생부터 안좋은 장이나 기타 몸속 장기 땜에 병원 갈때가 훨 무서움",4월 24일,,1
68,"@fenderazu
 님에게 보내는 답글",4월 24일,,
69,"@HuNya_cat
 님에게 보내는 답글",4월 24일,,
70,"내일 치과 신경치료 할듯,,,,,, 많이 아푸겟지.......흑흑흑",4월 24일,,1
71,"#트친들이_못해봤을_경험 
송편먹다가 사랑니 빠져서 차타고 15분 걸리는 거리의 치과로 뛰어감",4월 24일,,2
72,잘 아문것처럼 보였는데 대체 왜 난건지 모르겠음.... 갑자기 입으로 액괴 뱉어내기 쇼 하고...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 내일 절제했던 치과 다시 가야지,4월 24일,,
73,"@carrot_4037
 님에게 보내는 답글",4월 24일,,
74,아니 왜 짤리지 흑잔 치과에 데려간 사람 당연하게도 잔느,4월 24일,,1
75,흑잔 치과에 데려간 사람-,4월 24일,,8
76,뱉으니까 더 철철 나는 것 같길래 잇몸절제했던 치과는 일요일 진료를 안해서 다른 치과 갔음 입안에 덩어리가 가득 차서 삼키지도 못하고 메모장으로 말하면서 어렵게 접수함 근데 엑스레이 찍어야 된대 어쩔수없이 엑스레이실에서 선생님 경악에 빠트리고 지혈하고 왔음...ㅋㅋㅋㅋㅋ,4월 24일,,3
77,지난주에 치과에서 잇몸절제 했는데 잘 아무는 것 같다가 오늘 새벽에 갑자기 침이 많이 고이는거임 근데 맛이 이상해 절제부위에 피가 나는거였음 지혈되고 다시 나고 반복하다가 6시엔가 다시 나길래 지혈되겠거니 하고 걍 잤거든 3시간 후에 입안에 가득한 덩어리 느낌에 깸..,4월 24일,,2
78,치과에서 엑스레이 찍어야 되는데 입안에 피가 가득차서 종이컵에 뱉었다가(거의 절반정도 찼음) 엑스레이실 선생님 경악에 빠트림...ㅋㅋㅋㅋㅋㅋㅋㅋ,4월 24일,,2
79,,4월 24일,,
80,"내일 치과 신경치료 할듯,,,,,, 많이 아푸겟지.......흑흑흑",4월 24일,,1
81,"#트친들이_못해봤을_경험 
송편먹다가 사랑니 빠져서 차타고 15분 걸리는 거리의 치과로 뛰어감",4월 24일,,2
82,잘 아문것처럼 보였는데 대체 왜 난건지 모르겠음.... 갑자기 입으로 액괴 뱉어내기 쇼 하고...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 내일 절제했던 치과 다시 가야지,4월 24일,,
83,"@carrot_4037
 님에게 보내는 답글",4월 24일,,
84,"탄산음료 안마시면 뭔 재미로 살지,,,치과 너무싫음,,",4월 24일,,
85,"#살면서_아프거나_다쳐본_경험
골절 : x
수술 : x
코피 : o
독감 : x
장염 : o
화상 : o
식중독 : x
위염 : x
링거 : o
폐렴 : x
마취 : o (치과 마취도 마취임 왜여 맞자나)
깁스 : o
장기입원 : x
호흡곤란 : x
근육파열 : x
나님아 생각보다 튼튼했구나...",4월 24일,,
86,"ㅋㅋㅋㄱ어바등 초반감상평

치실질을 잘하자
치과는 정기적으로가자

치아건강 홍보소설",4월 24일,,
87,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 소율님 치과 자주가시죠?너…
● 소율님!!소율님은 산리오 …
#질문상자 #익명질문모집중",4월 24일,,
88,"@muhly1204
 님에게 보내는 답글",4월 24일,,2
89,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 이 빨리 병원 가세요 그러다…
● 치과가세요
● 개란님 갸아아아악 개란조아해…
● 겨란을 영어로 하면?Wha…
#질문상자 #익명질문모집중",4월 24일,,
90,김믽구 치과 가서 이 살짝 갈아왔는데 키스하던 부슩간 뭐야 내 뾰족니 어디갔어!! 함 갈아왔다고 이제 안아푸징? ㅎㅎ 하면 극대노 부슩간 내껄 왜 니 맘대로 갈아와!!! 하몀서 화내서 믽구 한동안 키스 못하기,4월 24일,,2
91,"키스하다가 믽구 뾰족니에 혀 긁혀서 빼꼼 혀 빼고있는 부슩간 왜 귀척하냐는 동아리 형들 말에 뭐래! 혀깨물어서 그런거야.. 툴툴거림

그거 보는 믽구는 왜 귀여운뎅ㅎ 거려서 등짝 맞음 그 모습 바라보던 윥형아 믽구한테 치과가서 살짝 갈아달라하면 갈아준다고 말할듯...

#규부",4월 24일,1,13
92,"치료받으러 갈 때마다 경과가 어떤 지 아무런 설명이 없어서 매번물어봤는데 이건 어찌어찌 넘어간다 쳐도...
다른 치과도 한 번 가봐야하나?",4월 24일,,
93,"2주 후에 신경 치료 크라운을 씌우러가는데
기둥 비용도 들어간다길래 난 당연히 해야되는 건 줄 알았는데
아닌가보다..
치과 의사가 이런 건 필요하다고 설명 해줘야되는 게 아닌가..?",4월 24일,,
94,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 촤수님 메렁ㅋ
● 항문에 이빨이나면 치과를 가…
● 촤슈넴(♡◕ω◕♡)
#질문상자 #익명질문모집중",4월 24일,,
95,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 나가시는김에 스페이스~
● 치과에 가야하는데 무서워요 
● 게와 스시 중에서 인외백합의…
● 치과에 가야하는데 무서워요 
#질문상자 #익명질문모집중",4월 24일,,
96,"@c_ovoc_
 님에게 보내는 답글",4월 24일,,
97,"아르하 아르헨「치과에 갔다가 지하철을 탔었는데 자리가 없었어서.. 입안에 피가 나는 걸 참고 가다가 전화가 왔는데, 그 상태로 말하다 피가 흐를 것 같아 당황해 사레 들려서 피를 토하니 사람들이 자릴 비켜주더라구요…콜록…」

#8",4월 24일,,
98,"@MoongaeGureum
 님에게 보내는 답글",4월 24일,,1
99,"@soupkkume_sidem
 님에게 보내는 답글",4월 24일,,
100,갑좍이 돈까스 치과 가는 상상,4월 24일,,
101,"@abcdefsolute
 님에게 보내는 답글",4월 24일,,
102,"아르하 아르헨「치과에 갔다가 지하철을 탔었는데 자리가 없었어서.. 입안에 피가 나는 걸 참고 가다가 전화가 왔는데, 그 상태로 말하다 피가 흐를 것 같아 당황해 사레 들려서 피를 토하니 사람들이 자릴 비켜주더라구요…콜록…」

#8",4월 24일,,
103,"@MoongaeGureum
 님에게 보내는 답글",4월 24일,,1
104,"@soupkkume_sidem
 님에게 보내는 답글",4월 24일,,
105,걍 치과 갓을 때 어금니 뽑아달라 할 걸 그랫나봐 이 지옥같은 괴로움... 앞으로 5일 남앗어....,4월 24일,,2
106,"@abcdefsolute
 님에게 보내는 답글",4월 24일,,1
107,"@10i0i0i
 님에게 보내는 답글",4월 24일,,
108,내일 아침에 치과 갔다와야한다..,4월 24일,,
109,"사업은 초등학생 치과 주치의 사업, 중학교 신입생 무상교복 사업 등과 함께 이재명 경기도지사가 강조하는 가성비 높은 복지 정책의 하나다. 예산을 많이 들이지 않고 큰 효과를 기대할 수 있다는 뜻이다.",4월 24일,,1
110,"@abcdefsolute
 님에게 보내는 답글",4월 24일,,1
111,정말 이상한 사람들이야.. 여기 치과 없나요?,4월 24일,,
112,일딴 내일 치과 갔다가 병원 간ㄷ,4월 24일,,
113,오늘의 일기장...오늘 우건형이 갑자기 삥을 뜯었다 이유는 터무니없었다. 내가 사랑니를 만져보겠다고 말했는데 지 첫사랑한테 사랑니를 보여주겠다하더니 치과갈 돈이 없어서 내돈을 쓴댄다. 애가 가끔 가족이 맞나 싶다 내가 사채를 썼나?,4월 24일,,
114,"듀랑고 노트 #27
워프하고 이빨이 몽땅 빠졌어. 탈선할 때 머리를 박았거든.
뭐가 웃기냐고? 치과에 갈 필요가 없어진 거지.
어차피 여긴 치과도 없고 말이야.
- 치과를 싫어하는 사람",4월 24일,,
115,아 그래 치과..,4월 24일,,
116,"@soupkkume_sidem
 님에게 보내는 답글",4월 24일,,
117,걍 치과 갓을 때 어금니 뽑아달라 할 걸 그랫나봐 이 지옥같은 괴로움... 앞으로 5일 남앗어....,4월 24일,,2
118,"@abcdefsolute
 님에게 보내는 답글",4월 24일,,
119,"@jjishu__
 님에게 보내는 답글",4월 24일,,
120,"@jjilang17
 님에게 보내는 답글",4월 24일,,1
121,"@gadang_e
 님에게 보내는 답글",4월 24일,,
122,"다솜치과의원
부산 연제구 중앙대로 1091 4층 (출처 : 네이버 플레이스)",4월 24일,,
123,우리 착한 치과선샘미 ㅠㅜㅠㅜㅠㅠㅜㅠㅜㅠㅜㅠㅜㅠㅜㅠㅜㅠㅜㅠㅜㅠㅜㅠㅜㅠㅜㅠㅜㅠㅜㅠ 나같으며 울고불고 죽고싶다는 생각만 날 듯,4월 24일,,
124,치과도 가야되는데...,4월 24일,,
125,아놔 기껏 일요일도 하는 치과 찾아왔더니 사람 많아서 오늘 진료 안 된다네... 집에 들어갔다 나오자니 좀 그런데 그냥 공연장으로 바로 갈까... 시간이 많이 남네 ㅠㅠ,4월 24일,,
126,내일 공포의 치과를 다녀올까,4월 24일,,4
127,내일 치과간다.... 우울해 죽겠다 사랑니 그냥 녹아서 사라졌음 좋겠다....,4월 24일,,1
128,"@KaDe_892
 님에게 보내는 답글",4월 24일,,1
129,"쿠고보다 치과비용이 더 무섭습니다 여러분
아닌가 쿠고가 더 무서운가",4월 24일,,1
130,"베리베리 스트로베리
레인보우 샤베트
이상한 나라의 솜사탕
초콜릿 무스
쿼터에 꽉꽉 담아서 먹고 싶은데 
사장님 손 잡고 치과 갈까 봐 무서워",4월 24일,,3
131,"@24601L0V3
 님에게 보내는 답글",4월 24일,,
132,"@gamtsui
 님에게 보내는 답글",4월 24일,,1
133,내일은 병원+치과 두 탕 뛰어야 해,4월 24일,,5
134,"임신과 출산시기의 치과 치료 괜찮을까요?

임신 기간에 치과 치료를 못 했다거나 출산 때 이를 다친 이야기들을 들어 임신과 치아에 대한 관계에 대해 질문 해 오셨습니다.

임신 중의 신체변화에 따라 구강건강에 영향을... http://goo.gl/Egqcd9",4월 24일,,
135,주나루 충치???!?!?!??당장 치과 끌고가... 누나는 돈까스 없어 그냥 힘으로 데려가,4월 24일,1,1
136,아놔 기껏 일요일도 하는 치과 찾아왔더니 사람 많아서 오늘 진료 안 된다네... 집에 들어갔다 나오자니 좀 그런데 그냥 공연장으로 바로 갈까... 시간이 많이 남네 ㅠㅠ,4월 24일,,
137,내일 공포의 치과를 다녀올까,4월 24일,,4
138,내일 치과간다.... 우울해 죽겠다 사랑니 그냥 녹아서 사라졌음 좋겠다....,4월 24일,,1
139,"@KaDe_892
 님에게 보내는 답글",4월 24일,,1
140,"쿠고보다 치과비용이 더 무섭습니다 여러분
아닌가 쿠고가 더 무서운가",4월 24일,,1
141,#라이프 디자이너치과보험 보장 적용 내용 및 가격 비교사이트 추천,4월 24일,,
142,"왼쪽 위 어금니....어제 갑자기 목으로 딱딱한게 확 넘어가더니..... 나갔나.....
습.....시린데...아니 갑자기 치과에서 못벗어난다고....?",4월 24일,,
143,"@my_jjoo_19
 님에게 보내는 답글",4월 24일,,
144,? 너희 치과 간 다음에 이비인후과도 한 번 가봐라,4월 24일,,
145,"@heoije__
 님에게 보내는 답글",4월 24일,,
146,"@seokjin0825
 님에게 보내는 답글",4월 24일,,1
147,"치과가서 입 벌려보세요~하면
와-아--- 할거같은 남성1위",4월 24일,3,8
148,"아니........
하...................
제가 치과진료비 다 대드릴게요 이리오세요 술먹고 참는거 금지",4월 24일,,
149,잇몸이부어서..조만간 치과를가야겠는데 제발충치만아니었음조컷다.........스쳐지나가는 과거의 잘못들...,4월 24일,,2
150,"치통 때매 1시간 바께 못 잔,,,
낼 바로 치과 가야겟어,,,,",4월 24일,,9
151,"#본사람다하기
연애: O
키스: X
자퇴: X
전학: X
수술: 치과수술은 많이 해봤는데요
입원: O
여행: O
담배: X
장학금: X
상장: O
외박: X
짱친: O
사고: X
흉터: X
밤샘: X
TV출연: X
두둥탁",4월 24일,,2
152,단거 너무 먹지 마라...치과간다 그러다,4월 24일,,
153,마이 바니 잘먹고 잘자고 푹 쉬어야해 아프면 병원 꼭 가고 치과도 가고 pt도 열심히 받아야해 누구보다 건강하고 좋았으면 좋겠어 밥아 오늘도 화이팅해~,4월 24일,,
154,치과나 정형외과 진통제 먹으면 소화 안 되고 체중이 늘어나는데 다 나아서 안 먹는 순간 화장실 메이트 되어부림. 어제부터 몸이 아주 바쁨. 창고정리 하는 줄.,4월 24일,,1
155,이가 심각하게 아픈듯... 치과가기는 싫은데,4월 24일,,2
156,영훈아 언제 치과 차렸니,4월 24일,,
157,#라이프 디자이너치과보험 보장 적용 내용 및 가격 비교사이트 추천,4월 24일,,
158,"왼쪽 위 어금니....어제 갑자기 목으로 딱딱한게 확 넘어가더니..... 나갔나.....
습.....시린데...아니 갑자기 치과에서 못벗어난다고....?",4월 24일,,
159,단거 너무 먹지 마라...치과간다 그러다,4월 24일,,
160,마이 바니 잘먹고 잘자고 푹 쉬어야해 아프면 병원 꼭 가고 치과도 가고 pt도 열심히 받아야해 누구보다 건강하고 좋았으면 좋겠어 밥아 오늘도 화이팅해~,4월 24일,,
161,치과나 정형외과 진통제 먹으면 소화 안 되고 체중이 늘어나는데 다 나아서 안 먹는 순간 화장실 메이트 되어부림. 어제부터 몸이 아주 바쁨. 창고정리 하는 줄.,4월 24일,,1
162,이가 심각하게 아픈듯... 치과가기는 싫은데,4월 24일,,2
163,"@jjinhambock
 님에게 보내는 답글",4월 24일,,1
164,치과를 가야되나,4월 24일,,
165,치과 예약하고나면 갑자기 안아픙 거 먼지 알아?,4월 24일,,
166,"@jjinhambock
 님에게 보내는 답글",4월 24일,,1
167,"@czblue_VA
 님에게 보내는 답글",4월 24일,,
168,"@32_5ph
 님에게 보내는 답글",4월 24일,,1
169,"새로워진 헬닥!
보다 좋은 서비스를 위해 준비하고 있습니다!
치과 상담위주로 진행 하고 있으니 궁금한 구강건강 정보 모두!
헬닥에게 물어보세요!!

http://helpmedocs.com",4월 24일,,
170,치과 자리 http://blog.naver.com/marketarea/222709770226…,4월 24일,,
171,옛날이야기 오븐 온종일 와인 왕비 우승하다 운반 웃어른 인사말 자판기 장모님 저녁때 저울 적어지다 지폐 진실로 촛불 출퇴근 치과 테스트 통역 퇴근하다 표시하다 피로하다 하 한데 혼잣말,4월 24일,,
172,"이번주에 꼭 해결할 것 
치과 스케일링, 레진 깨진거 메꾸기
여권 만들고 스타얼라이언스 티켓 확정
관계기관 가서 일처리",4월 24일,,4
173,"영등포, 치과 소독관리사 양성과정 운영",4월 24일,,
174,"@pb_edge
 님에게 보내는 답글",4월 24일,,
175,"서지혁 박무현 담배키스
직전에 신해량한테 걸려서
지혁이가 무현쌤 들쳐메고 냅다 튀는 상상

Q왜 담키직전이엇나요¿
A지혁이 불 붙이고 무현쌤 쓰려는데 라이터 휠이 빠져서요

Q무현쌤은 왜 담배를...¿
A치과에 손님이 넘 많았는데 다 진상이어서요

Q두 사람은 어케 됏나요¿
A무현쌤은 살앗습니다",4월 24일,,24
176,이가 심각하게 아픈듯... 치과가기는 싫은데,4월 24일,,2
177,"@jjinhambock
 님에게 보내는 답글",4월 24일,,1
178,치과 예약하고나면 갑자기 안아픙 거 먼지 알아?,4월 24일,,
