,본문,날짜,리트윗,하트
25,갑자기 치아교정 비용 얼마나 드는지 궁금해져서 찾아봤는데 나 정도면 싸게 한거구나 깨달음,2020년 2월 21일,,
26,화ㅏㄴ하게 웃어라 이지랄하지맞 그럴거면 치아교정 돈 내줘 존나 거울볼때마다 덧니 정준하갓아서 좆같으니다,2020년 2월 20일,,
27,"@hw7868
 님에게 보내는 답글",2020년 2월 20일,,
28,난 치아교정도 해야하는데.,2020년 2월 20일,,1
29,치아 교정 하면 턱 좀 괜찮아질까,2020년 2월 20일,,
30,내 치아 교정 견적 척추수술급,2020년 2월 20일,,1
31,"치아교정하는데 의사양반이

-이게 학생의충치입니다 (사진내밋)
-예?충치여??!??!
-파고 메꿔야되요
-헐저그럼 개까리한 금니할수있는건가요
-그거는 비싼데
-칫",2020년 2월 20일,,
32,"졸린데 치아교정한게 아프기도하고..ㅠㅠ 오늘 일찍 퇴트할께요ㅠ 다들 꿀잠 주무세요ㅜㅜ
(원래 방학이라 새벽에 자는데..ㅜ 슬프네..)",2020년 2월 20일,,2
33,"@qwp0987_
 님에게 보내는 답글",2020년 2월 19일,,1
34,"@Trunks_vrc
 님에게 보내는 답글",2020년 2월 19일,,
35,"@sigma0914
 님에게 보내는 답글",2020년 2월 19일,,
36,낼 모래 치아교정 상담 받겠다.. 두둥,2020년 2월 19일,,
37,"@ajdrnxx
 님에게 보내는 답글",2020년 2월 19일,,
38,강남신논현에서 치아교정 해보신분을 찾습니다,2020년 2월 19일,,
39,헐 탐라에 치아교정하고계신분들...저 부정교합엄청 심해서 위아래 전부 해야하는데 개인병원에선 나이 좀 먹으신 원장선생님은 지금하라고 하고 대학병원 과장?님은 수능끝나고 하라고 하는데 대체 언제 해야할까요..지금 뼈가 물렁할 때 해야 더 좋고 빠르다곤하는데 대학병원에선 학업,2020년 2월 18일,,
40,"ㅤㅤ ㅤㅤ 

                     ₍₍⁽⁽₎₎⁾⁾

이것보십시오! 맛있는 도넛은 조림이를 춤추게 합니다

                          

하지만 조림이는 더이상 춤추지 않아요
치아교정과충치치료로 도넛을먹을수 없기때문이예요",2020년 2월 21일,2,10
41,치아 교정은.. 정말 단단히 각오하고 해야합니다...,2020년 2월 21일,,
42,투명교정 등 치아교정시 고려해야 할 점은?...감염관리 중요 : http://mediup.co.kr/board/index.html?id=free&no=319559…,,,
43,#치아교정 돌출입이 교정 발치때메 고민 많으셨죠 발치 없이 돌출량을 최대 14mm 까지 개선 가능합니다 원장님의 1:1맞춤 케어시스템 무료상담 https://goo.gl/UQWLmL,2020년 2월 18일,,
44,#치아교정 돌출입 고르지않은 치아 교정 발치때메 고민 많으셨죠 발치 없이 돌출량을 최대 14mm 까지 개선 가능합니다 원장님의 1:1맞춤 케어시스템 무료상담 https://goo.gl/UQWLmL,2020년 2월 18일,,
45,치아교정 유지장치 떨어져서 치과갔는데 당담의쌤이 모든걸 즐기려고 하지말래ㅋㅋㅋㅋㅋ마른안주 즐기지 말래 아니 저 안즐겼거든요? 게장 즐기다 그런거거든요?(ㅠㅠ흑흑 관리 어렵다ㅠㅠ,2020년 2월 18일,,
46,"@redparco
 님에게 보내는 답글",2020년 2월 18일,,
47,"@redparco
 님에게 보내는 답글",2020년 2월 18일,,
48,"@lil_rose_M
 님에게 보내는 답글",2020년 2월 18일,,
49,치아교정때문에 치과 왔는데 치아갈리는 소리들려서 너무 싫어요,2020년 2월 18일,,
50,"어린시절, 여배우의 깜짝놀랄 과거…치아교정은 ‘신의 한...",2020년 2월 18일,,
51,"잉성이 거짓말얘기도 그만하시구요
치아교정얘기도그만해주세요 제발여",2020년 2월 18일,,2
52,"휴일동안 할꺼
치아교정 상담
붙임 머리하기
쉬기
쉬기
힐링
힐링
힐링!!!!!!",2020년 2월 17일,,
53,치아교정해야하눈데....어디가 잘하는지 모르겠어ㅠㅠㅠㅠ,2020년 2월 17일,,
54,저도 tmj라서 치아교정하고 있거든요.. 이게 여러가지 복합적인 원인 때문에 생기는 건데 구강성교를 해서 여자들이 tmj가 생긴다? 그건 성기가 큰 나라 여성들의 데이터가 필요한 것은 아닌지...?,2020년 2월 17일,,
55,"30대 후반이라 고민이 더 많았지만, 더 늦기전에 시작하려구요! 치아교정 전문 치과를 두 곳 비교한 후 직장 근처 치과로 결정했어요",2020년 2월 17일,,
56,부정교합때문에 교정을 시작하려 합니다 #치아교정,2020년 2월 17일,,
57,"오호통재라 
하늘은 어찌 치아교정을 낳고 KFС를 또 낳았는가!",2020년 2월 17일,,
58,"난 종현이 저런 화법이 좋아. 말할때 고민하는게 느껴져. ""치아 교정을 하고 나면 맘대로 먹을 수 있고...(잠깐침묵) 건강한 치아가 될 수 있으니까요."" 이렇게 말하는거ㅠㅠ 어떻게 말해야 좋은 표현일지 잠시간의 침묵에 고민하는게 느껴져서 정말 좋아. 말을 고른다는거ㅜㅜ",2020년 2월 17일,,22
59,"치아교정 철도 3월 9일 드디어 뺀다,, 가을에 끝난다한게 여태 이어져 빡쳐서 전부다 예약잡음,,, 유지장치 받는날 떼는날 그외 마지막날<",2020년 2월 17일,,
60,"@elue_sd
 님에게 보내는 답글",2020년 2월 18일,,1
61,#치아교정 돌출입이 교정 발치때메 고민 많으셨죠 발치 없이 돌출량을 최대 14mm 까지 개선 가능합니다 원장님의 1:1맞춤 케어시스템 무료상담 https://goo.gl/UQWLmL,2020년 2월 18일,,
62,"@greenteazensho
 님과 
@speednweight
 님에게 보내는 답글",2020년 2월 16일,,
63,"@enamell33
 님에게 보내는 답글",2020년 2월 16일,,
64,앗쉬 ㄱㅇㄱ 치아 교정 중이라 양치하면 더는 못 먹으니까 양치 안 할 구실 만둘려고 자꾸 뭔가를 주워 먹고 있음 나 왜 이렇게 사는 거임,2020년 2월 16일,,2
65,orthodontist 치아 교정 전문의,2020년 2월 15일,,1
66,"-치아교정 유지 장치를 했어요
별 감흥 없음
그냥 스루함
어쩌라는 건가 싶음

-저 투명틀니녀 됐어요
이게뭔가십음
왠지꺼려짐
애국보수느낌남",2020년 2월 15일,2,12
67,치아교정 많이 아프나요ㅜㅜ? 앞니 부러져서 치열 이상해진 것도 있고 치아 부식도 있고 해서 이번에 하게 되는데 많이 아플지 걱정..(._.,2020년 2월 15일,,
68,"@maneulging
 님에게 보내는 답글",2020년 2월 15일,,
69,"팬더군 왜 치아교정 안하고 데뷔시켰어
연습실에 썩는동안 부정교합 됏잔아",2020년 2월 15일,,1
70,오늘 탐라에 너무 제 얘기만 하나욧 한창 눈팅만 하다가 쿠쿠.. 치아교정 시작해서 이 나이에 이유식 단계로 돌아가는 중 ㅎㅅㅎ 모든 음식을 쬐깐하게 잘라서 앙냥냥 먹습니다 단단한 걸 씹을 수가 없다구 없으면 죽는 얼음 절대 먹지말라는 말을 들었어 오늘 커피도 아무생각 없이 아이스로..,2020년 2월 15일,,
71,"내일 서울 올라가는 지방베베+촌사람(?)인데
일찍 자야되네... 버스가 8시버스라..짱나..
치아교정땜에 1달에 한번 서울가는뎅 부모님이랑 가서 어디 딴델 못가 슈발",2020년 2월 14일,,1
72,치아교정후 첫 저녁식사,2020년 2월 14일,,2
73,이제 집간다.. 치아교정은 역시 힘들구나,2020년 2월 14일,,
74,치아 교정.. 그것은 지옥..,2020년 2월 14일,,1
75,반값 할인 해서 교정 시켜줄 거 아니면 치열로 사람 빡치게 하지마세요.. ㅠㅠ 살아온 세월 내내 치아교정은 나도 하고싶었으니까 ㅠㅠ,2020년 2월 14일,,1
76,"#치과 가서 #흑우 되지 않으려면 미리 찾아보고 가라냥~
#가격비교는 해보고 가야되지 않겠냥?

치과가기전에 오닥터
https://bit.ly/38q9pcg

#신경치료 #임플란트 #크라운 #보철치료 #치아교정 #레진치료",2020년 2월 14일,,1
77,마크 치아교정한게 슬슬 돌아오는건가,2020년 2월 14일,,
78,글고 요즘 나의 공포는.... 치아교정으로 생니 뽑게 되는 것이다,2020년 2월 14일,,
79,ㅇㄴ 앨런은..이빨이..이빨이 업잖아..치아교정을 못..해...이때는 안 사귀고 있었나봐...,2020년 2월 13일,,
80,치아교정 많이 아프나요ㅜㅜ? 앞니 부러져서 치열 이상해진 것도 있고 치아 부식도 있고 해서 이번에 하게 되는데 많이 아플지 걱정..(._.,2020년 2월 15일,,
81,"팬더군 왜 치아교정 안하고 데뷔시켰어
연습실에 썩는동안 부정교합 됏잔아",2020년 2월 15일,,1
82,오늘 탐라에 너무 제 얘기만 하나욧 한창 눈팅만 하다가 쿠쿠.. 치아교정 시작해서 이 나이에 이유식 단계로 돌아가는 중 ㅎㅅㅎ 모든 음식을 쬐깐하게 잘라서 앙냥냥 먹습니다 단단한 걸 씹을 수가 없다구 없으면 죽는 얼음 절대 먹지말라는 말을 들었어 오늘 커피도 아무생각 없이 아이스로..,2020년 2월 15일,,
83,"내일 서울 올라가는 지방베베+촌사람(?)인데
일찍 자야되네... 버스가 8시버스라..짱나..
치아교정땜에 1달에 한번 서울가는뎅 부모님이랑 가서 어디 딴델 못가 슈발",2020년 2월 14일,,1
84,치아교정후 첫 저녁식사,,,
85,글구 허리디스크는 지금은 ㄱㅊ은데 치아교정은...종종 유지기 껴야한다 내가 시발 중3땐가 시작했음에도 불구하고...여운이 오래간다... 이게 시발 분명...해야하는 걸 알지만 이걸 내 의지로 하는건 내가 마조가 아니고서야,2020년 2월 12일,,
86,"#살면서_아프거나_다쳐본_경험
치아 교정이 젤 아프다 허리디스크는 다리 한 짝을 자르면 해결될 것 같은 고통인데(아니었지만) 치아교정은 머리를 갈라야한다",2020년 2월 12일,,
87,"@TPNI_P
 님에게 보내는 답글",2020년 2월 12일,,
88,"#살면서_아프거나_다쳐본_경험

골절 : X
수술 : X
코피 : O 코피 어릴 때만 몇 번 났음
독감 : X
다래끼 : X
장염 : X
화상 : O 엄지에 작은 하트 모양으로 ㅋㅋ
교통사고 : X
식중독 : X
위염 : X
링거 : O
마취 : O 치아교정 필수 퀘스트 존내 아픔
깁스 : O
장기입원 : O
호흡곤란 : O 공황장애로",2020년 2월 12일,,
89,"#살면서_아프거나_다쳐본_경험
앞니만 3개 작살남
킥보드가 작살내고
자전거가 작살나고
혼나다가 작살남...

그덕에 치아교정 엄청잘됨",2020년 2월 12일,,
90,"노래, 치아교정, 손글씨 연습, 영어, 일본어

그리고 콜 포비아 해결",2020년 2월 12일,,
91,"@norgusipda
 님에게 보내는 답글",2020년 2월 12일,,
92,치아교정 양악 둘중 고민이다..,2020년 2월 12일,,
93,쌍수냐 치아교정이냐 내가 막말로 테런에 돈만 안 썻어도,2020년 2월 11일,,1
94,"어린시절, 여배우의 깜짝놀랄 과거…치아교정은 ‘신의 한...",2020년 2월 11일,,
95,시끄러 키바코 치아 교정 시켜준다 <이 말이 걍 너무 웃김ㅋㅋㅋ,2020년 2월 11일,,
96,혹시 치아교정 하는 중 이시거나 해보신분 계신가요?,2020년 2월 11일,,4
97,9. 입이 진짜 작아요 치아교정중인데 말하거나 보통 입을쓸때 이빨이 하나도 안보여서 4년된 친구도 최근에 알고 놀랐음....나 교정한지 2년됬는데....,2020년 2월 11일,,
98,#치아교정 돌출입이 교정 발치때메 고민 많으셨죠 발치 없이 돌출량을 최대 14mm 까지 개선 가능합니다 원장님의 1:1맞춤 케어시스템 무료상담 https://goo.gl/UQWLmL,2020년 2월 11일,,
99,21세기에 아직도 치아교정을 무지막지한 와이어와 철사로 조여서 해야할까? 시대는 발전했지만 치아교정은 여전히 그대로인듯 하다.... 아래잇몸 후벼파여서 입병낫는데 이대로 치과가야함 울고싶음,2020년 2월 11일,,1
100,"나이 먹으니까 옛날 유행하던 이고깽 보면
근데 주인공이 치아 교정장치 하고 있었으면? 안경 없으면 뵈는거 없는 사람이면? 그런 사람인데 일회용 렌즈 끼고있던 날 차원이동 당하면?
이런 생각 하느라 못보겠어ㅋㅋㅠㅠㅠ 차라리 환생을 해라 얘들아",2020년 2월 12일,1,
101,"난 그 뭐여.,. 편의점에서 파는 오다리? 그것도 조아함 치아교정할때 그거 몰래 쳐먹다가 브라켓 다떨어져서 의사한테혼쭐남",2020년 2월 12일,,
102,"어린시절, 여배우의 깜짝놀랄 과거…치아교정은 ‘신의 한...",2020년 2월 11일,,
103,시끄러 키바코 치아 교정 시켜준다 <이 말이 걍 너무 웃김ㅋㅋㅋ,2020년 2월 11일,,
104,혹시 치아교정 하는 중 이시거나 해보신분 계신가요?,2020년 2월 11일,,4
105,9. 입이 진짜 작아요 치아교정중인데 말하거나 보통 입을쓸때 이빨이 하나도 안보여서 4년된 친구도 최근에 알고 놀랐음....나 교정한지 2년됬는데....,2020년 2월 11일,,
106,#치아교정 돌출입이 교정 발치때메 고민 많으셨죠 발치 없이 돌출량을 최대 14mm 까지 개선 가능합니다 원장님의 1:1맞춤 케어시스템 무료상담 https://goo.gl/UQWLmL,2020년 2월 11일,,
107,21세기에 아직도 치아교정을 무지막지한 와이어와 철사로 조여서 해야할까? 시대는 발전했지만 치아교정은 여전히 그대로인듯 하다.... 아래잇몸 후벼파여서 입병낫는데 이대로 치과가야함 울고싶음,2020년 2월 11일,,1
108,#치아교정 돌출입 고르지않은 치아 교정 발치때메 고민 많으셨죠 발치 없이 돌출량을 최대 14mm 까지 개선 가능합니다 원장님의 1:1맞춤 케어시스템 무료상담 https://goo.gl/UQWLmL,2020년 2월 11일,,
109,치아교정시 발치 여부는 정확한 진단 후에 : http://mediup.co.kr/board/index.html?id=free&no=317823…,2020년 2월 11일,,
110,"인생에서 부모님께 가장 감사한 일 중 하나가
치아교정 시켜주신거임ㅠ ㅠ
거의 끝나긴했어도 아직 진행중이지만
예전 사진-현재 사진 비교해보면 꽤 많이 변해서 넘 신기하고 시켜주셔서 감사하고",2020년 2월 10일,,
111,동생치아교정하는데 응원선물로해줘야될까 케이크종류괜찮나...배송되는것중에맛난데아시분계신가요,2020년 2월 10일,,
112,일반인 남성이기 때문인 듯. 선글라스랑 옷 까지는 나름 즐겁게 그렸는데 얼굴에서 도저히 진도가 안 나간다. 왜.. 이렇게. 눈썹털이 왜 거기에? 치아 교정이랑 미백까지는 해도 되겠지???,2020년 2월 10일,,1
113,"@Dani_love_love
 님에게 보내는 답글",2020년 2월 10일,,
114,둥얀 치아교정 하길 잘한듯,2020년 2월 10일,,
115,"라식 수술 진짜 안아픈가여...8ㅅ8

치아 교정 진짜 안아픈가여...8ㅅ8

오빠가 저는 잇몸?이 열려있어서 금방 한다고는 하는데 둘다 무서워요...",2020년 2월 10일,,
116,"앞으로 해야할 수술..

치아 교정(앞이빨이 안붙이서)

눈 라식 (...)

수술은 이제 그만ㅠㅠ",2020년 2월 10일,,
117,치아교정 개웃김 튀어나와서 밥먹으면서도 입이 잘 안 다물어지니까 자꾸 입에서 뭐가 떨어짐 ㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋ 후두둑,2020년 2월 10일,,
118,저 영어 발음 심각해요ㅠ 게다가 지금 치아교정중이라 발음 더 새는 것 같은..,2020년 2월 10일,,
119,8. 발음이...안 좋을걸요?ㅎㅎ 치아교정 땜에...앵앵 소리 할 수도ㅎㅎㅅ,2020년 2월 9일,,
120,시끄러 키바코 치아 교정 시켜준다 <이 말이 걍 너무 웃김ㅋㅋㅋ,2020년 2월 11일,,
121,혹시 치아교정 하는 중 이시거나 해보신분 계신가요?,2020년 2월 11일,,4
122,9. 입이 진짜 작아요 치아교정중인데 말하거나 보통 입을쓸때 이빨이 하나도 안보여서 4년된 친구도 최근에 알고 놀랐음....나 교정한지 2년됬는데....,,,
123,다이아 치아교정해? 안돼ㅠㅠ,2020년 2월 8일,,
124,치아 교정 열심히 하거라,2020년 2월 8일,,
125,"여기 치아교정하러 어ㅏㅅ는데 온김에..,.",2020년 2월 8일,,
126,"@hjys0928
 님에게 보내는 답글",2020년 2월 7일,,
127,치아교정때문에 시티? 사진만 10번 찍고 본뜨는거 4분이면 위아래 끝나는데 계속 실패해서 본만 6번 떳더니 입 찢어지는줄 알았다 본만 30분떳다고 ㅠㅠ 내 입 돌려놔 ㅠㅠ,2020년 2월 7일,,2
128,꺄아아아앙 1년반의 치아교정장치에서 해방이다아아아아 암것두 없는 치아 너무 새롭다아앙,2020년 2월 7일,,
129,"근데 민증 만든지가 벌써 언제냐..
그새 나이먹고 살찌고 치아교정해서 인상 마이 변했는디..
지금 재발급 받으면 먼가 당첨이후 발급날짜라 괜히 의심사는거 아녀?
게다가 한살이라도 어릴때 얼굴로 박제해두고 싶은 이 마음...
여권도 같이 들고갈까 싶은데 여권사진 진짜 존못 흉측함ㅠㅠㅠㅋㅋㅋㅋ",2020년 2월 7일,,
130,"@kouwahitodesu
 님에게 보내는 답글",2020년 2월 7일,,
131,와ㅏ아ㅏ악 나 조는 사이에 어무니가 방에 오셔서 막 치아교정 얘기하고 있었는데 갑자기 뭐 잘그락거리는 소리가 들리는 거임 내가 온갖 굿즈 모아둔 박스 보고 계신 거였는데 그 옆에 네투네 앨범있고 그 사이에 무명의사내 책 있어서 그거땜에 개쫄렸었다 다행히 넘어가긴 함 왓시 심장,2020년 2월 7일,,3
132,"@kouwahitodesu
 님에게 보내는 답글",2020년 2월 7일,,
133,"@jayjinjay
 님에게 보내는 답글",2020년 2월 7일,,
134,치아교정일정 조금 미루려고했는데 물주이신 아버지의견으로 신속하게 진행하게되서 쇼크보러가기전까지 이빨 4개 빼기로함.. 발치하고 1주일뒤라 별 문제는 없겠지만...,2020년 2월 6일,,1
135,"아 오늘 발치플레이로 생니 2개 뽑았더니
피냄새가 입안에 진동한다...

치아교정 무서워여 엉엉",2020년 2월 6일,,5
136,치아교정 어떤 치과에서 시작해야할까? : http://mediup.co.kr/board/index.html?id=free&no=317332…,2020년 2월 6일,,
137,치아교정때매 끼우는 고무줄 자구 씹혀서 끊어져.....,2020년 2월 6일,,1
138,"#치아교정 은 한 자리에 있던 치아를 강제적으로 있어야 할 자리로 옮기는 치료이기 때문에, 원래의 자리로 돌아가려고 합니다. 그래서 #유지장치 를 사용해야하고 정기적인 검진을 통해 재발되지 않도록 관리를 해야 합니다. #센트럴치과 의 보증제도를 통해 안심하실 수 있기를 바랍니다.",2020년 2월 6일,,
139,치아교정은... 혁명이다,2020년 2월 6일,,
140,와ㅏ아ㅏ악 나 조는 사이에 어무니가 방에 오셔서 막 치아교정 얘기하고 있었는데 갑자기 뭐 잘그락거리는 소리가 들리는 거임 내가 온갖 굿즈 모아둔 박스 보고 계신 거였는데 그 옆에 네투네 앨범있고 그 사이에 무명의사내 책 있어서 그거땜에 개쫄렸었다 다행히 넘어가긴 함 왓시 심장,2020년 2월 7일,,3
141,"@kouwahitodesu
 님에게 보내는 답글",2020년 2월 7일,,
142,"@jayjinjay
 님에게 보내는 답글",2020년 2월 7일,,
143,치아교정일정 조금 미루려고했는데 물주이신 아버지의견으로 신속하게 진행하게되서 쇼크보러가기전까지 이빨 4개 빼기로함.. 발치하고 1주일뒤라 별 문제는 없겠지만...,2020년 2월 6일,,1
144,"아 오늘 발치플레이로 생니 2개 뽑았더니
피냄새가 입안에 진동한다...

치아교정 무서워여 엉엉",2020년 2월 6일,,5
145,치아교정 어떤 치과에서 시작해야할까? : http://mediup.co.kr/board/index.html?id=free&no=317332…,,,
146,"어린시절, 여배우의 깜짝놀랄 과거…치아교정은 ‘신의 한...",2020년 2월 5일,,
147,"I have a brace on my teeth.
나 치아교정 중이야.",2020년 2월 5일,,
148,"치아 교정기를 사용한 적이 있나요? — 없습니다. 치열은 애초부터 엄청 고른 편이라.. 근데 정작 단 것을 엄청 좋아하고 먹고 이빨 닦고를 너무 자주해서 잇몸을 너덜너덜하게 만든 탓에 교정은 하지 않았어도 치과에는 자주 간 편입니다. 의사선생님 왈, 먹고 바로 양…",2020년 2월 5일,,
149,얼굴살 빼고 치아교정 하다보면 예뻐지겠징??,2020년 2월 5일,,
150,치아교정이랑 부정교합 교정하고싶어ㅠㅠㅠㅠ,2020년 2월 4일,,
151,보통 치아교정하듯이 체형교정 같이 하지 않나....? 거북목 디스크 오다리 안짱다리 미리미리 퀵 교정,2020년 2월 4일,,
152,"@IPM_Rapid
 님에게 보내는 답글",2020년 2월 4일,,1
153,"넘쳐흐르는 풍요로움의 별이 뭐임에게 속삭였다.

""내려놔. 너를 짓누르는 것들로부터 도망쳐.""

뭐임, 그 말을 듣고 모든 게 환상이라는 사실을 깨달았다.

치아교정 뜯으라는거임? 오늘 했는데? 내 치아를 짓누르는데?
#별이_당신에게_속삭였다 #shindanmaker
https://kr.shindanmaker.com/869005",2020년 2월 4일,,
154,과일은 사과를 제일 좋아했다 치아 교정을 하기 전까진... 이젠 사과 먹으면 잇몸 시리고 교정기나 이에 끼고 끼면 빼기도 힘들고 해서 무른 과일들이 더 좋아 (:38 8) ㅠㅠ 어헝엉... 그래도 사과가 싫어진 건 아닌데 좀 멀어졌음 ;ㅅ;,2020년 2월 4일,,2
155,"평택역교정치과, 치아교정이벤트 알아보기 : http://mediup.co.kr/board/index.html?id=talk3&no=1413…",2020년 2월 4일,,
156,#치아교정 돌출입이 교정 발치때메 고민 많으셨죠 발치 없이 돌출량을 최대 14mm 까지 개선 가능합니다 원장님의 1:1맞춤 케어시스템 무료상담 https://goo.gl/UQWLmL,2020년 2월 4일,,
157,#치아교정 돌출입 고르지않은 치아 교정 발치때메 고민 많으셨죠 발치 없이 돌출량을 최대 14mm 까지 개선 가능합니다 원장님의 1:1맞춤 케어시스템 무료상담 https://goo.gl/UQWLmL,2020년 2월 4일,,
158,아 치아교정하면 나중에 늙어서 이빨다빠짐?,2020년 2월 4일,,
159,"@yamma_monimoni
 님에게 보내는 답글",2020년 2월 4일,,1
160,나 진심 얘 머리카락이랑 치아 교정해주고 싶어,2020년 2월 6일,,
161,"한국 가면 할것:
치아교정
불면증 치료
각종 예방주사맞기
빠르게 재취직해서 포폴 부풀리기.....
일본에서 게임 한개라도 런칭해서 다행이다....에휴....",2020년 2월 5일,,
162,"어린시절, 여배우의 깜짝놀랄 과거…치아교정은 ‘신의 한...",2020년 2월 5일,,
163,아 아니다. 캬라멜이라 치아교정 유지창지에 달라붙어서 별로 손이 안 가네ㅠ,2020년 2월 3일,,
164,부천치아교정 벌어진앞니의 선택 http://blog.naver.com/line1110/221794482478…,2020년 2월 3일,,
165,치아교정산적소탕호,2020년 2월 3일,,
166,미니언이 치아 교정을 하게되었나요 의문이 생기네요,2020년 2월 3일,,
167,와 길고긴 치아교정 끝;,2020년 2월 3일,,
168,치아교정하면 발음 많이 안좋아져요...?,2020년 2월 3일,,
169,"치아교정하다가 턱상태가 안좋아져서..
...하품을 하지말래요...ㅠㅠ턱소리난다고
으..답답하다..",2020년 2월 3일,,1
170,"12일이었던 거 같은데... 교정과 예약 해둔 거.. 어릴 때 앞니 깨진 이후로 그렇게 뒀더니 치열 좀 안 맞아서 이참에 치아교정까지 다 해버리려고,,. 철길 깔 것 같은데 많이 아프려나ㅜ",2020년 2월 3일,,
171,"@CatBambiLove
 님에게 보내는 답글",2020년 2월 2일,,1
172,치아교정 고통스럽다는게 가장 무서움.......,2020년 2월 2일,,2
