,본문,날짜,리트윗,하트
91,저는 월요일날 치과비용 견적내러 가는데 너무 무섭네요 컴터 한 대 더 살 수 있는건 아닐까?,2월 27일,,1
92,"빨갱이, 광신도, 노빠, 극문, 똥파리. 
지난 세월에서 앞으로 뭐가 그렇게 경악하고 놀랄 일이 있겠어.

노통 돌아가시고 나이 30대, 40대 초반에 암, 다른 병으로 죽고. 
지금도 골병들어 고생들해

세상 힘든척 치과비용 없다고 징징거린 친노라는 사람들은 건강하고 돈도 많고 행복하게 살더만 풋",2월 24일,1,
93,치과비용......몰으겟습니다 그냥 영혼까지 뜯긴 느낌입니다,2월 24일,,2
94,"ㅎㅏ 오늘로 이제 치과 비용 나가는 거 끝남,,
다음주에 이제 인레이 본 뜬 거 붙이기만 하면 됨",2월 23일,,3
95,"@jannepuree
 님에게 보내는 답글",2월 21일,,1
96,"교정기 빼고 식사 후 자꾸 안챙겨서 슬픈 프로건망증러...
입술 얇은데 교정 후 입술이 말려 들어가서 입술필러 맞은 분...
이빨 뽑앗는데 옆에 이가 안움직여서 미치겟다는 사람...
비슷하게 쫌 나이 잇고 늦게 시작하셔서 오래 교정 몇년하다보니 앞니와 곳곳에 충치 크게생겨 치과비용장난아니게깨",2월 20일,,
97,"@I_The8_You
 님에게 보내는 답글",2월 19일,,
98,"나 치과비용 내생애통틀어서 천만원은쓴듯
갓기시절부터 신경치료달고살음..
그리고 온갖 악질치과 다겪어봤어ㅠ 지금 생각하면 눈물나 ... 과잉진료 ㅅㅂ
지금 다니는 치과는 과잉진료안함 양심치과임..짱
궁금하면 디엠줘",2월 17일,,3
99,앙큼아기덕분에.. 치과비용 아꼈네..,2월 17일,,
100,쭈냥이 치과비용 내가 내줌,3월 3일,,
101,"ㄱㅇㄱ 좋아해주셔서 제가 더 행복해요 ( ˘༥˘  ) 
하지만••• 익명임 치아는 오복 중에 하나니까 소중하게 여겨주세요. 
제가 갑자기 왜 다큐 찍냐면 
치과 비용으로 300이상…

다음은 질문 상자에",3월 2일,,
102,"@bbangshu
 님에게 보내는 답글",,,
103,"@g_o_hell
 님에게 보내는 답글",2월 15일,,
104,"@sukyeol__yoon
 님에게 보내는 답글",2월 15일,,2
105,후..배도 아프고 허리도 아프고 치과 비용 생각하면 머리도 아프고 이도 아프고 가관이네 걸어다니는 종합병원이야,2월 14일,,1
106,치과비용땜에한도터지네 하..일하기싫다,2월 14일,,
107,"초코를 잔뜩 받았어요........
이제 치과 비용 벌러 가겠습니다",2월 14일,3,22
108,"@SB_seolhui
 님에게 보내는 답글",2월 14일,,1
109,엄마가 남동생치과비용으로 200만원가져갓슬대 피눈물나옹번햇는데 진짜,2월 11일,,
110,"@xmxjgkfjdha
 님에게 보내는 답글",2월 10일,,
111,"@4____4____
 님에게 보내는 답글",2월 10일,,
112,치과 비용 진짜 ... 피눈물,2월 9일,,
113,"@S2_BiN_S2
 님에게 보내는 답글",2월 9일,,
114,"알바비 받으면 치과비용 보태야지.,,,,,,,…,,빨리 치료하고 싶㉰",2월 8일,,
115,나ㅜ지금도 치과비용 이천 나오는데 저거다묵으면 걍 치과에서 일하면서 치료비벌어여돼 진심으로,2월 7일,,
116,"@lesabigye
 님에게 보내는 답글",2월 6일,,1
117,치과 비용 비싸다....조심해,2월 5일,,
118,오늘 치과비용 누적 400만원,2월 5일,,
119,"思君甚矣, 何日归家?

달달혀... 치과비용 300 나옴...",2월 5일,,1
120,"@sukyeol__yoon
 님에게 보내는 답글",2월 15일,,2
121,후..배도 아프고 허리도 아프고 치과 비용 생각하면 머리도 아프고 이도 아프고 가관이네 걸어다니는 종합병원이야,2월 14일,,1
122,치과비용땜에한도터지네 하..일하기싫다,2월 14일,,
123,"초코를 잔뜩 받았어요........
이제 치과 비용 벌러 가겠습니다",2월 14일,3,
124,아니 근데 나 이번달 초에 충치랑 스케일링까지 다 하고 왔는데 또 충치 생길 수도 있는거임? 이렇게 빨리? 나 ㄹㅇ 치과비용 보고 개식겁해서 밥먹자마자 양치 빡세게 하고 마무리로 가글까지 했는데...이해가 안가네... 충치같은게보여...ㅆㅂ 지금 심란해서 아무것도 손에 안잡혀,1월 28일,,
125,96. 치과 비용,1월 28일,,
126,치과 비용 26만원 뚝딱 털리네 힝,1월 27일,,
127,"치과비용이 무서워 못가다 결국 마주한 치통(이거아님)
블페 댄디/젠틀바디 손파츠 넘 예뿐데 사진으론 잘 안나오네ㅠㅠ",1월 27일,1,6
128,두령오빠 저와 결혼해서 제 치과비용 다 내주시는걸로 “애처가” 타이틀 다시는거 어때요. 나는 돈도아까고 오빠는 부인을 사랑하는 스윗한 남편이 되는거지,1월 27일,,
129,치과비용 무서워서 이빨충치 2개있는거 숨겼다가 방금 혼나고 오는길 터덜,1월 26일,,5
130,"@chychyblahblah
 님에게 보내는 답글",1월 26일,,1
131,"@Mar0_u_5959
 님에게 보내는 답글",1월 26일,,
132,벤처인증서 십장생도장 이면계약서 일본야스쿠니 각정 방꿈 주아보 치과비용 캐논20D 논현동사주 남자수영모 심플드레스 만화책번역 월곡동도장 징코로민 기능직 닭소시지 마이너스카드,1월 26일,,
133,다 어이없는데 이가는소리 직접내기위해 영구치훼손 이게특히또라이같아 영구치두번은안나요 치과비용이얼만줄은알아?,1월 26일,7,5
134,"@vkfkd_fore
 님에게 보내는 답글",1월 26일,,
135,"전 참고로 미리 납부한 치과 비용 보고
터벅터벅 어른의 책임... 하고 치과 가고 있습니다",1월 26일,,
136,치과 비용 40만원 정도 들 거 같네,1월 26일,,2
137,치과 비용 때매 초요솜냐못사ㅜㅜㅜㅜㅠ,1월 25일,,1
138,다음화가 너무너무 읽고싶은데 요즘 치과비용때문에 눈치가 보이는 편 ㅠㅠㅠㅠ,1월 25일,,
139,"@Cherha_0
 님에게 보내는 답글",1월 24일,,
140,"양치 하기 싫어 찡찡 거리면서

치과 비용 생각하면서

양치해야지",1월 29일,,
141,치과비용 비싸 8-8... 그냥 정기 검진과 관리 받는데 7만원 아니 비싼건아닌데 의료보험과 개인보함도 잘안되면서 비싸(?),1월 29일,,
142,"이 곡...너 못 치는 거 아니야? 내가 이해를 강화해 줄게...

아이고 치과비용 200 넘었네",,,
143,치과 비용 40만원 정도 들 거 같네,1월 26일,,2
144,치과 비용 때매 초요솜냐못사ㅜㅜㅜㅜㅠ,1월 25일,,1
145,다음화가 너무너무 읽고싶은데 요즘 치과비용때문에 눈치가 보이는 편 ㅠㅠㅠㅠ,1월 25일,,
146,"@Cherha_0
 님에게 보내는 답글",1월 24일,,
147,...라고 생각했는데 부모님 치과비용 남았네. 다 갚을 때 까지는 열심히 살자ㅋㅋ,1월 23일,,
148,그리고 돌아다니다가 입안에 뭔가 걸려서 뱉으니까 왼쪽위에 어금니가 반쯤 분쇄되어있는겨 음~ 치과비용조졋다나는좃댓다 하고 꿈에서 아빠가 개얼탱터진표정으로 내이빨 가져가고 나 돌아다니는데 송곳니? 송곳니옆에 이? 그게 또 완전분쇄되서 뱉었어 위치를 어떻게 이렇게 정확하게 아냐구요,1월 22일,,
149,작년에 치과 빼고 병원을 안 갔네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ!!! 내 병원비 내역에 치과 비용만 찍혀있어,1월 21일,,1
150,애기때는 치과 갈때마다 아파서 쫄아있었는데 이젠 걍 치과 비용이 얼마 나올지 몰라서 무서워 죽겠음,1월 21일,,1
151,당신의 치과비용. 30만원이 n개월뒤 180만원이 될 수 있다.,1월 21일,1,4
152,치과비용 유익스트한테 청구하면되냐 나방금 브이앱이 달아서 이썩음,1월 19일,,
153,"일단... 일단 부모님한텐 숨기고... 치과 비용 어캐 돈 모으지 시바ㅠ
들키면 마음의 준비고 뭐고 없이 문답무용으로 끌려갈거 같은데 개무섭다",1월 19일,,
154,치과 예약했다.. 가볍게 끝났으면 좋겠다.. 치과비용 너무 부담된다,1월 19일,,
155,"@DoyoU_Uo
 님에게 보내는 답글",1월 18일,,
156,"치과비용 아껴주는 효자 
우리마크와 300일 감사합니다.
오래오래 행복하게 살겠습니다",1월 18일,1,4
157,"@apelback
 님에게 보내는 답글",1월 18일,,
158,치과비용땜에 이제 앞으로 벌거에서 한 50퍼는 따로 떼둘건데 ㅋㅋ 먗개월이나이짓해야댈려나 의사쌤한테 몇번정도치료남앗는지무러바야지..계속 평일에가는거라 신경쓰여 일구하기가,1월 17일,,
159,"젠장야로 가쿠츠무 
ㅈㄴ 달달해서 치아 다시 썩을듯 
치과비용 내놔",1월 17일,,
160,다음화가 너무너무 읽고싶은데 요즘 치과비용때문에 눈치가 보이는 편 ㅠㅠㅠㅠ,1월 25일,,
161,"@Cherha_0
 님에게 보내는 답글",1월 24일,,
162,...라고 생각했는데 부모님 치과비용 남았네. 다 갚을 때 까지는 열심히 살자ㅋㅋ,1월 23일,,
163,온돌마루코팅 의료기기팔찌 아토믹7 스타트다마 엄습해 지문투찰 필체검사 높이조절볼트 티프로 자동차계기판 삼길포항캠핑 그럴수 슐리만 N2O 소마큐브도안 아톰도면화일 치과비용 포항어학원,1월 11일,,
164,오늘 원래 치과가려고 했는데 생각해보니 월급날이 오늘이 아닌거야 그래서 치과비용도 여윳돈없는상태에서 갈게아니다싶어서 미뤄짐,1월 10일,,
165,"@Moya_piya
 님에게 보내는 답글",1월 10일,,
166,치과 비용 n0이하로 나오면 질러야지,1월 10일,,
167,"어떡해 나 너무 두근거려 얼른 책 plz
어제까지만 해도 치과 비용 보고 기분 넘 SAD 했는데 사람 기분이 이렇게 들쭉날쭉 갈대같아",1월 10일,1,1
168,누웠지만 이닦으러 일어나야해..귀찮음보다 무서운 치과비용,1월 9일,,
169,연말 황필 달아서 치과 비용 5000만원 정도 나올거같아요,1월 8일,8,48
170,비록 치과비용으로 2스위치값이나갔지만...이아플땐진짜죽고싶었기때문에. 여러분도 건강하시길 바랍니다. - 자체 엔딩브금 들으며 집가는 세인 -,1월 8일,,3
171,"ㅋ
ㅋ
ㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋ
ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ
ㅋㅋㅋ 초콜릿 값을 치과비용으로 내버린",1월 7일,1,
172,치과 비용 개비쌍,1월 7일,,1
173,꼰대질이 별거냐 스켈링 1년에 한번 보험 적용되잖아요? 1년에 한번은 스켈링받으세요. 그럼 치과비용 훅 줄어듬. 치석 제거를 해서도 있지만 치과에서 확인도 되어서 미리미리 손쓸 수 있으니까.,1월 7일,,
174,치과비용 덕분에 몇달간 그지라 집에잇는 음식들 활용하게 되는데 좀 재밋다 구운계란카레 ... 썸넬만 봣지 해먹을생각도 안햇엇는데 집에마침 구운계란있었고 카레가 먹고싶어서 생각나서 만들어봣어 맛잇더라 고춧가루나 큐민 안넣어도 맛잇던데 넣으면 얼마나 맛잇을가.....,1월 6일,,
175,"@dk0203008
 님에게 보내는 답글",1월 6일,,
176,치과.... 치과 비용에 놀라 도망쳐온지 어느덧..3년은 된 거 같아요,1월 6일,,
177,"여러분~ 우리 이 잘 닦고 치과비용 줄입시다~

아싸 시즌1 히트작 몰아보기칫솔질편",1월 6일,,
178,"운동 가르쳐주시는 외국 할아버지들은 다들 부업이셨어요, 멋진 본직업이 따로 있었고. 가만히 보다가 제일 먼저 쓰윽 내미시는 서류는 ""스포츠 보험"" 가입서류였어요. 본인 치과비용도 아까워하시는, 작은 시골집 공사 오야지 사장님조차 동료들의 보험을 들어달라고 제일 먼저 요청했댔어요.",1월 6일,,
179,치과 비용 비싸긴 함 진짜 나 교정하는데 종합 선물세트라 교정하는데 천만원 견적받은데도 있었음,1월 6일,,
180,오늘 원래 치과가려고 했는데 생각해보니 월급날이 오늘이 아닌거야 그래서 치과비용도 여윳돈없는상태에서 갈게아니다싶어서 미뤄짐,1월 10일,,
181,"@Moya_piya
 님에게 보내는 답글",1월 10일,,
182,치과 비용 n0이하로 나오면 질러야지,1월 10일,,
183,탈모 말고 임플란트에도 관심 좀 가져주세요. 임플란트 지원이 쓸데없다고요? 그럼 돈없는 사람은 아픈 이 매고 끙끙거리며 살아야합니까 아니 애초에 치과 비용 비싼거 다들 아는거 아니었나. 누군가한텐 사소한 것도 다른 사람에겐 큰 부담이잖아요..,1월 6일,,
184,이재명은 바이럴 타기 좋은 탈모 의보적용은 공약걸지만 치과 의보확대 적용 같은 건 걸진 않는구나 싶다... (괜히 연초부터 치과비용에 속 쓰려서 그러는 거 아님),1월 4일,2,
185,"@Charibert_FFXIV
 님에게 보내는 답글",1월 4일,,1
186,"@jaku_0123
 님에게 보내는 답글",1월 3일,,
187," 오! 소가 있는 방에 가는거야?? 가면 또 간식 짱 많이 챙겨오자 히히  
 흠~ 페이몬, 그러다가 충치생겨서 이를 왕창 뽑아야할지도 모르는데?
 으으.. 이가 없어도 녹여먹으면되니까 괜찮아! 
 이런.. 치과 비용을 미리 모아놔야겠네
같은말 하면서 ㅜ 그리고 얼마뒤에 진짜 충치생긴 페이몬",1월 3일,1,3
188,"사실 치과 비용비싸니까 치아관리잘해야한다곤 하지만.. 난 이미 많은 치아를 갈아치웠고.. 매번 치실로 관리하고 정기적으로 치과가는 번거로움을 안하는 대신 몇년에 한번 치과가서 치료받는 비용이 그렇게 큰거 같지않음.. 편함과돈을 바꾼 느낌..
(치실질하기 존나 귀찮고 힘듬",1월 3일,,1
189,"@pm0EkVEQ8GNWlqH
 님에게 보내는 답글",1월 2일,,1
190,"@backup_mya
 님에게 보내는 답글",1월 1일,,
191,치과... 비용만 좀 저렴하면 자주 좀 다니고 싶은데 줴엔자앙,1월 1일,,
192,치과비용 대략 60만원대 나왔고 30만원은 좀 있다 할까 고민 중,2021년 12월 31일,,
193,"@sya___53
 님에게 보내는 답글",2021년 12월 30일,,
194,"@Lurekt
 님에게 보내는 답글",2021년 12월 30일,,
195,왜 던 얼마쓰도않앗는데 카드사용료가이렇지 하고생각해보니 치과비용할부,2021년 12월 28일,,
196,"@spoiIedsweet
 님에게 보내는 답글",2021년 12월 27일,,
197,굿즈팔아서 치과비용내기..,2021년 12월 27일,,
198,치과 비용 너무 비싸… 탄산이랑 밀크티 줄여야지 흑흑,2021년 12월 27일,,
199,"알바비 들어온 거 그대로 치과 비용으로 나가네
사람은 착하게 사는 것도 중요하지만
치실 매일 하고 사는 것도 중요한거같아..",2021년 12월 25일,,4
200,"운동 가르쳐주시는 외국 할아버지들은 다들 부업이셨어요, 멋진 본직업이 따로 있었고. 가만히 보다가 제일 먼저 쓰윽 내미시는 서류는 ""스포츠 보험"" 가입서류였어요. 본인 치과비용도 아까워하시는, 작은 시골집 공사 오야지 사장님조차 동료들의 보험을 들어달라고 제일 먼저 요청했댔어요.",1월 6일,,
