,본문,날짜,리트윗,하트
16,"가까이 보니 더 귀욥.
구내염이 생각보다 심해보이진 않네.차라리 치주염이나 치흡이면 좋으련만.입양처만 나타난다면 어떻게든 치료해서 보내주고 싶다.난 현재 케어할아이들이 넘치고 더 중증인 아이 구조 예정이라 갑갑..
기적같이 묘연이 나타날 수 있을까
저 좀 도와주세요ㅠㅠ속으로 외치는 중ㅠ",4월 28일,3,7
17,"2022-04-28 _ 10,060원 _ [10,060원](▼35%)약용 메디카 소금 알갱이 치약 [170g X 5개/170g X 10개] 비타민E가 잇몸을 조여주고 치주병 치육염 치주염을 예방하는 상쾌한 스파이시 민트향의 치약 _ https://qoo.tn/AKI0uR/Q147224695…",4월 28일,,
18,논문 프로포절 준비했을 뿐인데 열나고 몸살나더니 치주염이 와서 이가 흔들려요. ㅠㅠ,4월 27일,,
19,작년 하반기에 치료했던 치아 아무래도 잘못 치료한것같은데 계속 간지럽다구요 치주염인지 치은염이라기엔 니네가 치료했던 딱 그 부위만 가렵다구요,4월 26일,,
20,,,,
21,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,4월 29일,,
22,"@danha_maru
 님에게 보내는 답글",4월 28일,,1
23,"@1005_0805_
 님에게 보내는 답글",4월 28일,,
24,"안녕하세요! 정말 오랜만에 록시 소식을 전해요
록시는 거울 쉼터에서 쉼터장님의 살뜰한 케어를 받으며 잘 지내고 있어요.
하지만 치은염 및 치주염이 심해져 항상 잘 먹던 밥도 잘 못먹게 되었고, 결국 남은 송곳니까지 모두 발치하기로 했어요",4월 24일,,4
25,"와...... 몸 관리 잘 하세요......
요즘 시험공부 한다고 2주 동안 하루에 4시간씩 자고 매일 커피 마시고 밥도 대충 때웠더니 잇몸 난리났음... 치주염 미리 체험해 보는 갓 같고... 툭 치면 치아 우수수 떨어질 것 같음 진짜 몸 관리 잘하세요... ;-;",4월 24일,,1
26,"@jinsol2002
 님에게 보내는 답글",4월 23일,,3
27,치주염의 원인과 치료방법,4월 23일,,
28,치주염을 예방하는 칫솔질 방법,4월 23일,,
29,"철들고 사랑니 방치하면 탈 날까? 치아 건강 위해선…
https://newsbreak.kr/n/J_04HwzaIA?s=a2&share_destination_id=MTMyNTIyLTE2NTA2MjQ1NzY0NTE=&pd=000YTSyW&hl=ko_KR…
#치아 #사랑니 #방치
#치아건강 #치주염",4월 22일,,1
30,"@RNekekr
 님에게 보내는 답글",4월 22일,,
31,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,4월 22일,,
32,치주염맨~,4월 21일,,
33,"@Ccle23
 님에게 보내는 답글",4월 21일,,
34,저도 물단식 3일 해 봤는데 생각보다 힘들어요. 이게 실제로 해 보시면 아시겠지만 저는 잇몸까지 흔들려서 없던 치주염도 생겼고요. 정치인들이 단식을 로테이션식 혹은 체험판 형식으로 하니까 단식이 별개 아닌 거 처럼 됐든데. 아닙니다. 진짜 힘들어요. 다들 이빨 나갔자나요. 저희 문프도?,4월 21일,11,6
35,만성구내염은 아니였고 혈검초음파상 문제도 없었고 심한 치주염으로 인한 송곳니제외 전발치였기에 방사를 고민했었다. 더아픈아이도 구조해야해서 정말 고민했던건데.. 어젯밤부터 입을 또 아파한다. 아이구 방사 안하길 잘했다싶네. (사실 말로만 방사해야지 했었어...우리 병원 가보자ㅠㅠ),4월 21일,2,8
36,"ㅎㅏ아... 애기 결막염이랑 결막궤양 치주염...아이고
눈은 심하지 않은데 스케일링은 꼭 해야하는 수준이라...^-^...크흑
골골아 내 이불 뜯지마녀석아",4월 20일,,1
37,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,4월 20일,,
38,"@BOOMCAT1212
 님에게 보내는 답글",4월 20일,,
39,"치아가 상실된 채로 방치할 경우 당장은 큰 불편을 못 느끼실 수 있지만, 장기적으로 주변 치아 위치의 변화나 과부하로 인한 치주염,  편측 저작습관으로 인한 근육 비대칭, 턱관절장애 및 안모비대칭을 야기할 수도 있습니다. 최대한 빨리 해 넣으세요.",4월 19일,,
40,"춘복이랑 옹이 구조 당시, 두마리 모두 구내염(옹이는 치주염이 더 심했긴 했었지만)으로 전발치를 했는데 당시 치과병원에서 백신접종을 구내염 완치 후 할 것을 권하셨음.
학계에서 구내염 환자에게 백신 접종 시 면역체계 교란으로 상태가 나빠질 수 있다 라는 의견이 있는데",4월 25일,,
41,"@Pizza0IE6
 님에게 보내는 답글",4월 15일,,
42,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,4월 15일,,
43,"@A___________ii
 님에게 보내는 답글",4월 15일,,
44,"@toiletbestgore
 님에게 보내는 답글",4월 16일,,
45,"@Pizza0IE6
 님에게 보내는 답글",4월 15일,,
46,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,4월 15일,,
47,"@A___________ii
 님에게 보내는 답글",4월 15일,,
48,"내새끼 치주염
발치를 해야하는데
8월이면 11살되는 어르신",4월 15일,,3
49,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,4월 14일,,
50,"임보처를 구합니다

배트는 치주염으로 전발치를 한 뒤 건사료는 먹지 못 해 불린 사료나 캔을 급여해왔습니다. 그러나 현재 보호소 개체 관리가 제대로 되지 않고 있어 최근 급격히 체중이 감소한 것을 봉사자들이 발견하여 이렇게 글을 올립니다. 이대로 열악한 보호소에 방치했다가는",4월 13일,19,1
51,작년에 사람들한테 비비던 뚱냥이 한동안 안보였었는데 치주염? 인가 걸려서 겨우내 누가 임보하고있었다가 어제 다시 방생했다구함,4월 13일,,1
52,논문 프로포절 준비했을 뿐인데 열나고 몸살나더니 치주염이 와서 이가 흔들려요. ㅠㅠ,4월 13일,,
53,"@i_am_nariseul
 님에게 보내는 답글",4월 13일,,
54,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,4월 12일,,
55,"스케일링(scaling)은 치아를 하얗게 하는 것이 주목적이 아니라, 
잇몸과 치아 사이에 부착된 단단한 세균덩어리인 치석을 제거하여,
잇몸 및 치아주변뼈의 염증의 원인을 없애서 풍치(치주염)를 치료하는 것이
주목적입니다.",4월 12일,1,
56,"Blog Publishing Date. 2020.3.26.
오른쪽 대장의 용종 발생위험을 높이는 치주염(풍치/잇몸병) & 심장동맥혈관의 상태를 알 수 있게 해주는 눈의 망막혈관의 상태
#치아건강 #눈동자 #대장암 #망막동맥 #입속박테리아 #잇몸관리",4월 12일,,
57,레미 치주염 때문에 사료를 물에 불려주고 있다. 처음 레미와 만났을 때 이제 막 젖을 땐 상태라 사료를 물에 불려줬었다. 레미가 나이를 먹으니 다시 아기가 되는구나. (습식 캔 종류도 여러가지 시도해보았으나 결국 불린 사료를 제일 좋아했다),4월 11일,,1
58,"@kawaishaka
 님에게 보내는 답글",4월 11일,,3
59,"개가 말을 못해 그렇지 얼마나 아프겠어, 우리도 두통 치주염 관절염 당뇨고혈압 같은 건 눈에 안 띄게 아프고 사람을 말도 못하게 괴롭히자나 그러니 개들은 오죽해 ㅠㅠㅠ",4월 11일,,1
60,"@A___________ii
 님에게 보내는 답글",4월 15일,,
61,"내새끼 치주염
발치를 해야하는데
8월이면 11살되는 어르신",4월 15일,,3
62,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,4월 14일,,
63,,,,
64,"그리고 어린냥이들이 걸리는 원인불명의 치주염까지...8ㅁ8 양치 맨날맨날 해야된대 콩돌아 아침저녁으루... 약도 먹고 양치도 해야하고... 바쁘네 콩돌... 같이 잘 이겨내보자

+ 한달새에 엄청 커서 놀라셨다. 밥을 줄여야 할까요 했더니 원래 좀 큰 아이라구 줄일 필요는 없다고 하셨다 3.1kg가 됨!",4월 11일,,7
65,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,4월 10일,,
66,아니제발 이런 초큐트한걸 그리셨으면 태깅좀해주셨으면 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 ㅋㅋㅋㅋㅠㅠㅠㅠ 난 빅토리안메이드 내지는 일본식적폐메이드를 생각했는데 이렇게 안어울려서 귀여운 코랄핑크 메이드를 주실줄은 너무좋아서 지금 치주염 자랑하며 웃고있음,4월 9일,1,1
67,"@idiromzzang
 님에게 보내는 답글",4월 9일,,1
68,치주염 무섭구나.. 뽑는 방법밖에 없다고 그러구..,4월 9일,,1
69,"우리집 애기 치주염이 심해서 하악중절치(강아지도 일케 말해도 될라나) 다 뽑는 다는 소식입니다,,,아니 이미 다 뽑았을지도",4월 8일,,
70,"치아가 상실된 채로 방치할 경우 당장은 큰 불편을 못 느끼실 수 있지만, 장기적으로 주변 치아 위치의 변화나 과부하로 인한 치주염,  편측 저작습관으로 인한 근육 비대칭, 턱관절장애 및 안모비대칭을 야기할 수도 있습니다. 최대한 빨리 해 넣으세요.",4월 8일,,
71,크레마그랑데 법정보 던젼 코렐밥그릇 해외일러스트 대학연합오픽 신문광고지 청담동보석 남성털신발 치주염사진 표준동의서 금저울 월급 신탁법 보진물 슬라이더레일 씨여성의류 행사용태극기,4월 8일,,
72,당뇨오면 치아 정확하겐 잇몸이 아플확률이 급격히 눌어납니다 치주염확률 엄청 높아져요,4월 7일,,
73,3달안에 극초단파 마인드컨트롤 작업해야 하는데 인쇄소에 맡길까 아님 직접할까 치주염 때문에 이빨 아프고 국정원 방해도 심하고 의과 대학생이나 의사들 중에 자살자도 있고 평생 조현병 약을 먹는 정신과 의사도 있으니 언제인가 한번은 자료를 전해서 불필요한 과정을 겪지 않도록 도와줘야 한다.,4월 7일,,1
74,"치주염, 기관지염, 편도선염.. 자꾸 여기 저기 염증 생기고 열나고 미묘하게 컨디션이 저조한게.. 아무리봐도 예전 과로사 후유증(?) 떠오르는데.. 그때에 비하면 정~~~말 편한데 왜!? ㅠㅠ",4월 6일,,
75,"에이치엘사이언스, 치주염·대사증후군 천연물 소재 국내 특허 등록",4월 5일,,
76,"@kimchunbae123
 님에게 보내는 답글",4월 4일,,1
77,환절기 되니까 피부 뒤집히고 두피 아프고 구내염 생기고 치주염도 생기고 이정도면 몸에서 야ㅋㅋ이래도 살거냐? 이러는거같은,4월 4일,,2
78,치간칫솔이나 이쑤시개를 사용하면 잇새가 벌어진다는 얘기는 그다지 의학적인 근거가 있는 얘기는 아닙니다. 어차피 만성 치주염 (풍치) 환자들은 시간이 지날 수록 점점 잇새가 벌어지거나 잇몸이 내려가서 틈이 벌어지게 되므로..,4월 4일,,
79,사실 구취로도 약간 알수잇음 그냥 단순히 양치 안해서 나는 입냄새랑 치석많아서 나는거랑... 다름... 그런게잇어... 치주염잇는사람도 냄새맡으면 대충 알것같아...,4월 4일,,1
80,아니제발 이런 초큐트한걸 그리셨으면 태깅좀해주셨으면 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 ㅋㅋㅋㅋㅠㅠㅠㅠ 난 빅토리안메이드 내지는 일본식적폐메이드를 생각했는데 이렇게 안어울려서 귀여운 코랄핑크 메이드를 주실줄은 너무좋아서 지금 치주염 자랑하며 웃고있음,4월 9일,1,1
81,"@idiromzzang
 님에게 보내는 답글",4월 9일,,1
82,치주염 무섭구나.. 뽑는 방법밖에 없다고 그러구..,4월 9일,,1
83,"우리집 애기 치주염이 심해서 하악중절치(강아지도 일케 말해도 될라나) 다 뽑는 다는 소식입니다,,,아니 이미 다 뽑았을지도",4월 8일,,
84,"@GieTchs
 님에게 보내는 답글",3월 31일,1,
85,[가까운 동료들이 당신을 멀리하게 됩니다.] 흡연자는 이가 누렇게 변하고 치주염이 잘 생기며 말을 할 때마다 입에서 불쾌한 냄새가 나며 평소 몸과 옷에서도 냄새가 납니다. 주위 동료들에게 나쁜 인상과 불쾌감을 주며 동료들이 내 주변에 다가오지 않습니다.,3월 31일,,1
86,1인가구는 코로나에 걸리면 고양이를 어떻게 케어해야 하냐구요… 마스크는 둘째치고 치주염 케어한다고 하루에 두번씩 치약 발라줘야 하는데 ㅠㅠ..,3월 31일,,
87,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,3월 31일,,
88,"헤헷..
보스가 몸무게가 500g이 빠지고 컨디션이 안좋아보여서
1.구내염때문에 못먹어서 빠진거
2. 복막염 재발
3.그외 다른질병
의 추측하고 있었어서 초조불안 했는데

엄마격리기간의 스트레스로 인한것같고

치주염 약먹고 스케일링하면서 꼼꼼히 이빨도 채크하기로 했습니다",3월 31일,1,5
89,논문 프로포절 준비했을 뿐인데 열나고 몸살나더니 치주염이 와서 이가 흔들려요. ㅠㅠ,3월 30일,,
90,"ㅠ 달퐁이 적응기간에 입냄새가 나서 가글도 사고, 양치도 열심히 시켜도 나아지지 않았는데. 치주염이 맞네요 ㅠ 병원치료 잘받아야겠어용 ㅠ 응원해주세요!",3월 29일,2,7
91,치주염은 아니고 그냥 염증난거. 치주염은 무서운 거구나.,3월 29일,,1
92,"며칠전에 스위스 사는 트친님이 추천해주신 스위스 큐라덴 칫솔. 받아보니 너무 평범하게 생긴 칫솔인데, 나는 칫솔질 엄청 빡빡하게 해서 칫솔모 부들부들한건 별로 메리트 없는데? 깨끗하게 닦인 것도 잘 모르겠네.. 하면서 이틀 썼는데, 오늘 보니 입 안에 있던 치주염들 다 사라졌다..! 헐...!",3월 29일,4,28
93,치간칫솔이나 이쑤시개를 사용하면 잇새가 벌어진다는 얘기는 그다지 의학적인 근거가 있는 얘기는 아닙니다. 어차피 만성 치주염 (풍치) 환자들은 시간이 지날 수록 점점 잇새가 벌어지거나 잇몸이 내려가서 틈이 벌어지게 되므로..,3월 29일,,
94,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,3월 28일,,
95,치과도 정말 ••• 이상 치주염이 이미 퍼져서 언젠가 턱 신경이 눌릴 수도 있는 사람의 어쩌구,3월 28일,,
96,"입냄새는 역시 치석이 맞았고… 혈액검사-마취-스케일링… 더 늦기전에 치주염?인가뭔가.. 여튼 치료 후 이따 다시 데리러갈예정..
털썩",3월 28일,,4
97,"인후염인가 코ㄹ나인가 했은데 치주염같으니 치과나 가라고 하시네.. 몸살기에는 링겔 놔준다고 해서 일단 맞고 있는 중...
그 사이 전화만 세군데에서 오고... 
아이고.. 죽겠다.",3월 28일,,1
98,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,3월 28일,,
99,"@blossomseulS2
 님에게 보내는 답글",3월 27일,,
100,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,3월 31일,,
101,"헤헷..
보스가 몸무게가 500g이 빠지고 컨디션이 안좋아보여서
1.구내염때문에 못먹어서 빠진거
2. 복막염 재발
3.그외 다른질병
의 추측하고 있었어서 초조불안 했는데

엄마격리기간의 스트레스로 인한것같고

치주염 약먹고 스케일링하면서 꼼꼼히 이빨도 채크하기로 했습니다",3월 31일,1,5
102,논문 프로포절 준비했을 뿐인데 열나고 몸살나더니 치주염이 와서 이가 흔들려요. ㅠㅠ,3월 30일,,
103,"ㅠ 달퐁이 적응기간에 입냄새가 나서 가글도 사고, 양치도 열심히 시켜도 나아지지 않았는데. 치주염이 맞네요 ㅠ 병원치료 잘받아야겠어용 ㅠ 응원해주세요!",3월 29일,,
104,"@jbeat971
 님에게 보내는 답글",3월 25일,,1
105,"• 치주염이 심해 잇몸이 무너진 앞니 2개 발치
• 상, 하악 왼쪽 오른쪽 어금니 부분 치주염 치료
• 스케일링
• 구내염 바이러스 가능성 높아 꾸준한 관리 및 모니터링 필요",3월 24일,,1
106,"오늘의 키티완방!

치주염이 치매를 불러올 수 있다는 연구 결과가 있는데요, 과연 사실일까요? 

키티완방이 알려드립니다! 

#키티스마일 #키티완방 #치주염 #치매 #고양이",3월 24일,,
107,치주염 아아아아아악 치과 싫어 치과 싫어싫어싫어싫어 아아아악,3월 24일,,
108,"잇몸염증인 치은염이나 잇몸 주위 조직까지 염증이 퍼진 치주염 예방을 위해서는 '초산토코페롤'이나 '염산피리독신', '알란토인' 등이 함유된 치약을 사용하시는 것이 좋습니다.",3월 24일,,
109,"@Pu_un_FF
 님에게 보내는 답글",3월 24일,,1
110,"+ 집에 처음 데려왔던 날. 털은 엉켜 자라있고 치주염 때문에 냄새도 엄청 심했고 눈물자국이나 귀 청소도 하나도 안 돼 있었다.. 중성화랑 탈장수술부터 사작해서 귓병, 피부염 치료, 스케일링에 발치까지 지금은 다 완료!",3월 23일,1,2
111,전주화공약품 윤여규갑상선 고압트렌스 언어치료실 부부가계부앱 돝섬 워터파크기구 도쿄가부키 탑댄스 치주염치약 보안로고 말랑한쿠션 내블록 부천배달대행 산본가구 룸슬리퍼 지긴 세종달력,3월 23일,,
112,혀클리너 같이 사용해주면 좋아요. 두번째 사진처럼 잇몸에 피 나는 거 무시하면 안 돼요. 치은염에서 치주염 될 수 있기때문에..ㅋㅋㅋㅋㅋ치은염초기증상이 초등학생쯤 나타난다고 했던 것 같아요. 다시 공부해야돼서 정확하진 않습니다.  과 특성인건지 진짜인건지 모르겠지만 보통 스케일링은,3월 22일,,
113,치약 슈미테크토로 바꾸고 이 안시린 것 같은 느낌적인 느낌! 치과에서 샘플 받은 이후로 쭉 쓰는 중인데 꽤 만족스러움. 근데 치주염케어? 분홍색통은 좀 맛없다…,3월 22일,,
114,어떻게 고딩이 치주염에 만성피로를 달고 다니고 오십견 증세를 보이는거야,3월 22일,,
115,여러분도 치주염 주의 졸라아픔 흐흐그ㅡ흐극,3월 21일,,2
116,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,3월 21일,,
117,"양치 때마다 피난다면?...비타민 E 함유된 치약으로 [알고 먹자 영양소]

하이닥 기사가 궁금하다면? https://hidoc.co.kr/healthstory/news/C0000679806…

#하이닥 #하이닥기사 #토코페롤 #토코페롤효능 #잇몸질환 #치은염 #치주염 #치약추천 #치약성분 #비타민E치약 #잇몸치약",3월 21일,,
118,"사실 셀레나 선천적 치주염이 넘 걱정돼서,,최근 고영 덴탈케어제품만 한가득 샀다ㅜ쿠ㅜㅋ식수 첨가제에 덴탈 젤에 치약에 잇몸보조제 등등,,혹시라도 알러지 반응 있거나 안 맞을까봐 하나씩 조심스레 적응시키고 있는데 아직 까진 다 수월히 받아줘서 그저 고마울 뿐,,",3월 21일,,3
119,"치아가 상실된 채로 방치할 경우 당장은 큰 불편을 못 느끼실 수 있지만, 장기적으로 주변 치아 위치의 변화나 과부하로 인한 치주염,  편측 저작습관으로 인한 근육 비대칭, 턱관절장애 및 안모비대칭을 야기할 수도 있습니다. 최대한 빨리 해 넣으세요.",3월 20일,,
120,"@Pu_un_FF
 님에게 보내는 답글",3월 24일,,1
121,"+ 집에 처음 데려왔던 날. 털은 엉켜 자라있고 치주염 때문에 냄새도 엄청 심했고 눈물자국이나 귀 청소도 하나도 안 돼 있었다.. 중성화랑 탈장수술부터 사작해서 귓병, 피부염 치료, 스케일링에 발치까지 지금은 다 완료!",3월 23일,1,2
122,전주화공약품 윤여규갑상선 고압트렌스 언어치료실 부부가계부앱 돝섬 워터파크기구 도쿄가부키 탑댄스 치주염치약 보안로고 말랑한쿠션 내블록 부천배달대행 산본가구 룸슬리퍼 지긴 세종달력,3월 23일,,
123,애들 둘다 나이에 비해 매우 건강한데 치주염만 문제라네. 흰둥이는 살 빼주는게 좋다하고..,3월 19일,,5
124,치주염 알티보고 검색해서 도달한 치약과 영양제...,3월 19일,,1
125,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,3월 19일,,
126,"@sdn4987
 님에게 보내는 답글",3월 18일,,
127,"마스터 항상화제 글루타치온 – 간건강, 간염, 간경화, 간암, 건선, 당뇨, 백내장, 잇몸/치주염, 천식, 해독, 만성위장병, 대장염, 역류성식도염에 효과 – 닥터팬더의 추천제품? ㎃",3월 18일,,
128,논문 프로포절 준비했을 뿐인데 열나고 몸살나더니 치주염이 와서 이가 흔들려요. ㅠㅠ,3월 16일,,
129,아이 염병 치주염이였네,3월 16일,,
130,월아 왼위어금니 피가 많이 나고 많이 아파하는 게 구멍이 뚫렸을지도... 그런 게 아니라도 치주염이 심각.. 쌍문동 가야 하나.ㄱ-,3월 15일,,
131,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,3월 15일,,
132,"잇몸 부었을 때, 치은염과 치주염 원인과 증상 프로폴리스 총정리",3월 15일,,
133,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,3월 14일,,
134,"@meuyaak_im
 님에게 보내는 답글",3월 14일,,
135,"충치균 없애고 치주염 잇몸질환 낫게하는 방법

하루 세번 식후에 치솔질을 옆으로 닦고 위아래로 잘 닦고 치간치솔로 잇몸 결대로 세심히 잘 닦고 구멍난 곳의 찌꺼기도 제거한다 치실을 사용 두번 구운 죽염을 충치나 잇몸염증 있는 치아에 죽염가루를 반 티스푼 가량 넣으면 침이 생기는데 1분~2분",3월 12일,,
136,그동안 준이가 한 수술만도 몇 개더라 두다리 모두 대퇴골 절단수술 했고 지방종도 제거하고 지금은 슬개골 탈구 진행 중이고..소소하겐 방광염에 치주염에 똥꼬 찢어져서 간 적도 있고 ...이러니 건강염려증 걸릴 수 밖에 없지요 하나라도 건강해서 정말 다행임 준아 제발 더 아프지 말자,3월 11일,,25
137,"셀레나 재채기가 넘 잦아져서 병원 다녀옴,,허피스 재발인 것 같은데 그래도 증세가 심한 건 아니라 약만 몇 주 먹으면 나을 것 같아서 다행ㅠ사실 애기고영인데도 유전적 치주염 때문에 잇몸이 상해있는게 더 큰일이라고 하셨다ㅠㅠ 이 닦기 훈련 오늘 부터 시작이다",3월 11일,,6
138,미국에서도 치주염때문에 죽은아이엄마가 재단설립했었잖아 다른것도아니고치주염,3월 10일,,
139,"@m_babe06
 님에게 보내는 답글",3월 9일,,
140,"치아가 상실된 채로 방치할 경우 당장은 큰 불편을 못 느끼실 수 있지만, 장기적으로 주변 치아 위치의 변화나 과부하로 인한 치주염,  편측 저작습관으로 인한 근육 비대칭, 턱관절장애 및 안모비대칭을 야기할 수도 있습니다. 최대한 빨리 해 넣으세요.",3월 20일,,
141,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,3월 4일,,
142,"@itsmychipmunk
 님에게 보내는 답글",3월 3일,,
143,"@kaitou416
 님에게 보내는 답글",3월 3일,,
144,"@chearrybell
 님에게 보내는 답글",3월 7일,,
145,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,3월 4일,,
146,"@itsmychipmunk
 님에게 보내는 답글",3월 3일,,
147,"@kaitou416
 님에게 보내는 답글",3월 3일,,
148,"사랑하는 우리 얼룩여사님이 입양갔어요 얼룩이를 돌봐주시던 동네가게 사장님께서 간택 당하셨답니다 
우리루긔 치주염 말곤 아픈곳도 없대요!!ㅠㅠ둔두니랑 앵순이 낳아줘서 고마웠고 그동안 고생많았어!! 오래오래 건강하고 사랑받길 바래 우리루긔 
얼룩아 고마워 사랑해",3월 3일,77,271
149,논문 프로포절 준비했을 뿐인데 열나고 몸살나더니 치주염이 와서 이가 흔들려요. ㅠㅠ,3월 2일,,
150,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,3월 2일,,
151,치위생사신 어머니가 강조하십니다. 타르는 잇몸건강에 적이랩니다. 치주염에도 직빵이라네요. ##QuitSmoking,3월 1일,,
152,"치경부마모증(cervical abrasion)이란 치아의 목에 해당하는 부분이 마모되어 파이는 것을 말합니다. 원인은 치주염(풍치)과 잘못된 잇솔질방법, 교합의 이상(불안정하게 치아가 물리는 것) 등이며, 다양한 재료나 보호제로 메꿔주어 치료합니다.",3월 1일,,
153,여보...내가 당신 때문에 이 악물고 발컨 견뎌내면서 돌아다니는거야...얼마나 이를 악 물고 했는지 나 치주염 걸렸어 여보...그래도 사랑해,2월 28일,,1
