,본문,날짜,리트윗,하트
17,"@seo_ellys
 님에게 보내는 답글",4월 29일,,
18,"잇몸치료 다 끝낫다..
시발 앞에 위아래가 잴 아팟다
마취주사 존나개놓고
마취주사만 맞앗는데더
입헹구니 피덩어리냐옴 ㅅㅂ
암튼 오늘 끝 핳",4월 29일,,1
19,일단 치과 두번 더 가서 잇몸 치료 받아야댄대.. 그것만은 피하고 싶엇은데 말이죠,4월 29일,,2
20,"님들아 양치합시다
잇몸치료비 비싸다
이걸 어떻게 알았냐면 저도 알고싶지 않았는데",5월 5일,,1
21,"얼른 잇몸치료끝나면 쿠키 쪼코
머글거양!!!",5월 5일,,7
22,"5/3 화
치과 우측 잇몸 치료 처방전 제외 31100 원 
오징어볶음 달걀 추가, 부타동
천재 아냐? 이거밖에 안 먹었어. 이대로 10년만 하면 45킬로다!",5월 5일,,3
23,잇몸치료 받아서 오른쪽 입이 마비됨,4월 28일,,
24,"맨날 천날 잇몸에서 피나서…너무 불편했는데 잇몸치료 1번만에 피 멈춰버림…
다행이다 글애두",4월 28일,,
25,밀레모자 금박리본 대전푸들 미국옷쇼핑몰 뢰브 코딩입문 바라케 다산허브 귀하께 남구름 사당모임공간 애월땅 원주판넬 문호리경매 오산화공약품 향공열전 저수조탱크 잇몸치료가격,4월 28일,,
26,온갖 잇몸치료 관련 약품들에 관한 현실을 다룬 기사.,4월 27일,,
27,우... 잇몸부어서 잇몸치료 할삘인데 넘실타,4월 27일,,
28,"치위생사님이 스케일링, 마지막에는 김진미 선생님이 치아상태 설명과 함께 마무리 합니다. 2년 만에 했지만 상태가 괜찮아서 잇몸치료도 하지 않기로 했습니다. 패인 곳만 떼우기로 합니다. 목요일은 서울대 강의라 오전(오후?)만 진료하신다고 합니다. 크라운은 물론 땜질한 곳도 6년 째 멀쩡합니다!",4월 27일,,
29,"치과 240,900원
레진 (7만*3)+ 잇몸 치료 
약값 3,800원
아프지 말자 요미! 꼬미랑 체리처럼",4월 26일,,3
30,잇몸치료 하러왔더..,4월 26일,,
31,잇몸치료 귀찬긴해도 할만했는데...충치일까바 겁난다 충치치료 안한지 10년째...,4월 26일,,
32,"인X돌이나 이X탄 같은 잇몸치료약은 분명 효과는 있습니다. 하지만 치석 등 원인이 제거되지 않은 상태의 복용은, 피부에 가시가 박혔는 데 빼지 않고 약만 먹는 꼴과 같습니다. 따라서 반드시 잇몸치료와 병행하여 복용하셔야 합니다!!",4월 25일,,
33,"@nupphiya
 님에게 보내는 답글",4월 25일,,
34,잇몸치료 소름 돋아,4월 25일,,
35,"치실 쓰는 법 잘 몰라서 늘 사잇솔이나 치간칫솔이나 손잡이 달린 치실로 대충 앞니부분만 정리하고 말았는데... 얼마전 알티한 유툽 보면서 하니까 어금니 안쪽까지 제대로 닦을 수 있었다
이제 스케일링 가서 잇몸치료 처방 받아오는 나날은 안녕",4월 22일,,
36,"오 면적 넓은 치실 짱조은데 한번 우연히 발견한 게 단종된 후로 그냥 낭인으로 살고 있었건만 역시 존재했구나...

다들 치실 씁시다 잇몸은 아프기 시작하면 늦은 거래요 밥먹고나서 치과 잇몸치료 예약해둔 사람 올림",4월 21일,,1
37,그려... 이 세월 잘 버틸라몬 몸띵이 잘 고쳐서 써야제...하고 타령 뽑으며 치과 갔다왔다. 충치는 잘 안생기는 체질이지만 잇몸이 약해서 잇몸치료 당첨. 좀 퉁퉁대긴 하지만 동네에서 오래 진료보신 치과 쌤 소중하다.,4월 21일,,
38,"@GREEN_VRChat
 님에게 보내는 답글",4월 20일,,
39,잇몸치료 할줄 모르고 밥 안먹고 갔는데 마취해서 두시간동안 밥 못먹어 젠장,4월 20일,,
40,잇몸치료 받아서 오른쪽 입이 마비됨,4월 28일,,
41,"맨날 천날 잇몸에서 피나서…너무 불편했는데 잇몸치료 1번만에 피 멈춰버림…
다행이다 글애두",4월 28일,,
42,밀레모자 금박리본 대전푸들 미국옷쇼핑몰 뢰브 코딩입문 바라케 다산허브 귀하께 남구름 사당모임공간 애월땅 원주판넬 문호리경매 오산화공약품 향공열전 저수조탱크 잇몸치료가격,4월 28일,,
43,온갖 잇몸치료 관련 약품들에 관한 현실을 다룬 기사.,4월 27일,,
44,,4월 20일,,
45,"@shinsh56
 님에게 보내는 답글",4월 19일,,1
46,"여담이지만 비마취 꼬매기는 생각보다 안아픕니다.
스케일링/잇몸치료보다 안아픔 진짜임.
살을째고 고름을 짜내는것도 저거보단 안아픔..(악성다래끼로 수술함)",4월 19일,,
47,충치치료 및 잇몸치료 받고 옴. 잇몸이 조샤져서 아파 ㅜㅜㅜㅜ 아아아아파아아아아 ㅜㅜㅜㅜㅜㅜ,4월 18일,,1
48,"요즘 잇몸 한쪽이 좀 거슬리게 아파가지고
나는
잇몸치료를 받아야하는 사람인건가?
양치좀 꼼꼼히할걸 하면서 반절망 상태로 갔는데
걍 자꾸 내 이에 내가 찔려서 잇몸이 아픈거엿음",4월 18일,,
49,잇몸치료..아푸다.. 저번엔 마취해서몰랏슴..,4월 18일,,
50,허엌... 스케일링이랑 잇몸치료해드릴때 목이랑 허리가너무아파앙ㄱ..,4월 18일,,1
51,잇몸치료의 기초단계는 스케일링입니다. 그리고 환자 스스로 하는 구강위생관리만큼 중요한 것은 없습니다. 철저한 자가위생관리 만으로도 잇몸치료의 필요성과 정도를 현저히 줄일 수 있습니다. 구강위생관리 교육은 다니시는 치과에서 받으세요!,4월 17일,1,
52,"오늘의 혼술 주종을 고르시오
잇몸치료+5일이면 마셔도 되겠지

Listening to #BTS_Butter by #BTS  would make your day better! 
@BTS_twt",4월 17일,2,13
53,"월요일에 물리치료 받구
피부과 가따가 내과 가깅
화요일에 정신과 가깅
목요일에 정형외과 가깅
치과가서 잇몸치료랑 사랑니 빼기(ㅠㅠ)",4월 17일,,3
54,잇몸 치료 진짜....으으으.... 이걸 지금 3번 더 받아야한단 말이죠,4월 16일,,
55,원래 잇몸치료가 이러케 잇몸 쑤시는건가,4월 16일,,1
56,"진짜 무현쌤이랑 친해지고 싶다.... 제가 사랑니도 뽑고 신경치료도 받고 잇몸치료도 받고 그러면 자주 얼굴 뵐 수 있을까요 선생님
필요하시면 충치 열다섯개 만들어갈게요",4월 15일,,5
57,"오른쪽 잇몸치료보다
왼쪽 잇몸치료가...
더 아파오ㅡ...ㅜㅜㅜㅜㅜㅜ",4월 15일,,33
58,신경치료보다 잇몸치료가 살떨리게 싫다. 치료명 때문에 기대했던 바를 빗나가서 그런가 잇몸치료의 그 느낌은 뭔가 부당하게 느껴짐;,4월 15일,,
59,잇몸치료의 기초단계는 스케일링입니다. 그리고 환자 스스로 하는 구강위생관리만큼 중요한 것은 없습니다. 철저한 자가위생관리 만으로도 잇몸치료의 필요성과 정도를 현저히 줄일 수 있습니다. 구강위생관리 교육은 다니시는 치과에서 받으세요!,4월 14일,,1
60,"@shinsh56
 님에게 보내는 답글",4월 19일,,1
61,"여담이지만 비마취 꼬매기는 생각보다 안아픕니다.
스케일링/잇몸치료보다 안아픔 진짜임.
살을째고 고름을 짜내는것도 저거보단 안아픔..(악성다래끼로 수술함)",4월 19일,,
62,충치치료 및 잇몸치료 받고 옴. 잇몸이 조샤져서 아파 ㅜㅜㅜㅜ 아아아아파아아아아 ㅜㅜㅜㅜㅜㅜ,4월 18일,,1
63,"요즘 잇몸 한쪽이 좀 거슬리게 아파가지고
나는
잇몸치료를 받아야하는 사람인건가?
양치좀 꼼꼼히할걸 하면서 반절망 상태로 갔는데
걍 자꾸 내 이에 내가 찔려서 잇몸이 아픈거엿음",4월 18일,,
64,"나 오늘도 잇몸 조졋어,, ,,,,,,,,ㅜ (잇몸치료 하고왓다는 말",4월 12일,,
65,"그렇게 잇몸 치료 한다고 간호사가 우두두두두 치이이이익! 하더니 나보고 24000원을 달래. 
의사는 얼굴도 못 봤어.",4월 11일,,
66,수요일도 잇몸치료 받으러 갔다가 서귀포가서 신발도 사고 byc도 들러야겠다,4월 11일,,
67,잇몸치료 안아프길,4월 11일,,
68,"코로나 기간동안 마스크를 써야되니까 그 어느 때보다 양치를 열심히 했는데 치석이 자꾸 끼는거임
왜그러지 코로나가 치석도 끼게 하나 했는데 범인은 치약이었음ㅋㅋㅋㅋ
잇몸치료 치약인데 써보니 치석이 낀다고 엄마가 그러더라",4월 11일,,
69,"@KoSaka3688
 님에게 보내는 답글",4월 10일,,
70,"@KoSaka3688
 님에게 보내는 답글",4월 10일,,
71,"@idiromzzang
 님에게 보내는 답글",4월 9일,,1
72,아직 생일 지나기 전이라서.. 65세 미만이라고 임플란트 보험처리도 안된다고 근데 차피 나이들면 두개는 또 해요 그러면서 원장이 자꾸..ㅜㅜ 아니머 근데 다른데서도 진단받고 가격 확인해보고 하래 잇몸치료까지만 예약하라고 함...,4월 9일,,1
73,"입병나고 혓바늘나고 편도 붓고
잇몸 치료 아프고
입안 난리다아아",4월 8일,,39
74,"@tomorrowthisday
 님에게 보내는 답글",4월 7일,,1
75,"인X돌이나 이X탄 같은 잇몸치료약은 분명 효과는 있습니다. 하지만 치석 등 원인이 제거되지 않은 상태의 복용은, 피부에 가시가 박혔는 데 빼지 않고 약만 먹는 꼴과 같습니다. 따라서 반드시 잇몸치료와 병행하여 복용하셔야 합니다!!",4월 7일,,
76,"@jhk424
 님에게 보내는 답글",4월 7일,,
77,잇몸치료의 기초단계는 스케일링입니다. 그리고 환자 스스로 하는 구강위생관리만큼 중요한 것은 없습니다. 철저한 자가위생관리 만으로도 잇몸치료의 필요성과 정도를 현저히 줄일 수 있습니다. 구강위생관리 교육은 다니시는 치과에서 받으세요!,4월 6일,,
78,"@wngjsl162
 님에게 보내는 답글",4월 6일,,
79,"잇몸치료 몇 번을 했는데도 “오늘 잇몸치료까지 하시겠어요?”라고 물으면 
“오늘 시간관계상 다음에…”라고 말하며 회피함",4월 6일,,
80,"나 오늘도 잇몸 조졋어,, ,,,,,,,,ㅜ (잇몸치료 하고왓다는 말",4월 12일,,
81,"그렇게 잇몸 치료 한다고 간호사가 우두두두두 치이이이익! 하더니 나보고 24000원을 달래. 
의사는 얼굴도 못 봤어.",4월 11일,,
82,수요일도 잇몸치료 받으러 갔다가 서귀포가서 신발도 사고 byc도 들러야겠다,4월 11일,,
83,잇몸치료 안아프길,4월 11일,,
84,"코로나 기간동안 마스크를 써야되니까 그 어느 때보다 양치를 열심히 했는데 치석이 자꾸 끼는거임
왜그러지 코로나가 치석도 끼게 하나 했는데 범인은 치약이었음ㅋㅋㅋㅋ
잇몸치료 치약인데 써보니 치석이 낀다고 엄마가 그러더라",4월 11일,,
85,"치아 사이사이 검은 구멍이 보이거나
치아가 유독 길어졌거나 
치아와 잇몸 사이가 음푹?

#잇몸내려앉음 때문일 수 있습니다.
한 번 내려간 잇몸은 올라오지 않는다는데..?

https://blog.naver.com/ud_dental/222691037943…

#블랙트라이앵글 #치주염 #치은염 #잇몸치료 #유디치과 #구강상식 #건강정보",4월 4일,1,
86,"@minem__0
 님에게 보내는 답글",4월 3일,,1
87,"!잇몸치료약의 진실?
 #TikTok",4월 3일,,
88,근데 잇몸치료라는게......스케일링 같던데...기분탓인가,4월 2일,,
89,치료받고 왔다.......부어 있긴 한데 그렇게 심한 건 아니라고 함 치아 사이에 뭔가 꼈던 것 같다고 함 일단 기본잇몸치료 해보고 약 먹으면서 붓기 빠지는지 며칠 지켜보자고 하....,4월 2일,,
90,"업보를 받으러 온 나
(잇몸치료 하러옴, 사랑니는 나중에 빼기로 함)",4월 1일,,
91,잇몸치료의 기초단계는 스케일링입니다. 그리고 환자 스스로 하는 구강위생관리만큼 중요한 것은 없습니다. 철저한 자가위생관리 만으로도 잇몸치료의 필요성과 정도를 현저히 줄일 수 있습니다. 구강위생관리 교육은 다니시는 치과에서 받으세요!,3월 31일,1,1
92,스케일링하고 잇몸치료?받고왓다 아파ㅏ악,3월 30일,,
93,스케일링 하고 검진받는데 잇몸치료 할건데 스케일링 한번 더하는 거라 생각하라는 소리에 나도모르게 흐엉. 소리냄,3월 30일,,
94,"@K_U_GO
 님에게 보내는 답글",3월 30일,,
95,"@Hello_my_star
 님에게 보내는 답글",3월 30일,,
96,"@fhfhaldi
 님에게 보내는 답글",3월 29일,,1
97,"잇몸치료 끝내고 “가글하세요”해서 가글 하려는데, 물이 주르리 흐름 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저 가글이 안 되여 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",3월 29일,,3
98,스케일링으로 이 조져땨.. 아품 ㅠㅠ 잇몸치료 하라고 해서 예약도 해뜨ㅏ,3월 29일,,
99,"@AuraNyamNyam
 님에게 보내는 답글",3월 29일,,
100,,4월 4일,,
101,"@minem__0
 님에게 보내는 답글",4월 3일,,1
102,"!잇몸치료약의 진실?
 #TikTok",4월 3일,,
103,근데 잇몸치료라는게......스케일링 같던데...기분탓인가,4월 2일,,
104,,,,
105,"@free351
 @minwoon
  님, 다른 사람 6명에게 보내는 답글",3월 26일,,3
106,추천받은 시린이에 효과좋은치약 센소다인-잇몸치료횟수가 줄어듬(치약추천) https://bianca.tistory.com/entry/%EC%B6%94%EC%B2%9C%EB%B0%9B%EC%9D%80-%EC%8B%9C%EB%A6%B0%EC%9D%B4%EC%97%90-%ED%9A%A8%EA%B3%BC%EC%A2%8B%EC%9D%80%EC%B9%98%EC%95%BD-%EC%84%BC%EC%86%8C%EB%8B%A4%EC%9D%B8-%EC%9E%87%EB%AA%B8%EC%B9%98%EB%A3%8C%ED%9A%9F%EC%88%98%EA%B0%80-%EC%A4%84%EC%96%B4%EB%93%AC…,3월 26일,,
107,아니 저번에 잇몸치료 미취없이해서 오늘도 그럴줄알고 룰루랄라왓는데 마취주사 8방 놓고 잇몸긁어냄 ㅠㅠ엉엉,3월 26일,,
108,"충치치료 끝난줄알았지만
잇몸치료 해야할거같다해서 치과 또옴... 그대루 두면 늙어서 치아 흔들린다음에 빠진다해서 무서워서 옴
ㅋ
ㅋ
ㅋ",3월 26일,,1
109,잇몸치료라는걸 했는데 사진을 찍어서 이를 보여주시더라고 잇몸을 터뜨린건지 피가 흥건한 이를 보여주심 그게 염증을 치료한 거래,3월 25일,,7
110,"@h4_freedom
 @minwoon
  님, 다른 사람 3명에게 보내는 답글",3월 25일,2,3
111,"월요일 고양이 낭종제거수술 + 스케일링과 잇몸치료 그리고 치아2개 발치 했다
오늘이 케어 5일째인데 완전 활발 그 자체
ㅎㅎㅎㅎㅎ 소장장애 때문에 원장님 추천으로 사료 먹이는데 너무 잘먹어 기호성 최고

치료비 영수증은 기록이랑 공유 
118만원 나왔으나 이건 DC 받은거고 수액은 심지어빼주심",3월 25일,,
112,"@nowaterincup
 님에게 보내는 답글",3월 24일,,1
113,잇몸치료=잇몸조지기,3월 24일,,
114,"잇몸치료 이후에 첫 방문이었는데 개선은
커녕 잇몸 출혈 더 심해졌다고 사진 보여줌.
…",3월 23일,,5
115,잇몸치료 다 받았는데 앞니쪽이 젤아프네 십,3월 22일,,
116,잇몸치료도하는거까묵었,3월 22일,,
117,"교정땜에 치과 가야했는데 일정땜에 3번 미룬 끝에 반차내고 다녀왔는데... 와 교정기는 아직 손도 안 댔는데 잇몸치료가 이렇게 아픈 거엿나ㅠ 갈고리 같은 걸로 까득까득, 으득으득 하다가 드릴로 갈다가ㅋㅋㅋㅋ 너무 아파서 눈 질끈 감고 잇다가 뜨니까 눈물 고여있더라 ㅋㅋㅋ",3월 21일,,
118,파이프니쁠 H빔단가 거상사양 검정콩간식 침울 발볼넓은워커 전화영어북미 품사의분류 폴기포 옐로우ID 치과잇몸치료 둥근톱덮개 정연 백토팩 모던엔틱 하드보안 대형애견집 실명판,3월 20일,,
119,잇몸치료가 모두 끝났고 이제 더이상 마취를 안 해도 된다는 게 너무 좋당 워터픽 열심히 써서 다음에 치과 갔을 땐 칭찬 들어야지,3월 19일,,3
120,"@AuraNyamNyam
 님에게 보내는 답글",3월 29일,,
121,1주일마다 치과 가야되네 잇몸치료만 한달정도 소요됨ㄷㄷㄷ,3월 28일,,
122,"@free351
 @minwoon
  님, 다른 사람 6명에게 보내는 답글",3월 26일,,
123,잇몸치료 존나 에바다,3월 19일,,
124,"괜찮아지니까...
아~~~~~~~
잇몸치료 ㅈ지대짱나~~~~~
근데 안할 순 없어~~~~~~
잇몸염증이 계속 생긴데ㅠ
하루에 2번 이닦는데 더 열심히 닦아야 할까.. 그치만 귀찮에ㅔㅔㅔㅔㅔㅣ
기상하자마자 닦고 가글
저녁먹고 양치 가글 이 정도
귀찮으면 가글 빼먹을 때도 있음
더 열심히 해야하겟지",3월 19일,,
125,"오늘 잇몸치료함
잇몸치료는 할때는 별로 안아픈데
하고 나서 그날밤부터 스멀스멀 은은하게 아픔. 엄청나게 아픈건 아닌데 거슬려서 짜증남. 상쾌한 기분이 되질 못하고 은은하게 지속되니까 짜증으로 더 아픈거 같음..,,,, 젠장~~~~~
타이레놀 먹으면 되긴하는데 굳이?? 싶고 ㅠ 보통 하루이틀이면",3월 19일,,2
126,"@daldaran11
 님에게 보내는 답글",3월 18일,,
127,스케일링 이후 2일차 잇몸치료 했고 너무 아픈데 하니까 시원개운하다,3월 18일,,
128,후아~ 스케일링이랑 충치 치료 끝났구 잇몸 치료 2번 나눠서 받아야된대서 다음주에 또 가야됨 그래도 다음주거는 긴장 안된다 오늘 치료 받고 나니까 좀 자신감이 생김ㅋㅋ,3월 18일,,7
129,같은 치과에서 같이 잇몸치료 받는데 의사쌤이 엄마는 마취를 하고 저는 안 하시더라고요? 그래서 물어보니까 젊은 사람들은 아파봐야 이 관리를 잘 한다고 대답하셨어요......,3월 17일,20,43
130,"18일에 치과가는데 사랑니 뽑고 관극 역시 아니겠지..?
잇몸 치료만 받고 사랑니는 미뤄야겠다",3월 16일,,1
131,잇몸치료가 아니라 잇몸 스케일링인가..암튼..,3월 16일,,1
132,혹시 잇몸치료 받아보신분? ㅠㅠ 스켈링은 했는데 잇몸치료도 하는게 좋다고 하던데....하는게 좋을까요ㅠㅠㅠㅠ  무서워용..,3월 16일,,2
133,잇몸치료의 기초단계는 스케일링입니다. 그리고 환자 스스로 하는 구강위생관리만큼 중요한 것은 없습니다. 철저한 자가위생관리 만으로도 잇몸치료의 필요성과 정도를 현저히 줄일 수 있습니다. 구강위생관리 교육은 다니시는 치과에서 받으세요!,3월 16일,,
134,"???여기 사랑니 맛집이네 30분도 안되서 끝남 의사선생님 쌉고수 잇몸치료 하고오른쪽 위아래 마취하는데게 젤오래걸렷고 뽑는데 5분도 걸린듯 사랑니 사진찍어두댄대서 찍엇어 징그러울수잇어서 타래에 달겟습니다
민감미디어하긴햇는데 안되는것처럼보여서...",3월 16일,,4
135,잇몸치료..왜.. 두번 나눠서 해야해.....,3월 16일,,
136,존나 잇몸치료 왤케 아파..,3월 16일,,
137,"@cutebilly1821
 님에게 보내는 답글",3월 16일,,1
138,"@nn_flower_rw
 님에게 보내는 답글",3월 15일,,
139,"@qaqaqa02228
 님에게 보내는 답글",3월 15일,,
140,"@daldaran11
 님에게 보내는 답글",3월 18일,,
141,스케일링 이후 2일차 잇몸치료 했고 너무 아픈데 하니까 시원개운하다,3월 18일,,
142,후아~ 스케일링이랑 충치 치료 끝났구 잇몸 치료 2번 나눠서 받아야된대서 다음주에 또 가야됨 그래도 다음주거는 긴장 안된다 오늘 치료 받고 나니까 좀 자신감이 생김ㅋㅋ,3월 18일,,7
143,같은 치과에서 같이 잇몸치료 받는데 의사쌤이 엄마는 마취를 하고 저는 안 하시더라고요? 그래서 물어보니까 젊은 사람들은 아파봐야 이 관리를 잘 한다고 대답하셨어요......,3월 17일,,
144,"아무리 기분이 좆같고 바빠도 이는 잘 닦고 스켈링도 잘 받읍시다.
치료비와 잇몸치료라는 준엄한 심판을 받을 수가 있어요..",3월 12일,,
145,세번째 잇몸치료가 끝났다 이걸 다음 주에 한 번 더 해야한다니.. ㅠㅜ 마취풀릴 때까지 넷플릭스나 봐야지,3월 12일,,4
146,잇몸치료의 기초단계는 스케일링입니다. 그리고 환자 스스로 하는 구강위생관리만큼 중요한 것은 없습니다. 철저한 자가위생관리 만으로도 잇몸치료의 필요성과 정도를 현저히 줄일 수 있습니다. 구강위생관리 교육은 다니시는 치과에서 받으세요!,3월 12일,,
147,충치치료 스케일링 잇몸치료 하라고 건강검진 받을때 들었는데..............,3월 11일,,
148,온김에 잇몸치료도 하려구,3월 11일,,
149,오늘 잇몸치료 받고왔누데 치료 받은데보다 마취 주사 한 곳이 더 아픔,3월 10일,,2
150,"잇몸치료 끝... 가자! 사랑니 뽑는드앗!
(오른쪽 아래 드라이소켓 경력 있음)",3월 10일,,2
151,심지어 코로나 끝나면 가겠다고 3년간 스케일링 안했더니 심한부분은 잇몸까지 들어가서 잇몸치료 당첨..이건 비싸진 않은데 무섭다 허허,3월 8일,,
152,와잇몸치료진짜 정신이번쩍번쩍드는따끔함,3월 8일,,
153,"많은 사람이  앓고있는 잇몸병
잇몸치료 비용  얼마나 될까
https://youtu.be/zCFlvAO6hLc
#잇몸치료 #치주낭  #치주염",3월 8일,,
154,"잇몸치료햤는데 잇몸치료한거때문에 잇몸에 상처남
이뭐...",3월 7일,,
155,"앞니브릿지, 잇몸치료에도 없어지지 않던 앞니잇몸염증이 치아뿌리 금 때문이어서 발치했던 사례 http://blog.naver.com/sunnyflow/222666248442…",3월 7일,,
156,잇몸치료 하러 한 번 더 가야하는 게 너무 무섭다 ,3월 6일,,1
157,"、
いつも一時帰国で歯医者さんに行ってたけど

コロナで暫く帰ってないので

こっちで歯科検診。

歯石が溜まってるので
잇몸치료をと言われた

直訳すると歯茎治療。

日本語で何だろ？

こういう言葉は子供に聞いてもわからないし

私もきちんとわかってないのでバイリンガル育児にならない",3월 6일,,3
158,"인X돌이나 이X탄 같은 잇몸치료약은 분명 효과는 있습니다. 하지만 치석 등 원인이 제거되지 않은 상태의 복용은, 피부에 가시가 박혔는 데 빼지 않고 약만 먹는 꼴과 같습니다. 따라서 반드시 잇몸치료와 병행하여 복용하셔야 합니다!!",3월 5일,,
159,하 시바 잇몸치료 존나아파,3월 5일,,
160,세번째 잇몸치료가 끝났다 이걸 다음 주에 한 번 더 해야한다니.. ㅠㅜ 마취풀릴 때까지 넷플릭스나 봐야지,3월 12일,,4
161,잇몸치료의 기초단계는 스케일링입니다. 그리고 환자 스스로 하는 구강위생관리만큼 중요한 것은 없습니다. 철저한 자가위생관리 만으로도 잇몸치료의 필요성과 정도를 현저히 줄일 수 있습니다. 구강위생관리 교육은 다니시는 치과에서 받으세요!,3월 12일,,
162,충치치료 스케일링 잇몸치료 하라고 건강검진 받을때 들었는데..............,3월 11일,,
163,빨래는 했고 차 한 잔 마시고 청소기 살짝 돌리고 잇몸치료 받으러 가야겠다 치과 갔다가 주민센터 들러서 사전투표 하고 와야지,3월 5일,,4
164,"사랑니 뽑음…
그냥 잇몸치료만 하고 올랫는데 내가 괜히 물어봐서…
그럼 오늘 바로 두개 뽑으시죠 해서
네엣…?! 하고 뽑힘",3월 4일,,
165,"@221mmnj
 님에게 보내는 답글",3월 4일,,
166,뭐야? 스케일링만 한다고 딱 박아놓고 들어갔는데 잇몸치료랑 충치 지금 당장 치료하자는거 도망치듯이 나왔는데 약속도 안잡았는데 전화까지@오네 ㅋㅋ왜안오냐고 내가 가게되면 전화한다니까 마지막에 웃는건지 기침인지 뭔지 모르겟는데 불쾌함,3월 4일,,
167,"#모두가행복한치과 에서 잇몸치료를 받으신 정*선님의 선물입니다
정*선님의 따뜻한 마음에 진심으로 감사드립니다*^^*
모행치도 환자분의 따뜻한마음을 닮아 따뜻함을 전하는 착한치과, 믿을수 있는 진료로 편안함을 드리는 행복한치과가 되겠습니다
모두가 행복한 금요일 보내세요:)",3월 4일,,1
168,퇴근하그 치과에서 잇몸 치료받으면서 마취했더니 진료수로 가글하는데 물을 머금고 있질 못함 줄줄...두시간동안 밥 못드실거래 저기요 미리 알려주시지 흑흑 결국 두시간 못참고 마취 안한쪽으로 저녁먹음,3월 3일,,
169,잇몸치료의 기초단계는 스케일링입니다. 그리고 환자 스스로 하는 구강위생관리만큼 중요한 것은 없습니다. 철저한 자가위생관리 만으로도 잇몸치료의 필요성과 정도를 현저히 줄일 수 있습니다. 구강위생관리 교육은 다니시는 치과에서 받으세요!,3월 3일,,
170,"인X돌이나 이X탄 같은 잇몸치료약은 분명 효과는 있습니다. 하지만 치석 등 원인이 제거되지 않은 상태의 복용은, 피부에 가시가 박혔는 데 빼지 않고 약만 먹는 꼴과 같습니다. 따라서 반드시 잇몸치료와 병행하여 복용하셔야 합니다!!",3월 3일,,
171,교보생명보험 그림기초 후아유니트 청가디건 바닥영상 오줌싸개 제과준비물 휴진안내 전기스티커 원스 발볼 염화수소산 입시피아노 얘네들 스토로폼 PIN 겸용로라 잇몸치료,3월 3일,,
172,와 진짜 잇몸치료.. 모든 잇몸을 이것저것으로 들쑤셔지는,3월 2일,,1
173,"아 엄마가 잇몸치료 안 아프다고 했는데 거짓말이였어....
우.............",3월 2일,,
174,잇몸치료의 기초단계는 스케일링입니다. 그리고 환자 스스로 하는 구강위생관리만큼 중요한 것은 없습니다. 철저한 자가위생관리 만으로도 잇몸치료의 필요성과 정도를 현저히 줄일 수 있습니다. 구강위생관리 교육은 다니시는 치과에서 받으세요!,3월 1일,,1
