,본문,날짜,리트윗,하트
55,"어제 오늘 이틀 연속 고기 먹어서 워터픽 거하게 해줬는데 후반에 입에서 쇠맛남
이 연약한 잇몸 어쩌면 좋은지",5월 8일,,
56,워터픽으로 벽뚫기,5월 8일,,2
57,"어제 오늘 이틀 연속 고기 먹어서 워터픽 거하게 해줬는데 후반에 입에서 쇠맛남
이 연약한 잇몸 어쩌면 좋은지",5월 8일,,
58,워터픽으로 벽뚫기,5월 8일,,2
59,워터픽 강도 10으로 놓고 쓰는 송태원,5월 8일,2,5
60,"[갓성비 제품 워터픽 아쿠아픽]오아 클린이워터B 휴대용 무선 구강세정기, OOR-006WH, 강추!",5월 8일,,
61,"[후회없는 꿀템 샤오미워터픽]샤오미 미지아 휴대용 구강세정기 차아 칫솔 노즐 4개 MEO701 2020년 최신형, 선물로도 좋을거같네요",5월 8일,,
62,예혼기 후살맘,5월 8일,,
63,꼬들 127 4/6 http://Kordle.Kr ,5월 8일,,
64,양치컵을 주머니에 넣고 핸드폰을 화장실에 두고 온 여자,5월 8일,,2
65,새벽두시에 팬티만 입고 양치하는 여자,5월 8일,,
66,그렇군... 맛나게 무거 ,5월 8일,,
67,"@7kjinJ
 님에게 보내는 답글",5월 8일,,
68,"@7kjinJ
 님에게 보내는 답글",5월 8일,,
69,"@7kjinJ
 님에게 보내는 답글",5월 8일,,
70,"@7kjinJ
 님에게 보내는 답글",5월 8일,,
71,"@7kjinJ
 님에게 보내는 답글",5월 8일,,
72,"@7kjinJ
 님에게 보내는 답글",5월 8일,,
73,,5월 8일,,
74,워터픽으로 벽뚫기,5월 8일,,2
75,워터픽 강도 10으로 놓고 쓰는 송태원,5월 8일,2,5
76,"[갓성비 제품 워터픽 아쿠아픽]오아 클린이워터B 휴대용 무선 구강세정기, OOR-006WH, 강추!",5월 8일,,
77,"[후회없는 꿀템 샤오미워터픽]샤오미 미지아 휴대용 구강세정기 차아 칫솔 노즐 4개 MEO701 2020년 최신형, 선물로도 좋을거같네요",,,
78,"@7kjinJ
 님에게 보내는 답글",5월 8일,,
79,ㅋㅎ,5월 8일,,2
80,"@7kjinJ
 님에게 보내는 답글",5월 8일,,
81,"@7kjinJ
 님에게 보내는 답글",5월 8일,,
82,나 이 사진 너모 조아..^^,5월 8일,,2
83,"@kim_nae_ll
 님에게 보내는 답글",5월 8일,,
84,"@kim_nae_ll
 님에게 보내는 답글",5월 8일,,
85,한국인의 파스타 준비,5월 8일,,3
86,#키마나요리,5월 7일,,4
87,"@Bengi_mk4
 님에게 보내는 답글",5월 7일,,
88,"3주만의 워터픽

입이 정말 개운하다
다만 피가 줄줄 흐른다",5월 7일,,
89,"심지어 홍주 교정중이라 워터픽도 갈김
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃경",5월 7일,,
90,"@6gogisoup
 님에게 보내는 답글",5월 7일,,
91,"워터픽 울트라프로 가정용 구강세정기, 
  WP-660K
구강세정기 형태: 호스연결식
용량: 600ml
수압 조절 단계: 7단계 이상
물통 용량: 0.6L
중량: 910g

후기 : https://link.coupang.com/a/mRldO

파트너스 제휴를 통해 쿠팡으로부터 일정의 수수료를 받을 수 있어요.",5월 7일,,
92,한국인의 파스타 준비,5월 8일,,3
93,그렇군... 맛나게 무거 ,,,
94,"@7kjinJ
 님에게 보내는 답글",5월 8일,,
95,"@7kjinJ
 님에게 보내는 답글",5월 8일,,
96,ㅋㅎ,5월 8일,,2
97,"@7kjinJ
 님에게 보내는 답글",5월 8일,,
98,"@7kjinJ
 님에게 보내는 답글",,,
99,"샤오미 미지아 구강세정기 2세대 2020년 신형 워터픽 
  ME0701

자세히보기 : https://link.coupang.com/a/mRlaF

쿠팡 파트너스 활동으로 수수료를 제공받을 수 있습니다.",5월 7일,,
100,"이와 같이 내가 들었다
워터픽이 좋음
할 때 물에 리스테린 조금 타면 좋음
- 오늘 스케일링 해서 자부심 넘치는 사람 드림",5월 6일,,3
101,오늘 교정치과 다녀온 후기 : 저번엔 양치상태 좋다고 엄청 칭찬받앗다가 이번 방문에는 최악의 양치상태로 원장님과 치위생사님을 홀리몰리 놀래킴.. 하지만 당연함 양치도 밥먹고 몇시간이 지나서야 하고 최근에 교정칫솔 잃어버려서 아무칫솔로 대충 양치하고 치간칫솔이나 워터픽도 제대로 안함,5월 6일,,
102,"워터픽 휴대용 구강세정기 WP-450K
구강세정기 형태: 충전식
용량: 200ml
수압 조절 단계: ~2단계

자세히보기 : https://link.coupang.com/a/mOnCr

쿠팡 파트너스 활동으로 수수료를 제공받을 수 있습니다.",5월 6일,,
103,"워터픽 코드레스 셀렉트 휴대용 구강세정기, 
  WF-10K
물통 용량: 0.207L
방수 여부: 방수가능
용량: 207ml
구강세정기 형태: 휴대용
수압 조절 단계: 3단계 이하

자세히보기 : https://link.coupang.com/a/mOnB6

파트너스 제휴를 통해 쿠팡으로부터 수수료를 제공받을 수 있어요.",5월 6일,,
104,"샤오미 Soocas W3 USB 충전식 직수 구강세정기 충전식워터펄스 
  워터픽 치아 치간 휴대용 구강세정기

후기 : https://link.coupang.com/a/mN1a5

이 포스팅은 쿠팡 파트너스 활동으로 수수료를 받을 수 있어요.",5월 6일,,
105,"3주만의 워터픽

입이 정말 개운하다
다만 피가 줄줄 흐른다",5월 7일,,
106,,,,
107,"[대박특가 상품 샤오미워터픽]샤오미 미지아 휴대용 구강세정기 차아 칫솔 노즐 4개 MEO701 2020년 최신형, 선물로도 좋을거같네요",5월 5일,,
108,아 워터픽 살려고 했다가 못 골라서 아직도 못 삼,5월 5일,,
109,"워터픽 구강세정기 콤보팩, 울트라 워터픽 + 나노 워터픽 + 팁 수납 케이스 + 프리미엄 여행케이스 + 팁 12p, 1세트 https://link.coupang.com/re/AFFSDP?lptag=AF1369433&subid=Foodoooo&pageKey=64237936&itemId=217813216&vendorItemId=3526250844&sourceType=srp_product_ads&clickEventId=a669e154-3bd6-492d-9f18-9f57c673d7a2&korePlacement=15&koreSubPlacement=1&clickEventId=a669e154-3bd6-492d-9f18-9f57c673d7a2&korePlacement=15&koreSubPlacement=1&traceid=V0-153… 파트너스 활동으로 수수료를 받을수 있어요2234",5월 5일,,
110,"[대박특가 상품 샤오미워터픽]샤오미 미지아 휴대용 구강세정기 차아 칫솔 노즐 4개 MEO701 2020년 최신형, 선물로도 좋을거같네요",5월 5일,,
111,아 워터픽 살려고 했다가 못 골라서 아직도 못 삼,5월 5일,,
112,"[현명한선택 목록 워터픽구강세정기]워터픽 울트라 프로페셔널 구강세정기, WP-670K, 사람들이 왜이렇게 찾는지 알거같네요",5월 5일,,
113,"워터픽 호스 끊어진거. 일년만에 고쳤다. 만사 귀찮아서 방치하고 있었는데. 공식몰에서 부품 팔고 있더라. 
이제 양치질은 워터픽으로 이빨 사이 헹구고, 오랄비 전동 치솔로 이빨 닦고, 리스테린 머금고 소닉케어 전동치솔로 잇몸과 이빨사이 헹궈주는 걸로 끝낸다.",5월 5일,,
114,"[대박난 꿀템 워터픽]워터픽 클래식 가정용 구강세정기, WP-70K, 인터넷을 뜨겁게 달궜대요",5월 5일,,
115,"@Lucete___s
 님에게 보내는 답글",5월 5일,,1
116,워터픽 물탱크가 작으면 여러번 채우고 귀찮을까봐 큰 걸로 했는데 오히려 둔해서 그런지 잘 안 쓰쉰다. 휴대용이 물탱크는 작아도 손은 많이 가지 않을까? (예상) 글고보니 워따삑 사야한다.,5월 4일,,
117,블루베리 먹고 이빨 잘 닦고 그담에 워터픽 했는데 쓰레기가 쏟아져나옴ㅋㅋㅋㅋ,5월 4일,1,6
118,"워터픽 울트라 프로페셔널 구강세정기
https://link.coupang.com/a/mHuTz
""이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.""",5월 3일,,
119,"염병 어제 일찍 좀 자보려했는데, 밤새 엄마가 쓰는 워터픽이 지 혼자 켜져서 그아아아아아앙지랄지랄그아앙~~꺼지지도 않고 그아앙~~
대체 몇 번을 깬거야 이게...자도 잔 것 같지가 않아",5월 3일,,
120,"워터픽 구강관리기 무선 구강 세정기 휴대용 물 치과 Flosser 
  USB 충전식 워터 제트 치실 치아 5 제트 팁 방수, 협동사, 푸른

자세히보기 : https://link.coupang.com/a/mN08U

쿠팡 파트너스 활동으로 수수료를 제공받을 수 있습니다.",5월 6일,,
121,보지를 치카치카 워터픽,5월 2일,,3
122,"한번씩 들으면 ㄹㅇ전두엽 워터픽으로 으깨진 느낌
기분이별로안좋은데 듣게됨
전두엽절제술 받은 인간이 왜 좀비처럼 걸어다녔는지 알거같음",5월 2일,,
123,"[인기있는 목록 워터픽 ]워터픽 클래식 가정용 구강세정기, WP-70K, 남편도 인정하네요",5월 2일,,
124,"워터픽 사놓고 이제 
..무서어서 못하겟어...
한번 살 뚫은 이후론...",5월 2일,,1
125,"이번 어버이날 선물은.. 워터픽임
사유: 나도 필요한데 우선 선물로 드리고 나는 저가형 사서 건강가좍 만들려는 음모",5월 2일,,3
126,"배세진 물치실 (워터픽) 쓸 거 같음
편견인가요?",5월 2일,,1
127,"워터픽 사놓고 이제 
..무서어서 못하겟어...
한번 살 뚫은 이후론...",5월 2일,,1
128,"이번 어버이날 선물은.. 워터픽임
사유: 나도 필요한데 우선 선물로 드리고 나는 저가형 사서 건강가좍 만들려는 음모",5월 2일,,3
129,보지를 치카치카 워터픽,5월 2일,,3
130,"한번씩 들으면 ㄹㅇ전두엽 워터픽으로 으깨진 느낌
기분이별로안좋은데 듣게됨
전두엽절제술 받은 인간이 왜 좀비처럼 걸어다녔는지 알거같음",5월 2일,,
131,"[인기있는 목록 워터픽 ]워터픽 클래식 가정용 구강세정기, WP-70K, 남편도 인정하네요",5월 2일,,
132,"월요일 아침부터 바쁘다 바빠
금요일에 붙인 브라켓 빠지고
워터픽 고장나고
그치만 이 핑계로 외출해서 카페가면되니깐 응응",5월 2일,,1
133,아십양치개빡시게해도성에안차면...워터픽인가그거해야허나,5월 2일,,
134,"@everlastKyuwife
 님에게 보내는 답글",5월 2일,,
135,남자들은 치실도안하는데 여자들은 워터픽까지 사고있다노!!,5월 2일,,
136,여친 워터픽 하는데 옆에서 똥싸기,5월 1일,,
137,근디 워터픽은 가둬버렸어 귀찮어,5월 1일,,
138,물론 내 후라이팬은 계란후라이를 태우지 않고 구울 수 업는 상태이고 워터픽은 바닥이 빠져서 테이프를 붙여놓고 쓰고잇긴 하지만 당장 사야하느냐하면 X인데 지금 통장에 걍 구멍남,5월 1일,,1
139,머지 후라이팬 뚜껑 사러 들어갓다가 후라이팬+후라이팬뚜껑+워터픽까지 사버림,5월 1일,,1
140,"염병 어제 일찍 좀 자보려했는데, 밤새 엄마가 쓰는 워터픽이 지 혼자 켜져서 그아아아아아앙지랄지랄그아앙~~꺼지지도 않고 그아앙~~
대체 몇 번을 깬거야 이게...자도 잔 것 같지가 않아",5월 3일,,
141,"워터픽 사놓고 이제 
..무서어서 못하겟어...
한번 살 뚫은 이후론...",5월 2일,,1
142,"이번 어버이날 선물은.. 워터픽임
사유: 나도 필요한데 우선 선물로 드리고 나는 저가형 사서 건강가좍 만들려는 음모",5월 2일,,3
143,보지를 치카치카 워터픽,5월 2일,,3
144,"한번씩 들으면 ㄹㅇ전두엽 워터픽으로 으깨진 느낌
기분이별로안좋은데 듣게됨
전두엽절제술 받은 인간이 왜 좀비처럼 걸어다녔는지 알거같음",5월 2일,,
145,"워터픽 100K 120K 450K 900K 제트팁, 혀크리너(호환가능/70K제외)

바로가기 : https://link.coupang.com/a/myI49

이 포스팅은 쿠팡 파트너스 활동으로 수수료를 받을 수 있어요.",4월 29일,,
146,"워터픽 구강세정기 콤보팩, 울트라 워터픽   나노 워터픽   팁 수납 케이스   프리미엄 여행케이스   팁 12p, 1세트

상세히보기 : https://link.coupang.com/a/myI1P

쿠팡파트너스 활동의 일환으로, 일정의 수수료를 받을 수 있어요.",4월 29일,,
147,"워터픽 WP-70K 엑세서리 전용 제트팁, WP-70K 혀크리너

바로가기 : https://link.coupang.com/a/myIZC

파트너스 제휴를 통해 쿠팡으로부터 일정의 수수료를 받을 수 있어요.",4월 29일,,
148,"워터픽 WP-70K 전용 노즐팁, WP-70K 혀크리너

보기 : https://link.coupang.com/a/myJal

쿠팡 파트너스 활동으로 일정 수수료를 받을 수 있어요.",4월 29일,,
149,"워터픽 WP-70K 전용 노즐팁, WP-70K 제트팁

후기 : https://link.coupang.com/a/myJaa

파트너스 제휴를 통해 쿠팡으로부터 수수료를 제공받을 수 있어요.",,,
150,"워터픽 울트라 프로페셔널 구강세정기, WP-670K

후기 : https://link.coupang.com/a/myIOY

파트너스 제휴를 통해 쿠팡으로부터 일정의 수수료를 받을 수 있어요.",4월 29일,,
151,"워터픽 WP-70K 엑세서리 전용 제트팁, WP-70K 픽포켓팁

후기 : https://link.coupang.com/a/myIM2

이 포스팅은 쿠팡 파트너스 활동으로 수수료를 받을 수 있어요.",4월 29일,,
152,"워터픽 울트라 프로페셔널 구강세정기, WP-670K

후기 : https://link.coupang.com/a/myIOY

파트너스 제휴를 통해 쿠팡으로부터 일정의 수수료를 받을 수 있어요.",4월 29일,,
153,"워터픽 WP-70K 엑세서리 전용 제트팁, WP-70K 픽포켓팁

후기 : https://link.coupang.com/a/myIM2

이 포스팅은 쿠팡 파트너스 활동으로 수수료를 받을 수 있어요.",4월 29일,,
154,"워터픽 WP-70K 엑세서리 전용 제트팁, WP-70K 제트팁

자세히보기 : https://link.coupang.com/a/myIKY

쿠팡 파트너스 활동으로 수수료를 제공받을 수 있습니다.",4월 29일,,
155,"워터픽 클래식 가정용 구강세정기, WP-70K

자세히보기 : https://link.coupang.com/a/myII8

파트너스 제휴를 통해 쿠팡으로부터 수수료를 제공받을 수 있어요.",4월 29일,,
156,"워터픽 울트라 구강세정기 가정용, WP-100K

상세히보기 : https://link.coupang.com/a/myIVg

이 포스팅은 쿠팡 파트너스 활동으로 일정 수수료를 받을 수 있어요.",4월 29일,,
157,"워터픽 100K 120K 450K 900K 제트팁, 치열교정팁(호환가능/70K제외)

상세히보기 : https://link.coupang.com/a/myITX

이 포스팅은 쿠팡 파트너스 활동으로 수수료를 받을 수 있어요.",,,
158,하... 워터픽 하다가 사랑니뺀곳으로 잘못쏴서 .........,4월 29일,,
159,"@et_doz
 님과 
@megalcookie
 님에게 보내는 답글",4월 28일,,
160,"당분간 워터픽 압수,,....... 하 그치만 이거엊ㄱ느면 양치한거같지도않은데...",4월 29일,,
161,하... 워터픽 하다가 사랑니뺀곳으로 잘못쏴서 .........,4월 29일,,
162,"@et_doz
 님과 
@megalcookie
 님에게 보내는 답글",4월 28일,,
163,"워터픽 구강세정기 콤보팩, 울트라 워터픽 + 나노 워터픽 + 팁 수납 케이스 + 프리미엄 여행케이스 + 팁 12p, 1세트 https://link.coupang.com/re/AFFSDP?lptag=AF1369433&subid=Foodoooo&pageKey=64237936&itemId=217813216&vendorItemId=3526250844&sourceType=srp_product_ads&clickEventId=a669e154-3bd6-492d-9f18-9f57c673d7a2&korePlacement=15&koreSubPlacement=1&clickEventId=a669e154-3bd6-492d-9f18-9f57c673d7a2&korePlacement=15&koreSubPlacement=1&traceid=V0-153… 파트너스 활동으로 수수료를 받을수 있어요5004",4월 28일,,
164,"워터픽 구강세정기 콤보팩, 울트라 워터픽 + 나노 워터픽 + 팁 수납 케이스 + 프리미엄 여행케이스 + 팁 12p, 1세트 https://link.coupang.com/re/AFFSDP?lptag=AF1369433&subid=Foodoooo&pageKey=64237936&itemId=217813216&vendorItemId=3526250844&sourceType=srp_product_ads&clickEventId=83ebdc6e-97a8-4dac-bec0-3c1443ddf619&korePlacement=15&koreSubPlacement=1&clickEventId=83ebdc6e-97a8-4dac-bec0-3c1443ddf619&korePlacement=15&koreSubPlacement=1&traceid=V0-153… 파트너스 활동으로 수수료를 받을수 있어요22",4월 28일,,
165,"워터픽 아진이
아",4월 28일,,
166,"아니 근데
디버프 4칸 닦아낼 수 있는데 신경 안 쓰이면 더 이상하지않나요? 이빨에 고춧가루 낀 사람 보는 워터픽 같은거라고요 이아진은",4월 28일,,4
167,핫딜 상품을 찾으신다면?  [뽐뿌] [11마존] 워터픽 wp-260 (48700/무료배송) #뽐뿌 #핫딜  #11마존,4월 28일,,
168,"오아 클린이워터B 휴대용 무선 구강세정기

https://link.coupang.com/a/mvEmb

이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.

#워터픽 #오아 #구강세정기",4월 27일,,
169,크라켄을 빛전이 지금 지팡이로 팍팍 때리고 잇잔아요 아ㅠ 워터픽 쏘는 줄 알앗어,4월 27일,,
170,"워터픽 클래식 가정용 구강세정기, WP-70K

자세히보기 : https://link.coupang.com/a/myII8

파트너스 제휴를 통해 쿠팡으로부터 수수료를 제공받을 수 있어요.",4월 29일,,
171,"[가격착한 제품 샤오미워터픽]샤오미 미지아 휴대용 구강세정기 차아 칫솔 노즐 4개 MEO701 2020년 최신형, 갖고싶네요.",4월 27일,,
172,"@EasyGiverMan
 님에게 보내는 답글",4월 27일,,
173,"샤오미 미지아 2세대 구강세정기 리필노즐 표준노즐 클린 3 MEO701 워터픽 무선 대용량, 1개, 표준노즐[2지] 별도 밀봉 포장

상세히보기 : https://link.coupang.com/a/ms8FG

이 포스팅은 쿠팡 파트너스 활동으로 일정 수수료를 받을 수 있어요.",4월 27일,,
174,"샤오미 미지아 2세대 구강세정기 리필노즐 표준노즐 클린 3 MEO701 워터픽 무선 대용량, 1개, 표준노즐[2지] 별도 밀봉 포장

상세히보기 : https://link.coupang.com/a/ms8FG

이 포스팅은 쿠팡 파트너스 활동으로 일정 수수료를 받을 수 있어요.",4월 27일,,
175,"샤오미 미지아 2세대 구강세정기 리필노즐 표준노즐 클린 3 MEO701 워터픽 무선 대용량, 1개, 표준노즐[1지] 별도 밀봉 포장

상세히보기 : https://link.coupang.com/a/ms8EU

이 포스팅은 쿠팡 파트너스 활동으로 수수료를 받을 수 있어요.",4월 27일,,
176,"샤오미 미지아 2세대 구강세정기 리필노즐 표준노즐 클린 3 MEO701 워터픽 무선 대용량, 1개, 표준노즐[3지] 별도 밀봉 포장

상세보기 : https://link.coupang.com/a/ms8Ey

이 포스팅은 쿠팡 파트너스 활동으로 수수료를 받을 수 있어요.",4월 27일,,
177,"@haaatches
 님에게 보내는 답글",4월 26일,,
178,"@AGO______
 님에게 보내는 답글",4월 26일,,
179,"@AGO______
 님에게 보내는 답글",4월 26일,,
180,1. 워터픽: 고압으로 물 쏴서 이와 잇몸 마사지 합니다. 저거 산지 이년쯤. 이거 전 모델은 작동 안 할 때까지 씀. 집에 있으면 하루에 적어도 두번은 함. 강도 10에서 8정도.,4월 27일,,
181,"[씻는 순서]
1. 워터픽 (물 치실)
2. 양치 euthymol
3. 가글 therabreathe
4. 샴푸 dr bronner
5. 세안 lab clean
6. 몸씻기 dr bronner
7. 면도 (질레트 젤, 물면도) 
9. 무알코올 토너 (thayers)
10. 수분 회복크림 (lab treatment)
11. 면봉 (나무 면봉)
12. 코 세정 (neil med)",4월 27일,,1
182,"[가격착한 제품 샤오미워터픽]샤오미 미지아 휴대용 구강세정기 차아 칫솔 노즐 4개 MEO701 2020년 최신형, 갖고싶네요.",4월 27일,,
183,"@EasyGiverMan
 님에게 보내는 답글",4월 27일,,
184,"샤오미 미지아 2세대 구강세정기 리필노즐 표준노즐 클린 3 MEO701 워터픽 무선 대용량, 1개, 표준노즐[2지] 별도 밀봉 포장

상세히보기 : https://link.coupang.com/a/ms8FG

이 포스팅은 쿠팡 파트너스 활동으로 일정 수수료를 받을 수 있어요.",4월 27일,,
185,"샤오미 미지아 2세대 구강세정기 리필노즐 표준노즐 클린 3 MEO701 워터픽 무선 대용량, 1개, 표준노즐[1지] 별도 밀봉 포장

상세히보기 : https://link.coupang.com/a/ms8EU

이 포스팅은 쿠팡 파트너스 활동으로 수수료를 받을 수 있어요.",4월 26일,,
186,나 이제 워터픽 없이 살 수 없는 몸이 되었어,4월 26일,,
187,워터픽 처음 써본 후기 :,4월 26일,2,4
188,아 아무툰 인비절라인 시작한 이후로 하루에 두끼만 먹고 바로 양치(+치실워터픽혀클리너)해서 입에 음식물이 잔존하는 시간이 극단적으로 짧아졌는데 이거 구강 건강에 좋은 거 맞지? 교정 다했는데 잇몸 상해있기만 해,4월 26일,,
189,워터픽 하면 피의 대잔치가 열린다,4월 26일,,
190,그런거할거면워터픽이랑치실부터하고와.......,4월 25일,,
191,아 개운해 워터픽 최고의 발명품,4월 25일,,1
192,이백년만에 워터픽해야지,4월 25일,,
193,"@anni_1710
 님에게 보내는 답글",4월 25일,,2
194,"[진또배기 상품 워터픽 아쿠아픽]단미 클린픽 휴대용 충전식 구강세정기, DA-CLS03Y(블랙), 친구들도 인정하네요",4월 25일,,
195,"@SE9ATiVE
 님에게 보내는 답글",4월 25일,,
196,"오늘도 워터픽 치실 다 한다..
박무현 이 사람 요새 흐려지던 내 치아 기강 잡아줬어",4월 24일,,
197,"@jelllysoda
 님에게 보내는 답글",4월 24일,,
198,"샤오미 미지아 2세대 구강세정기 리필노즐 표준노즐 클린 3 MEO701 워터픽 무선 대용량, 1개, 표준노즐[2지] 별도 밀봉 포장

상세히보기 : https://link.coupang.com/a/ms8FG

이 포스팅은 쿠팡 파트너스 활동으로 일정 수수료를 받을 수 있어요.",4월 27일,,
199,메이크업 지운다고 이거 샀는데 잘 지워지는건 모르것음 ㅠㅠ 흑 큰거는 둘 것이 없어서  그리고 목공용 잔여물 칫솔로도 잘안지워지길래 워터픽으로 쏘니까 깔끔해짐,4월 23일,,5
