,본문,날짜,리트윗,하트
83,딜프의 기준에 대해 이런저런 논란들이 많은데요 ~ 헷갈리시는 분들은 69년생 폴러드 아저씨를 기준으로 삼으시면 됩니다 !! 폴러드보다 덜 물컹하면 딜프아닙니다 자고로 딜프란 무뼈닭발같아서 사실상 잇몸으로도 취식이가능해야해요,4월 18일,1,20
84,"마취가 풀리기 시작했다
무슨뜻이냐면 지금 한쪽 잇몸이 드럽게 아프다는 소리다....아.....아ㅏ....",4월 18일,,
85,유재석 소름 유발하며 잇몸 만개시킨 'WSG워너비' 도전자 노래 실력 (출처 : 인사이트 | 네이버 포스트),4월 18일,,
86,"@Acheron_s
 님에게 보내는 답글",4월 18일,,
87,사랑니쪽 잇몸이 부은거같은데 치과 가야되나...?,4월 18일,,7
88,"나는.. 윤씨와 그녀석이함께서잇기만해도바로잇몸미소만개함
보석나라에서온왹vsㄹㅇ왹",4월 18일,1,2
89,이 닦고 세수하는데 잇몸에서 피나고 코에서 코피남,4월 18일,,3
90,"@dmsWhrdl
 님에게 보내는 답글",4월 18일,1,
91,아씨발 뭔지 알거같아서 지금 잇몸만개함,4월 18일,,
92,"<속보>20대 후반 넵ㅇ씨 양치중 칫솔과속으로 사고...

사건은 오늘 오전 출근시간 부시시일어나서 빨리 양치해야한다는 마음에 가해자는 칫솔을 과속하다 이빨에 칫솔이 미끄러져 잇몸과 칫솔대가 부딛히는 사고가 발생...잇몸에 유혈사태가벌어져...잇몸주인, 고통에 몸부림쳐...",4월 18일,,2
93,"@BDT_dog
 님에게 보내는 답글",4월 18일,,
94,귀여워 미친 잇몸마르는중,4월 18일,,
95,느그 씹새끼들때문에 잇몸에 염증키우기는 싫네요,4월 18일,,
96,"""입속 세균, 칫솔만으로 안 없어져""...구강 유산균 필요한 이유 [알고 먹자 영양소]

하이닥 기사가 궁금하다면? https://hidoc.co.kr/healthstory/news/C0000688582…

#하이닥 #하이닥기사 #구강유산균 #유산균 #충치 #충치예방 #잇몸",4월 18일,,
97,눈마주칠때마다 잇몸마르는중 아 진짜 만족스럽다 돈만 있었으면 한 100개뽑아서 내 방에 왕창채우는건데,4월 18일,,3
98,딜프의 기준에 대해 이런저런 논란들이 많은데요 ~ 헷갈리시는 분들은 69년생 폴러드 아저씨를 기준으로 삼으시면 됩니다 !! 폴러드보다 덜 물컹하면 딜프아닙니다 자고로 딜프란 무뼈닭발같아서 사실상 잇몸으로도 취식이가능해야해요,4월 18일,1,20
99,"마취가 풀리기 시작했다
무슨뜻이냐면 지금 한쪽 잇몸이 드럽게 아프다는 소리다....아.....아ㅏ....",4월 18일,,
100,유재석 소름 유발하며 잇몸 만개시킨 'WSG워너비' 도전자 노래 실력 (출처 : 인사이트 | 네이버 포스트),4월 18일,,
101,"@For_Sterne
 님에게 보내는 답글",4월 18일,,
102,편도결석은 목이아픈거야 잇몸이 아픈거야,4월 18일,,3
103,"대표적 예로
잇몸 검사: A병원: 괜찮음 -> 치과: 치흡
동공 검사: A병원: 괜찮음 -> 안과: 백내장 찾음
건강검진: A병원: 모두 건강 -> B병원: 관절염, 수질띠 판독
재검: B병원: 2번째 검진에서 수치가 내려감, 신부전 판단 -> C병원: 3번째 검진에서 수치가 더 내려감, 신부전 판단은 아직 이름",4월 18일,7,6
104,"통증이 느껴지면 망한거다<이거 진짜 맞긴한데
운좋으면 치석때문에 잇몸이 부은거였네요 스케일링 받고가세용<으로 끝나기도함

운좋으면.",4월 18일,,
105,잇몸마르게 웃고보니 요즘 조금 부렘 담당 요즘 좀 바쁠지두요 . . .  불떨어진거 아닌지   . . .  카니발 - 모바양면 - 피지컬... 인거네,4월 18일,,
106,일 잠깐 드랍하고 덕질하는 중 (잇몸웃음만개),4월 18일,,1
107,범생이범생이음침이잇몸판다그리고차유진,4월 18일,,1
108,"@soso03771215
 님에게 보내는 답글",4월 18일,,1
109,"@yoongisepo
 님에게 보내는 답글",4월 18일,,
110,"<메이킹> ※잇몸 마름 주의※ <구필수는 없다> 포스터 촬영 메이킹 영상 (출처 : 스튜디오지니 | 네이버TV) http://naver.me/F0cFGS3z
#정동원 #showpl_JDW",4월 18일,2,5
111,"눈, 귀, 혈관, 위장, 근골격, 잇몸

아, 스킨케어는 덤이에요.",4월 18일,,
112,"잇몸말라가는 자...
Listen to #BTS_Butter by #BTS the best selling song of 2021 
@BTS_twt",4월 18일,2,3
113,사람이 꼭 일을 해야 할까 (일 드랍하고 김정 정누 보면서 잇몸웃음 짓고 있음),4월 18일,,1
114,<메이킹> ※잇몸 마름 주의※ <구필수는 없다> 포스터 촬영 메이킹 영상 (출처 : 스튜디오지니 | 네이버TV) http://naver.me/F0cFGS3z #구필수는없다 #정동원 #구준표,4월 18일,1,9
115,"치과 선생님이… 마취 놓고 1분 뒤에 와서 잇몸을 들쑤시니 아프다고 말했는데 마취가 덜 됐네요, 하더니 다른 선생님이 오셔서 마취주사 세 번을 더 놓았다 
좀만 더 기다리면 마취 됐을 것 같은데 …. 놓자마자 ◠‿ㅜ 두 시간이 지나도 마취가 안 풀려요…. ´•̥_•̥`",4월 18일,,3
116,( 질척한 웃음소리 새나온다 농밀히 얽혔던 혀끝 이내 시현 잇몸에서 천장을 훑는다 유성 목덜미 감았던 팔 힘주어 제 쪽으로 끌었다. ),4월 18일,,
117,"@LOA__M
 님에게 보내는 답글",4월 18일,,1
118,"@yoongisepo
 님에게 보내는 답글",4월 18일,,
119,"<메이킹> ※잇몸 마름 주의※ <구필수는 없다> 포스터 촬영 메이킹 영상 (출처 : 스튜디오지니 | 네이버TV) http://naver.me/F0cFGS3z
#정동원 #showpl_JDW",4월 18일,2,5
120,"눈, 귀, 혈관, 위장, 근골격, 잇몸

아, 스킨케어는 덤이에요.",4월 18일,,
121,"잇몸말라가는 자...
Listen to #BTS_Butter by #BTS the best selling song of 2021 
@BTS_twt",,,
122,제 멋대로 구부러진 칫솔 갖다 이빨을 닦다 보면은 잇몸에 피가 나게 닦아도 당췌 치석은 빠져 나올 줄을 몰라 - '싸구려커피' 中,4월 18일,,
123,"@Tatsuka__cos
 님에게 보내는 답글",4월 18일,,
124,"이준호 그렇게웃지말라고 아 심장아파
아니야 웃어 아니야 웃지마 아니야 앜
오늘도 내잇몸만개",4월 18일,,32
125,"@mellam_cos
 님에게 보내는 답글",4월 18일,,
126,"뭘 어떡해,,,,사넴이 내 앞에 앉아있으면 잇몸미소 꾹 참고 뉘시오 하겠지,,,,,,,,,,",4월 18일,,1
127,켄트는 빗자루처럼 슬슬 긁어내는 느낌의 마무리라 잇몸도 아프기도 하고 헤드도 크고... 이 사이에 잘 끼는 분들이 쓰기엔 좋다고 생각함. 플라그 청소도 이걸로 잘 쓸어버릴 수 있다구 생각함. 근데 저는 큐라덴의 걸레질 마무리가 좋네요.,4월 18일,,
128,"기존 큐라덴 5460도 헤드가 커서 가끔 잇몸에 미사일처럼 돌진 갖다박아 해가지고 으악 비명질렀던 나 같은 새끼손톱만한 치아와 작은 입 소유자는 좋을 듯. 치실은 원래 써서 잘 모르겠는데, 전 교정인이라 이 사이 공간이 원체 좁습니다. 켄트랑 비교하면 훨씬 부드러움.",4월 18일,,
129,"큐라덴 벨벳 칫솔 3일 쓴 후기
모가 특출나게 부드러운 건 내 손끝으로 느끼고 잇몸에서는 잘 안 느껴짐. 굳이 따지자면 잇몸 자극이 덜하다는 점? 큐라덴 특유의 빡빡 걸레질하는 것처럼 닦는 느낌과 마무리는 여전하고, 헤드가 작아서 나처럼 이가 작고 입 공간이 작은 사람들이 쓰기 좋음.",4월 18일,,2
130,그래도 치과가서 충치랑 치석관리 잘하셧네요 깨끗하셔요 소리들으면 뿌듯하긴함 당연함 양치할때 쓰는 도구만 네다섯개임 잇몸약한건 뭐 .. 어쩔수업지 엄마아빠잘못,4월 18일,,2
131,잇몸만개한 미이,4월 18일,,
132,"@karen050721
 님에게 보내는 답글",4월 18일,,
133,행복해라 얘들아~!(최애 바라보며 잇몸웃음),4월 18일,,
134,주사를 얼굴에 놓는다잖아아아아아아ㅏ아그게말이됨????어?나는 지금껏 얼굴에 놓는 주사는 묻힌 사랑니 뺄때 잇몸에 마취주사가 전부였다고오오오오오옥,4월 18일,,
135,슬쩍 보고 치아+잇몸인 줄 알았던..,4월 18일,,3
136,"어금니 뒤쪽 잇몸이 아픈데
음?
사랑니?
이게… 사랑니?",4월 18일,,
137,"내 월요일이,, 이렇게 활기차질 줄이야... 잇몸이 마르도록 웃고 있어요 부기님...",4월 18일,,1
138,"이준호 그렇게웃지말라고 아 심장아파
아니야 웃어 아니야 웃지마 아니야 앜
오늘도 내잇몸만개",4월 18일,,32
139,"@mellam_cos
 님에게 보내는 답글",4월 18일,,
140,"뭘 어떡해,,,,사넴이 내 앞에 앉아있으면 잇몸미소 꾹 참고 뉘시오 하겠지,,,,,,,,,,",4월 18일,,1
141,지하철에서 애기사진보고 잇몸만개하며 웃고잇음 요새 주변에 갓난애기들 많아서 행복해,4월 18일,,
142,"사랑니를 반드시 뽑지 않아도 되는 경우는, 충치나 잇몸질환을 야기할 가능성이 없는 상태입니다. 즉, 사랑니까지 양치질이 적절히 되고, 충치나 잇몸질환이 없으며, 모양과 상태가 양호하여 향후에도 문제를 일으킬 가능성이 거의 없는 경우죠.",4월 18일,,
143,"과속방지턱 없는 입덕 포인트, 뽀시래기 시절 아이돌 모먼트 | 다음 뉴스 https://news.v.daum.net/v/20220418110110944…
작고 귀여워 잇몸 마르고, 소중함 가득한 엄마 미소로 갈아 끼우게 되는 더보이즈 선우의 어제 찍은 것 같은 어릴 적 사진을 모아봤다.",4월 18일,177,396
144,갑자기 잇몸 만개함,4월 18일,,
145,"모닝고추 않맵다더니 방금 청량고추인줄 알았자냐요 잇몸까지 아프다
이 매움이 가시기 전에 돌아오라",4월 18일,,
146,잇몸만개해버림ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4월 18일,,
147,"사랑니뽑을때 솔직히 마취주사까지도 견딜수있었다
진짜 아팠던건 잇몸 봉합한다고 의사쌤이 내 입 찢어지는거 신경도 안쓰시고 실로 꿰매셨을때...
입옆구리가 찢어졌음...어쩔수없지 사람 입크기가 한계가있는게 잘못이야((눈물딲음",4월 18일,,4
148,아 준나 구내염이 개 크게 왼쪽 아래 어금니 옆에 빠바방 나버리는 바람에 잇몸도 붓고 머리도 아픔 -_- 구내염 개객끼,4월 18일,,3
149,생각이 부정적인 비탈로 굴러가려고 할 때는 여관방송 미니 에피소드의 발터헬가 모멘트들을 생각한다... 백퍼센트의 확률로 광대발사 잇몸만개 행복충전 가능ㅋㅋㅋㅋ,4월 18일,,1
150,한... 3일 전부터 가만히 있어도 오른쪽 위 치아인지 잇몸인지가 욱신욱신 아픈데 망한 건가........,4월 18일,,
151,"생각해보면 항암치료 때도, 백혈구 수치 떨어지면 곧바로 입 안이 헐고 잇몸 헐고 혀 헐어서 진짜 뭣도 못먹은게 하루이틀이 아니었는데, 그거랑 같은 맥락인가...;; 뭐만 했다하면 입안이 엉망이네 ㅠㅠ",4월 18일,,4
152,"엽17의 조신함과 해묵은 순정이 몹시 마음에 드는데다 심지어 얘를 등we가 연기한다고 생각하니 잇몸이 버적버적 말라 갈라지거든요. 엽17한테 넘어갈까 봐 심장에 힘 꼭 주고 ㅊㅎ 나오길 기다리는 중. ㅊㅎ아, 빨리 좀 나와 봐. 너를 향한 신의를 지키기가 점점 힘들어지는 중이라고.",4월 18일,,2
153,잇몸치료..아푸다.. 저번엔 마취해서몰랏슴..,4월 18일,,
154,잇몸이 너무 너덜너덜해졋어..,4월 18일,,
155,"너무 졸려... 피곤해...
며칠째 잠을 또 못자고있잖아... 잇몸이 붓고 혓바늘이 가득해...",4월 18일,,
156,허엌... 스케일링이랑 잇몸치료해드릴때 목이랑 허리가너무아파앙ㄱ..,4월 18일,,1
157,""" 감이 무뎌져? 누가? 내가? 하, 쓸데없는 걱정이야. 왕자. 내 목이 달려있는 동안은 이가 무뎌질 일 없어. 설령 그런일이 일어난다해도 잇몸으로라도 물어뜯어줄 수 있거든.

그래, 어째? 해볼테야? """,4월 18일,,1
158,갑자기 잇몸 만개함,4월 18일,,
159,"모닝고추 않맵다더니 방금 청량고추인줄 알았자냐요 잇몸까지 아프다
이 매움이 가시기 전에 돌아오라",4월 18일,,
160,잇몸만개해버림ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4월 18일,,
161,"사랑니뽑을때 솔직히 마취주사까지도 견딜수있었다
진짜 아팠던건 잇몸 봉합한다고 의사쌤이 내 입 찢어지는거 신경도 안쓰시고 실로 꿰매셨을때...
입옆구리가 찢어졌음...어쩔수없지 사람 입크기가 한계가있는게 잘못이야((눈물딲음",,,
162,"발치한지 오래된 사랑니 자리가 아프다면?

이미 발치한지 오래된 사랑니 위치의 잇몸이 아픈 이유는 왜일까요
예미안치과 송정현 원장님이 말씀해 주셨습니다.
http://goo.gl/oQNonY",4월 18일,,
163,잇몸 헐엇ㅅ서..,4월 18일,,
164,"어제 있던 넘나 뿌듯한일
고정멤버들이랑 디코중에.. 멤버분들이
 “카논상 효월에서 탱커 첨 하셨다고요?”
“넹”
“헐 대박 우리 공대 백마님이 지금껏 본 탱커중에서 카논상이 젤 잘한대요”
하고 얘기해줘서 헤헷 하즈카시~ 하구 잇몸미소 지었음",4월 18일,,4
165,"[메이킹] ※잇몸 마름 주의※ [구필수는 없다] 
포스터 촬영 메이킹 영상 준표 동원 cut
https://youtu.be/wW4ewVKi-ho",4월 18일,12,42
166,"[메이킹] ※잇몸 마름 주의※ [구필수는 없다] 포스터 촬영 메이킹 영상 
https://youtu.be/wW4ewVKi-ho - 
@YouTube",4월 18일,11,34
167,그대들 깔깔 웃기만해도 잇몸이 말라....,4월 18일,,
168,이지독때문에 잇몸마른다,4월 18일,,
169,"[메이킹] ※잇몸 마름 주의※ 
[#구필수는없다] 포스터 촬영 메이킹

인스타그램
https://instagram.com/tv/CceJohgvDuN/

유튜브
https://youtu.be/wW4ewVKi-ho

네이버TV
https://tv.naver.com/v/26245827

#윤두준 #두준 #dujun #정석",4월 18일,174,226
170,너무 웃어 잇몸이 다 마를지경.. 잇몸에 미스트 뿌려가며 봐야하는 소설 가벼운 코믹물같지만 묵직한 사건 한방 있을듯한 느낌.. 코믹같지만 시리어스물일듯한 느낌적인 느낌,4월 18일,,
171,"오늘 오빠네 집 코앞인 수원컨펜션센타에서 폇쇼 한다길래 갔다가 물로만 치석제거 잇몸보호되는 칫솔 구입
이게 32000원!!!
내칫솔이 얼마더라..;;;;
키우는 반려동물을 위해 아낌없이 지갑을 여는 사람들이 이렇게나 많구나...바글대는 사람들 보고 새삼 느낌",4월 18일,,
172,다이아잇몸들 데려와주세요 주전호소인 멈춰주세요,4월 18일,,
173,아 어제 양치 넘 힘줘서 햇다가 잘못해서 잇몸에 존ㄴ나 박앗음 개아파,4월 18일,,
174,잇몸 부엇어,4월 18일,,2
175,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 잇몸 다 드러내고 너무 흉하게 웃었다 누가 그렇게 귀여우래 미늉기가 잘못해따!!!!!!!!ㅠㅠㅠㅠㅠㅠㅠㅠ귀여워ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,4월 18일,4,22
176,,4월 18일,,
177,"오늘 오빠네 집 코앞인 수원컨펜션센타에서 폇쇼 한다길래 갔다가 물로만 치석제거 잇몸보호되는 칫솔 구입
이게 32000원!!!
내칫솔이 얼마더라..;;;;
키우는 반려동물을 위해 아낌없이 지갑을 여는 사람들이 이렇게나 많구나...바글대는 사람들 보고 새삼 느낌",4월 18일,,
178,다이아잇몸들 데려와주세요 주전호소인 멈춰주세요,4월 18일,,
179,아 어제 양치 넘 힘줘서 햇다가 잘못해서 잇몸에 존ㄴ나 박앗음 개아파,4월 18일,,
180,200원이면 잇몸으로 고기  를 씹을수 있다구????★★연육제vs과일★★★  by. 아하부장_JOHNCOOK (출처 : daahkooh님.. | 블로그),4월 18일,,
