,내용,날짜,별점,재구매,한달사용기,종류
21,사용해봐야 알겠지만 먼저 배송이 빠릅니다. 일반적인교정칫솔로써 부드럽네요. 2주에 하나씩 쓰다보니 좀 다량으로 구입하게 됩니다,2019-07-17,4,0,0,3
22,어금니 슬림형 잇몸 닦으려고 샀는데 다른 타입들이랑 두드러지는 차이점은 발견하지 못했습니다~ 나이 들수록 치주염 위험이 증가하니 전 꾸준하게 잘쓸 것 같네요,2019-07-17,5,0,0,4
23,올슬림모 엄~청 부드럽지는 않지만 진짜 시중에 파는 칫솔보다 쓸만해요! 어느정도 세기는 있어야 프라그가 잘 씻겨내려가니까 전 만족이요! 앞으로 올슬림모로 구매할 것 같아요,2019-07-17,5,0,0,1
24,치아때문에 구매했는데 잘 사용하고 있습니다. 재구매 해야겠어요. 감사합니다,2019-07-17,4,0,0,2
25,치아때문에 구매했는데 잘 사용하고 있습니다. 재구매 해야겠어요. 감사합니다,2019-07-17,4,0,0,2
26,어금니 슬림형 잇몸 닦으려고 샀는데 다른 타입들이랑 두드러지는 차이점은 발견하지 못했습니다~ 나이 들수록 치주염 위험이 증가하니 전 꾸준하게 잘쓸 것 같네요,2019-07-17,5,0,0,4
27,배송빠르고 부들부들합니다 . 재구매 할거그에요. 포장도 꼼꼼한대 다음부터는 비닐에 안넣어주셨으면 해요 저에게는 걍 다 버려애하니깐요. 또 살때 요청하려고요,2019-07-18,5,0,0,1
28,부들부들 좋아요 재구매각이예용어금니형으로 있으니 더 꼼꼼하게 닦일거 같아요  캡도 있어서 좋아요.,2019-07-18,5,0,0,4
29,부들부들 좋아요 재구매각이예용어금니형으로 있으니 더 꼼꼼하게 닦일거 같아요  캡도 있어서 좋아요.,2019-07-18,5,0,0,4
30,배송도 빠르고 포장도 잘 되서 도착했어요 잘 닦이고 칫솟모도 부드럽고 좋아요,2019-07-21,5,1,0,2
31,배송도 빠르고 포장도 잘 되서 도착했어요 잘 닦이고 칫솔모도 부드러워요,2019-07-21,5,1,0,1
32,와이프가 좋아합니다,2019-07-21,5,0,0,4
33,배송도 빠르고 포장도 잘 되서 도착했어요 잘 닦이고 칫솟모도 부드럽고 좋아요,2019-07-21,5,1,0,2
34,와이프가 좋아합니다,2019-07-21,5,0,0,4
35,배송도 빠르고 포장도 잘 되서 도착했어요 잘 닦이고 칫솔모도 부드러워요,2019-07-21,5,1,0,1
36,저번에 써보고 맘에 들어 재구매했네요,2019-07-22,5,0,0,2
37,저번에 써보고 맘에 들어 재구매했네요,2019-07-22,5,0,0,2
38,저번에 써보고 맘에 들어 재구매했네요,2019-07-22,5,0,0,2
39,잘 닦이는 것 같아 재구매했습니다,2019-07-22,5,0,0,2
40,잘 닦이는 것 같아 재구매했습니다,2019-07-22,5,0,0,2
41,잘 닦이는 것 같아 재구매했습니다,2019-07-22,5,0,0,2
42,합니다  배송은 좀 느렸어요,2019-07-24,3,0,0,1
43,합니다  배송은 좀 느렸어요,2019-07-24,3,0,0,1
44,예요  금요일 주문 수요일 도착  배송은 좀 느렸어요,2019-07-24,3,0,0,1
45,금요일 주문 수요일 도착 배송은 좀 느렸어여  재구매합니다,2019-07-24,3,0,0,4
46,아들이 교정하고 있어 주문해어요~^^자주 바꿔주야 하는데 치과에서  보다 훨씬 저렴하니 잘 한것 같아요~,2019-07-24,5,0,1,1
47,금요일 주문 수요일 도착 배송은 좀 느렸어여  재구매합니다,2019-07-24,3,0,0,4
48,예요  금요일 주문 수요일 도착  배송은 좀 느렸어요,2019-07-24,3,0,0,1
49,헤드 큰게 더 좋을줄 알았는데  실제 써보니 작은게 더 좋네요 ㅎ,2019-07-25,5,0,0,3
50,헤드 큰게 더 좋을줄 알았는데  실제 써보니 작은게 더 좋네요 ㅎ,2019-07-25,5,0,0,3
51,헤드 큰게 더 좋을줄 알았는데  실제 써보니 작은게 더 좋네요 ㅎ,2019-07-25,5,0,0,1
52,칫솔이 딱딱해서 교정기 사이사이 잘닦입니다,2019-07-25,1,0,0,3
53,헤드 큰게 더 좋을줄 알았는데  실제 써보니 작은게 더 좋네요 ㅎ,2019-07-25,5,0,0,1
54,아이가 교정기를 해서 교정칫솔이  필요했어요  부드럽고 좋네요 미세모라서 빨리 닳을것 같아요 그래도 아이니까 부드러운걸 사용하는게 좋을것같아요  또 구매해야 겠어요~,2019-07-25,4,0,0,2
55,만족합니다 두번째주문하는거에요~~!! 남편은이중미세모좋아해서 두가지주문했어요~잘쓸게요,2019-07-25,4,0,0,2
56,배송도빠르고 칫솔도만족합니다~~ 두번째주문한건데 다 쓰면 또주문할게요,2019-07-25,5,0,0,1
57,배송두빠르고 칫솔도 만족해요!!! 두번째주문한거에요~~,2019-07-25,5,0,0,3
58,배송두빠르고 칫솔도 만족해요!!! 두번째주문한거에요~~,2019-07-25,5,0,0,3
59,매번사서 쓰고 있어요 이가 잘딱이고 아프지 않아요 선물로 주신 혀클리너 좋네요,2019-07-25,5,1,0,1
60,매번사서 쓰고 있어요 이가 잘딱이고 아프지 않아요 선물로 주신 혀클리너 좋네요,2019-07-25,5,1,0,1
61,칫솔이 딱딱해서 교정기 사이사이 잘닦입니다,2019-07-25,1,0,0,3
62,아이 교정용 칫솔로 부드럽고 좋아요 부드러운 대신 빨리 닳는것도 있긴 하지만 아이닠바 부드러운걸로 선택  했어요~ 다 쓰면 재구매 해야겠어요,2019-07-25,5,0,0,1
63,배송 정말 빠르구요! 칫솔 어제 받아서 오늘 새로 사용했어요 크게 나쁘진않은거같아요 더 사용해봐야 알겠지만 색상도 요청대로 보내주셔서 감사드립니다. 번창하세요^^,2019-07-26,5,0,0,2
64,늘 쓰던거라 만족해요,2019-07-27,5,1,0,4
65,배송빠르고 맘에 듭니다~ 잘 쓸께요!!,2019-07-27,5,0,0,4
66,만족합니다. 감사합니다.,2019-07-27,5,1,0,4
67,배송 마르고 엄청 좋아요,2019-07-27,5,0,0,1
68,배송 무찌르고 엄청 조항영,2019-07-27,5,0,0,4
69,배송 엄청 빠르고 칫솔 부드러워요. 근데 작은것만 시켜서 그런지 칫솔모가 작아서 양치시간이 더 오래걸려요~~맘에는 듭니다.,2019-07-27,5,0,0,1
70,늘 쓰던거라 만족해요,2019-07-27,5,1,0,3
71,이주 만족 배송 엄청 빨라요,2019-07-27,5,0,0,1
72,양치할때마다 어금니가 신경쓰였는데 세게 닦으면 피가나고ㅜㅜ 이런게 있는지 몰랐네요. 맘에 듭니다~,2019-07-27,5,0,0,4
73,만족합니다. 감사합니다.,2019-07-27,5,1,0,4
74,배송 무찌르고 엄청 조항영,2019-07-27,5,0,0,4
75,배송 엄청 빠릅니다!! 이것저것 골랐는데 큰차이는 모르겠어요~잘 쓰겠습니다.,2019-07-27,5,0,0,2
76,이주 만족 배송 엄청 빨라요,2019-07-27,5,0,0,1
77,배송 빠르고 맘에 듭니다~~~ 3가지종류 시켰는데 큰차이는 모르겠어요. 어금니 칫솔 좋습니다~~~,2019-07-27,5,0,0,2
78,늘 쓰던거라 만족해요,2019-07-27,5,1,0,4
79,배송빠르고 맘에 듭니다~ 잘 쓸께요!!,2019-07-27,5,0,0,4
80,늘 쓰던거라 만족해요,2019-07-27,5,1,0,3
81,배송 마르고 엄청 좋아요,2019-07-27,5,0,0,1
82,초 5학년 아이라 성인용으로 구매했어요. 칫솔모도 많이 크지않고 아이들이 쓰기 괜찮을듯. 아직은 사용전입니다,2019-07-28,4,0,0,2
83,잘못 구매했지만 사용해보니구석구석 닦기 좋아요,2019-07-28,5,0,0,2
84,잘못 구매했지만 사용해보니구석구석 닦기 좋아요,2019-07-28,5,0,0,2
85,좋아요 맘에들어요 잘산거같아요배송도 정말 잘 어울려요,2019-07-28,5,0,0,2
86,항상 쓰던거예요. 적당한크기 가족모두 사용하기좋아요.,2019-07-29,4,0,0,2
87,두번째 구매합니다~이번에는 어른칫솔도 구매해봤는데 괜찮으면 어른것도 이걸로 바꿔야겠어요~,2019-07-31,5,0,0,2
88,항상쓰던거예요 ㅎ ㅎ ㅎ ㅎ ㅎㅎ,2019-07-31,5,0,0,2
89,두번째 구매 입니다.칫솔 넘 좋아서 가족들것도 이번에 다바꿨어요^^,2019-07-31,5,0,0,1
90,항상쓰던거예요 ㅎ ㅎ ㅎ ㅎ ㅎㅎ,2019-07-31,5,0,0,2
91,칫솔모가 완전 맘에들어요,2019-08-01,5,0,0,2
92,교정 철사 안으로 잘 들어가요. 매우 탄력있어서 치아 관리하기에 용이합니다.,2019-08-01,5,0,0,4
93,칫솔모가 완전 맘에들어요,2019-08-01,5,0,0,2
94,교정 철사 안으로 잘 들어가요. 매우 탄력있어서 치아 관리하기에 용이합니다.,2019-08-01,5,0,0,4
95,잇몸이 안좋아 부드러운 칫솔모 찾다가 구입했어요. 작아서 꼰꼼히 닦기 좋아요.,2019-08-02,4,0,0,1
96,잇몸이 안좋아 부드러운 칫솔모 찾다가 구입했어요. 작아서 꼰꼼히 닦기 좋아요. 칫솔모가 부드럽고 좋아요.,2019-08-02,4,0,0,3
97,잇몸이 안좋아 부드러운 칫솔모 찾다가 구입했어요. 작아서 꼰꼼히 닦기 좋아요. 칫솔모가 부드럽고 좋아요.,2019-08-02,4,0,0,3
98,만족합니다. 앞으로 잘 쓰고 좋으면 나중에 또 살께요,2019-08-02,5,0,0,2
99,잇몸이 안좋아 부드러운 칫솔모 찾다가 구입했어요. 작아서 꼰꼼히 닦기 좋아요.,2019-08-02,4,0,0,1
100,교정중인 중학생딸 치과에서 판매하는 칫솔과  같은건데 훨씬 더 저렴하게 구입해서 좋아요~ 딸아이가 좋대요~,2019-08-02,5,0,0,1
101,잇몸이 안좋아 부드러운 칫솔모 찾다가 구입했어요. 작아서 꼰꼼히 닦기 좋아요.,2019-08-02,4,0,0,1
102,교정중인 중학생딸 치과에서 판매하는 칫솔과  같은건데 훨씬 더 저렴하게 구입해서 좋아요~ 딸아이가 좋대요~,2019-08-02,5,0,0,1
103,"마음에 들어요  만족합니다 근데 일반모칫설은 치솔모가 탄성이 부족해서 원하던 칫솔이 아니네요,",2019-08-03,5,0,0,3
104,젤리나 초코렛 좋아하는 아들땜에 어금니 칫솔 샀네요. 안쪽까지 잘 닦여지니 괜찮습니다,2019-08-03,5,0,0,4
105,젤리나 초코렛 좋아하는 아들땜에 어금니 칫솔 샀네요. 안쪽까지 잘 닦여지니 괜찮습니다,2019-08-03,5,0,0,4
106,써보고 리뷰또쓸께요,2019-08-03,4,0,0,3
107,아이가 어금니에 실란트를 해도 양치가 안쪽까지 잘 안되는 것 같아 구매했어요. 만족합니다,2019-08-03,5,0,0,4
108,"마음에 들어요  만족합니다 근데 일반모칫설은 치솔모가 탄성이 부족해서 원하던 칫솔이 아니네요,",2019-08-03,5,0,0,3
109,써보고 리뷰또쓸께요,2019-08-03,4,0,0,3
110,아이가 어금니에 실란트를 해도 양치가 안쪽까지 잘 안되는 것 같아 구매했어요. 만족합니다,2019-08-03,5,0,0,4
111,배송도 빠르고 치과에서 교정칫솔 금액보다 더 저렴하며 사용하기 편해 아이가 넘 좋아합니다..,2019-08-04,4,1,0,2
112,배송도 빠르고 치과에서 교정칫솔 금액보다 더 저렴하며 사용하기 편해 아이가 넘 좋아합니다..,2019-08-04,4,1,0,2
113,저렴하고 좋은 칫솔이에요,2019-08-05,5,0,0,3
114,늘 사용하던 것 입니다. 좋아요,2019-08-06,4,0,0,1
115,잘써보겠습니다 감사합니다,2019-08-06,4,0,0,3
116,숯이라니 더 좋을 것 같은 느낌? ㅋ잘 사용할게요,2019-08-06,4,0,0,1
117,"칫솔 잘 받았습니다. 우선 처음 쓰는거라 4점드리고, 이후에 괜찮으면 한달 후기에서 5점드릴게요",2019-08-06,4,0,0,2
118,잘 사용할게요. 다 쓰면 또 살게요,2019-08-06,4,0,0,1
119,아이 어금니용으로 시켜봤는데 좋아요.,2019-08-06,4,0,0,4
120,일단 포장이 굉장히 깔끔해서 좋네요,2019-08-06,4,0,0,3
121,슬림형 일반형 크게다르지않지만 좋네요,2019-08-06,4,0,0,1
122,칫솔모가 엄청 부드러워서 좋아요 칫솔모 크기도 적당해서 초등학생이 사용할수있어서 좋습니다,2019-08-07,5,0,0,1
123,하필 휴가랑겹쳐서 늦게받았지만 저렴한가격에 잘샀습니다.,2019-08-07,3,0,0,4
124,굿굿 좋아여 부드럽고 안쪽까지 더 잘 닦이내요ㅎㅎ 성인 칫솔보다 좋은게 많아용,2019-08-07,4,0,1,1
125,칫솔모가 엄청 부드러워서 좋아요 칫솔모 크기도 적당해서 초등학생이 사용할수있어서 좋습니다,2019-08-07,5,0,0,1
126,하필 휴가랑겹쳐서 늦게받았지만 저렴한가격에 잘샀습니다.,2019-08-07,3,0,0,4
127,어금니 안쪽까지 칫솔질이 되서 좋아용! 신경 안쓰던 부분도 신경 쓸 수잇어 좋네요ㅎㅎ,2019-08-07,5,0,1,4
128,배송도 빠르고 좋아요 ㅎㅎ 치과에서 일하는 일인으로써 미세모가 좋네요 ㅎㅎ,2019-08-07,5,0,0,2
129,칫솔모가 매우 부드러워서 잇몸 예민한 저한테는 잘맞고요 어른 초등학생 모두 같이 사용할수 있어서 더 좋아요,2019-08-07,5,0,0,1
130,아직 안써봤는뎅... 어린이 칫솔도 맘에 들어서 좋을 것 같아용ㅋㅋ 칫솔 떨어짐 여기서 계속 주문 하려구여!!!!,2019-08-07,5,0,1,3
131,어금니 안쪽까지 칫솔질이 되서 좋아용! 신경 안쓰던 부분도 신경 쓸 수잇어 좋네요ㅎㅎ,2019-08-07,5,0,1,4
132,하필 휴가랑겹쳐서 늦게받았지만 저렴한가격에 잘샀습니다.,2019-08-07,3,0,0,4
133,배송도 빠르고 좋아요 ㅎㅎ 치과에서 일하는 일인으로써 미세모가 좋네요 ㅎㅎ,2019-08-07,5,0,0,2
134,아직 안써봤는뎅... 어린이 칫솔도 맘에 들어서 좋을 것 같아용ㅋㅋ 칫솔 떨어짐 여기서 계속 주문 하려구여!!!!,2019-08-07,5,0,1,3
135,칫솔모가 매우 부드러워서 잇몸 예민한 저한테는 잘맞고요 어른 초등학생 모두 같이 사용할수 있어서 더 좋아요,2019-08-07,5,0,0,1
136,굿굿 좋아여 부드럽고 안쪽까지 더 잘 닦이내요ㅎㅎ 성인 칫솔보다 좋은게 많아용,2019-08-07,4,0,1,1
137,치과칫솔 좋아요 일반 칫솔은 칫솔모가 커서 별로 였는데 역시 칫과 칫솔이 좋아요,2019-08-08,4,0,0,1
138,항상쓰던ㄷ거구요 배송 빨라서 좋아요,2019-08-08,5,0,0,2
139,기존 사무실에서 치과칫솔을 사용 했는데 좋아서 네이버검색으로 구매 했는데 너무 좋네요 그립감이 좋도록 실리콘 처리도 되어 있고 좋아요,2019-08-08,5,0,0,1
140,치과칫솔 좋아요 일반 칫솔은 칫솔모가 커서 별로 였는데 역시 칫과 칫솔이 좋아요,2019-08-08,4,0,0,1
141,항상쓰던ㄷ거구요 배송 빨라서 좋아요,2019-08-08,5,0,0,2
142,부드럽고 너무 좋습니다.  또 구매할 것 입니다.,2019-08-08,5,0,0,1
143,부드럽고 너무 좋습니다.  또 구매할 것 입니다.,2019-08-08,5,0,0,1
144,치과칫솔 좋아요 일반 칫솔은 칫솔모가 커서 별로 였는데 역시 칫과 칫솔이 좋아요,2019-08-08,4,0,0,1
145,지난번에 주문해서 다 쓰고 재구매 했어요 슬림모라 구서구석 잘 닦이고 이가 시린 편인데 자극도 적은것 같아요,2019-08-08,5,0,0,1
146,겁나쥬아용 또구매할껍니당!!!,2019-08-08,5,0,0,4
147,겁나쥬아용 또구매할껍니당!!!,2019-08-08,5,0,0,4
148,항상 오랄비 쓰다가 치과용 칫솔이 좋다고해서 구매하게 되었어요 칫솔모도 부드럽고 칫솔크기도 작아서 어금니까지도 잘 닦이네요 부드럽게 구석구석 닦여서 만족하고 친정엄마도 사드렸네요 같이구매한 어금니 칫솔도 같이 사용하니 더 깨끗함이 느껴지고 사은품으로 주신 혀클리너는 진짜 열심히 잘 사용중으로 만족!!!!,2019-08-08,5,1,0,3
149,전 두가지 종류샀어요 교정 시작하고 분명 칫솔질 잘했다고 생각했는데 어금니용으로 또 닦으니 이물낀게 나오더군요😒 여튼 다쓰면 재구매할생각이예요,2019-08-08,5,0,0,4
150,항상쓰던ㄷ거구요 배송 빨라서 좋아요,2019-08-08,5,0,0,2
151,2번째 구매입니다 사용해보니 만족해서 이가 아프신 친정엄마꺼 구매후 보내드렸는데 엄마도 칫솔모도 부드럽고 오히려 시중 칫솔보다 더 구석구석 시원하게 잘 닦이신다네요 아이꺼두 다 바꾸고 암웨이꺼 사용했었는데 이제품로 모두 교체완료 우리집 칫솔은 앞으로 바로 너!!!!,2019-08-08,5,1,0,1
152,치아교정중 인데 마음 에 들어요,2019-08-09,5,0,0,3
153,무난하게사용하기좋음 어린이집보내기좋음,2019-08-09,5,0,0,1
154,배송빠르고 칫솔도 부드럽고 좋아요,2019-08-09,4,0,0,2
155,안쪽 어금니까지 깨끗하게 닦을 수 있을 것 같아요,2019-08-09,5,0,0,4
156,가격도 저렴하고 교정중인데 잘 사용할수 있을거 같아요,2019-08-09,5,0,0,3
157,기대한것보다 더 좋네요,2019-08-09,5,0,0,2
158,칫솔모 부드럽고 진짜좋아요.다만 칫솔부분이 좀 작아요,2019-08-09,4,0,0,1
159,칫솔헤드가 크지않아서 구석구석 닦기 조아여,2019-08-09,5,0,0,2
160,싸게 잘 샀어요~ 아이들이 교정하고있는데 한동안 잘쓰겠네요,2019-08-09,5,0,0,3
161,부드럽고 좋습니다. 색상이 다양해서 가족모두 만족합니다.,2019-08-09,4,0,0,2
162,싸게 잘 샀어요~ 아이들이 교정하고있는데 한동안 잘쓰겠네요~,2019-08-09,5,0,0,1
163,부드러워서 좋아요👍,2019-08-09,5,0,0,1
164,실키실키하네요 완전부드러워요. 새로 치아솟은부분 칫솔질할때 아프지않다네요,2019-08-09,5,0,0,1
165,교정해서 모가 금방 망가져서  우선 치과보단 저렴해요 처음에 양치할때 모가 교정기에 끼고 몇가닥 빠져서 당황스러웠는데 만족합니다,2019-08-09,5,0,0,3
166,쓰던거라~ 배송삐르네요,2019-08-09,5,0,0,1
167,부드러워서 좋아요!,2019-08-09,5,0,0,2
168,교정중인데 저렴하고 배송도 빠르고 좋아요,2019-08-09,5,1,0,1
169,부드럽고 좋습니다. 색상이 다양해서 가족모두 만족합니다.,2019-08-09,4,0,0,2
170,가격도 저렴하고 교정중인데 잘 사용할수 있을거 같아요,2019-08-09,5,0,0,3
171,종류별로 샀어요 마음에 들어요,2019-08-09,5,0,0,1
172,배송빠르게 잘받았어요  임신중이라 부드러운  칫솔모 찾고있었는데 좋아요,2019-08-09,4,0,0,1
173,칫솔모 부드럽고 진짜좋아요.다만 칫솔부분이 좀 작아요,2019-08-09,4,0,0,1
174,미세모가 진짜 부드러워요 이렇게 부드러운 칫솔은 처음,2019-08-09,5,0,0,1
175,실키실키하네요 완전부드러워요. 새로 치아솟은부분 칫솔질할때 아프지않다네요,2019-08-09,5,0,0,1
176,싸게 잘 샀어요~ 아이들이 교정하고있는데 한동안 잘쓰겠네요~,2019-08-09,5,0,0,1
177,싸게 잘 샀어요~ 아이들이 교정하고있는데 한동안 잘쓰겠네요,2019-08-09,5,0,0,3
178,몇개월 사용하고 재구매했어요~,2019-08-10,5,0,0,1
179,아이가 좋대요 부드럽다고 안아프다고,2019-08-10,5,0,0,2
180,일반모랑 섞어 써요 좋아요,2019-08-10,5,0,0,2
181,크기가 작은데 계속 사용하다보면 딱 나한테 맞다고 느껴지고 사용하기 편합니다 찌꺼기 잘낍니다 오래 사용은 힘들어요,2019-08-10,5,0,0,3
182,일반모랑 섞어 써요 좋아요,2019-08-10,5,0,0,2
183,크기가 작은데 계속 사용하다보면 딱 나한테 맞다고 느껴지고 사용하기 편합니다 찌꺼기 잘낍니다 오래 사용은 힘들어요,2019-08-10,5,0,0,3
184,저녁엔 일반모 써요 속시원!,2019-08-10,5,0,0,3
185,아직안써봤으나 괜찮을 거같니ㅔ용,2019-08-10,5,0,0,1
186,저녁엔 일반모 써요 속시원!,2019-08-10,5,0,0,3
187,아직안써봤는ㄷ 괜찮을거같아요,2019-08-10,5,0,0,3
188,아이가 좋대요 부드럽다고 안아프다고,2019-08-10,5,0,0,2
189,몇개월 사용하고 재구매했어요~,2019-08-10,5,0,0,1
190,일반모랑 섞어 써요 좋아요,2019-08-10,5,0,0,2
191,아이가 좋대요 부드럽다고 안아프다고,2019-08-10,5,0,0,2
192,항상 이것만 쓰느데 길어서 더 좋아요,2019-08-11,4,0,0,1
193,교정유 해서 교정용 치솔사다 둠. 가성비 최고,2019-08-11,5,0,0,3
194,어금니에 양치해도 끼는 찌꺼기 빼는 용도로 치간 칫솔보다 쓸모있고 개운,2019-08-11,5,0,0,4
195,아이들것도 손잡이가 좀 짧아요 ㅠㅠ 칫솔모는 그래도 크네요 ㅎ,2019-08-11,4,0,0,2
196,어금니칫솔은 처음 써 보는데  괜찮네요.,2019-08-11,5,0,0,4
197,생각했던것보다 손잡이가 짧아서 안타깝네요;;; 그래도 칫솔모는 맘에 들어요^^,2019-08-11,3,0,0,2
198,모가 빨리 닳아서 조금 아쉽네요,2019-08-11,3,0,1,3
199,아이들것도 손잡이가 좀 짧아요 ㅠㅠ 칫솔모는 그래도 크네요 ㅎ,2019-08-11,4,0,0,2
200,칫솔 아주 좋아요..재구매입니다,2019-08-11,5,0,0,2
201,교정유 해서 교정용 치솔사다 둠. 가성비 최고,2019-08-11,5,0,0,3
202,칫솔 아주 좋아요..재구매입니다,2019-08-11,5,0,0,2
203,적당한 힘이 있어서 닦이기 편해요,2019-08-11,5,0,0,2
204,어금니에 양치해도 끼는 찌꺼기 빼는 용도로 치간 칫솔보다 쓸모있고 개운,2019-08-11,5,0,0,4
205,치솔질하기 딱 적당하게 만들어졌어요,2019-08-11,5,0,0,2
206,생각했던것보다 손잡이가 짧아서 안타깝네요;;; 그래도 칫솔모는 맘에 들어요^^,2019-08-11,3,0,0,2
207,제품 만족합니다 배송도 빠르고요,2019-08-11,5,0,0,3
208,적당한 힘이 있어서 닦이기 편해요,2019-08-11,5,0,0,2
209,어금니칫솔은 처음 써 보는데  괜찮네요.,2019-08-11,5,0,0,4
210,제품 만족합니다 배송도 빠르고요,2019-08-11,5,0,0,3
211,치솔질하기 딱 적당하게 만들어졌어요,2019-08-11,5,0,0,2
212,항상 이것만 쓰느데 길어서 더 좋아요,2019-08-11,4,0,0,1
213,항상 이것만 쓰느데 길어서 더 좋아요,2019-08-11,4,0,0,1
214,제품 만족합니다 배송도 빠르고요,2019-08-11,5,0,0,3
215,적당한 힘이 있어서 닦이기 편해요,2019-08-11,5,0,0,2
216,치솔질하기 딱 적당하게 만들어졌어요,2019-08-11,5,0,0,2
217,어금니칫솔은 처음 써 보는데  괜찮네요.,2019-08-11,5,0,0,4
218,한번칫솔질로 칫솔모가 교정기에끼고 빠지네요. 비추천입니다,2019-08-12,3,0,0,3
219,한번칫솔질로 칫솔모가 교정기에끼고 빠지네요. 비추천입니다,2019-08-12,3,0,0,4
220,저번에 써보고 20개 주문했는데 솔이 금방 닳아요~~,2019-08-12,4,1,0,1
221,늘쓰고있는거라ᆢ모가탄탄해서 구석구석잘닦이는것같아요~,2019-08-12,4,1,0,1
222,좋아요. 부드러우면서도 튼실한 느낌 구석구석 개운한 느낌입니다.,2019-08-12,5,1,0,3
223,배송이 빠릅니다 수고하세요,2019-08-12,4,0,0,1
224,좋아요. 부드러우면서도 튼실한 느낌 구석구석 개운한 느낌입니다.,2019-08-12,5,1,0,3
225,구석구석 잘닦이는거 같가한데 솔이 약한듯 금방 닳아요~,2019-08-12,4,0,1,1
226,배송이 빠릅니다 수고하세요,2019-08-12,4,0,0,1
