,본문,날짜,리트윗,하트
32,치과 검진을 갔는데 문진표에 라텍스 알러지 여부를 묻길래 (있음) ? 하고 체크했더니 의사선생님이 장갑을 니트릴로 갈아끼셨다 하긴 장갑낀 손이 입 안으로 들어오니 그렇구나 이런 생각은 또 미처 못해봤네,4월 13일,2,1
33,원래 안좋던 이빨 상태가 갑자기 더 안좋아져서 내일 치과 예약해야겠다. 으 벌써부터 무서어ㅠㅜ,4월 13일,,
34,"@PdSPiCa
 님에게 보내는 답글",4월 13일,,
35,"내일 왕복2시간 .. 치과 또 가야돼
나 걍 죽을게",4월 13일,,
36,"상견니..일단메모해놈
근데소신발언하자면
상견니……..
치과 이름 같음..
사랑니아랫니윗니상견니",4월 13일,1,6
37,"아니 치통.. 찾아보니까 코로나걸렸는데 치통있는 사람이 꽤 이더라고? 이게 입을 물면(?) 아파…ㅠ 근데 윗어금니쪽 오,왼 전체적으로 다 아픈데. 이게 설마 다 충치는 아니겠지…? 코로나여서 치과듀 못가고 미치겠네",4월 13일,,1
38,"화이팅해보자

19일 오전 9시 두경부 해부학 기말고사
20일 오후 1시 약리학 중간고사
21일 오후 1시 생리학 3차고사
21일 오후 2시 구강조직학 중간고사
22일 오후 1시 치과생체재료 중간고사",4월 13일,,3
39,"@1218_2929
 님에게 보내는 답글",4월 13일,,
40,현제야 치과 가자,4월 13일,,
41,노예 현제랑 치과 싫어랑 유진 뽕알이 나온다고???,4월 13일,,
42,치과싫어 나오냐고?!?!,4월 13일,,
43,아 어카냐 나 진심 너무너무 바쁜데 지금 치과 장치 하나 떨어져서 반차 써야되게 생겻는데 ㅜ-ㅠ 아니근데 마감일 ** ㅅㅂ 집에서 일하기는 싫은데 돈 안주잔아 ******,,,
44,"@donotdunot
 님에게 보내는 답글",4월 13일,,
45,"@ubZlilbVaZ8WjhN
 님에게 보내는 답글",4월 13일,,2
46,"치과진료받는와중에 진짜 미친듯이 졸음 눈감고 입만벌리고있으니까ㅡㅡ
옆에서 아 해볼게요 삼백번들음
처자느라 눈은이미감겨있고 입이 5초마다 한번 스르륵 닫힘
그와중에 코도잠깐골음 개쪽팔린데 진료끝나니까 잠덜깨서 비몽사몽이라 결제하고 얼레벌레 뛰쳐나옴 부끄러운줄도모름 미친",4월 13일,,2
47,"니네...
Z세대가 맞긴 하군아.

아밀레이스는 침에 들어있는 탄수화물 분해하는데 쓰는 건데. 내가 치과에서 일하느라 그건 잘 알지.

어두운 바다의 등불이 되어 76화 | 연산호 저",4월 13일,,
48,치과 가기 전날에만 치실 열심히 하기 스킬…,4월 13일,,
49,"무 : 이러고는 치과 진료를 볼 수 없는데 어떡하죠.
해 : 오늘은 환자가 없을 겁니다.
무 : 어떻게 아세요?
해 : (웃음)

그날은 정말로 예약을 넣은 환자가 없었다고 한다.",4월 13일,,3
50,"내일 할 일

1. 응애님한테 택배부치기
2. 택배 반품 접수하기
3. 치과가기...",4월 13일,1,2
51,"@OTK6361
 님에게 보내는 답글",4월 13일,,
52,"@OTK6361
 님에게 보내는 답글",4월 13일,,
53,"@sintobul62
 님에게 보내는 답글",4월 13일,,
54,치과가바야대나??????????.......,4월 13일,,
55,고래가 아닌게 어딥니까.. 치과정도면 감지덕지해야할지두...ㅠ,4월 13일,,1
56,그리고 치과 가서 일시불로 긁고 한 달 일한 알바비를 싹 날린 후 양치 잘 하겠다고 다짐했을 때....,4월 13일,,
57,돈까스라며!! 돈까스라며!!!(삽화) 사실은 치과였음. (오늘자),4월 13일,1,2
58,삽화줄 때만 해도 돈가스 먹으러가는 줄 알았는데... 알고보니 치과였던 거예요....,4월 13일,60,37
59,"환자가 생각하는 치과수술 상황
현실: 전신을 이리꺾고 저리꺾어야 보이는 환자입안을 보려고 원장님은 90도로 숙여서 수술하고 어시는 좌우로 90도 허리를 꺾고 1~3시간 가량 수술함
결과: 수술끝나고 의사,어시 허리 끊어짐",4월 13일,,6
60,"@ubZlilbVaZ8WjhN
 님에게 보내는 답글",4월 13일,,2
61,"치과진료받는와중에 진짜 미친듯이 졸음 눈감고 입만벌리고있으니까ㅡㅡ
옆에서 아 해볼게요 삼백번들음
처자느라 눈은이미감겨있고 입이 5초마다 한번 스르륵 닫힘
그와중에 코도잠깐골음 개쪽팔린데 진료끝나니까 잠덜깨서 비몽사몽이라 결제하고 얼레벌레 뛰쳐나옴 부끄러운줄도모름 미친",4월 13일,,2
62,"니네...
Z세대가 맞긴 하군아.

아밀레이스는 침에 들어있는 탄수화물 분해하는데 쓰는 건데. 내가 치과에서 일하느라 그건 잘 알지.

어두운 바다의 등불이 되어 76화 | 연산호 저",4월 13일,,
63,치과 가기 전날에만 치실 열심히 하기 스킬…,4월 13일,,
64,"@2gamgam
 님에게 보내는 답글",4월 13일,,
65,40대 남성 안모씨는 심근경색 진단 이후 잇몸과 치아 건강이 급격히 나빠졌다. 극심한 통증에 치과를 찾았을... https://m.health.chosun.com/svc/news_view.html?contid=2022041201453#a…,4월 13일,,
66,"[신시로드샵 늦게여는 공지]
4월 14일(목요일)은 사장이 치과에 들르느라 오픈이 조금 늦습니다! 오후 2시 오픈 예정이에요!",4월 13일,1,5
67,"레이저(LASER)는 치과 치료에 있어서 많은 도움을 줄 수 있지만, 응용일 뿐, 그것만 단독으로 이용한 치료는 아직 한계가 있습니다. 주요 작용은 살균, 염증완화, 치유촉진, 지혈, 조직절단 등입니다. 저 역시 개인적으로 많이 활용합니다.",4월 13일,,
68,"@lovecuzV
 님에게 보내는 답글",4월 13일,,
69,"@afternoon_teaOD
 님에게 보내는 답글",4월 13일,,2
70,"@cjstkdmltkfkd
 님과 
@15whV
 님에게 보내는 답글",4월 13일,,
71,"@dr9632_hobo
 님에게 보내는 답글",4월 13일,,
72,"치과 월치료 일주일쯤 남았을때마다 교정 철사 모서리 약간 튀어나온거 느껴지면 쪼금 행복함
교정... 잘되고있구나....",4월 13일,,
73,내일 치과감,4월 13일,,2
74,"@trdsmkmr
 님에게 보내는 답글",4월 13일,,
75,치과 치료를 진짜 오래 하고 있는데 그 탓에 술을 못 마심<개빡침포인트,4월 13일,,2
76,"@okayoloman
 님과 
@salgumat
 님에게 보내는 답글",4월 13일,,
77,이가탄 인사돌 중요 성분이면 저 두개 드시는 분들 다 치과 안 갔을 겁니다 치과 안 가다니 무슨 소리세요 제발 일년에 만오천에서 이만원 사이로 1번 보험 적용되서 스케일링 받을 수 있으니까 스케일링 받으세요 제발!!! 치과 안가도 된다는 개소리 하지말고!!!!!!,4월 13일,,
78,꿀셔니 부터! 가랑이 터진 본체 직캠도 없어졌는데 가랑이 터진 션이도 치료하장. 피부과처럼 치과처럼 무념무상으로 다른 생각하면서 치료 받기! 솜도 채워주면 가랑이 봉합 완료! (그러니 직캠 돌려주실순?),4월 13일,1,2
79,"아 근데 교수쿤 약간감동이었음
중간고사 기간늘려주고 오늘치과제아예생략시켜줌
열심히할게교수쿤",4월 13일,,
80,삽화줄 때만 해도 돈가스 먹으러가는 줄 알았는데... 알고보니 치과였던 거예요....,4월 13일,60,37
81,"환자가 생각하는 치과수술 상황
현실: 전신을 이리꺾고 저리꺾어야 보이는 환자입안을 보려고 원장님은 90도로 숙여서 수술하고 어시는 좌우로 90도 허리를 꺾고 1~3시간 가량 수술함
결과: 수술끝나고 의사,어시 허리 끊어짐",4월 13일,,6
82,"@2gamgam
 님에게 보내는 답글",4월 13일,,
83,"치과 가려고 걸어가는데
초딩때 가던 길 너무 오랜만 ㅠㅠ",4월 13일,,
84,"@KissOnBlanc
 님에게 보내는 답글",4월 13일,,
85,박무현 치과경력으로 아이 다루기 고수,4월 13일,,1
86,"반면 필요하다면 애기어도 사용할 기세의 박무현
그렇다 그는 어린이들을 어르고 달래 치과 진료를 받게하는 프로다",4월 13일,,7
87,왼쪽으로만 씹고있었는데 치과에 전화해서 물어보니 양쪽 근육을 같이 써야한대서 어쩔 수 없이 타이레놀 먹고 통증을 참아가며 씹는 연습 했는데 두세 번 소스라친 거 외에는 괜찮었아..!,4월 13일,,
88,"@nananafeel
 님에게 보내는 답글",4월 13일,,1
89,음 5월에는 치과를 한 번 가볼까,4월 13일,,
90,아시발 좆됐다ㅜㅜㅜㅜㅜ 밑에 철사 붙인거 떨어짐 시발 치과 언제가냐 띠발 15만원이 방금 뽀갈났다 아이스크림먹다가,4월 13일,1,2
91,맞다 아까 치과갈때 엘베문열리는데 진짜 쪼꼬만 아가가 귀엽게 걸어나와서 눈 휘둥그레짐,4월 13일,,
92,"@le_corda_kairos
 님에게 보내는 답글",4월 13일,,
93,"아 ㅠ 나 메인예고편 벌써 못보겠는데 어떡하냐.. 
이거보면 이제 밤에 샤워도 못하고 지하도도 못가고 치과도 못가 미술관도 못갈거같은데??????ㅠㅠㅠㅠ",4월 13일,,
94,치실의 심판을 받으러… 야간진료 치과…,4월 13일,,
95,"@UFlyL7kSEmQCn8G
 님에게 보내는 답글",4월 13일,,1
96,"치과 회전문 도는 중이라 다시 잡기도 애매하구만,,",4월 13일,,
97,"@jkrangykrang
 님과 
@BTS_twt
 님에게 보내는 답글",4월 13일,,1
98,치과마취 안 풀린 채로 밥 먹으니까 되게 불편하다,4월 13일,,2
99,"@shining_Suga707
 님과 
@BTS_twt
 님에게 보내는 답글",4월 13일,,1
100,왼쪽으로만 씹고있었는데 치과에 전화해서 물어보니 양쪽 근육을 같이 써야한대서 어쩔 수 없이 타이레놀 먹고 통증을 참아가며 씹는 연습 했는데 두세 번 소스라친 거 외에는 괜찮었아..!,4월 13일,,
101,"@nananafeel
 님에게 보내는 답글",4월 13일,,1
102,음 5월에는 치과를 한 번 가볼까,4월 13일,,
103,아시발 좆됐다ㅜㅜㅜㅜㅜ 밑에 철사 붙인거 떨어짐 시발 치과 언제가냐 띠발 15만원이 방금 뽀갈났다 아이스크림먹다가,4월 13일,1,2
104,았 내일 치과있네,4월 13일,,
105,"@Bad_white37
 님에게 보내는 답글",4월 13일,,
106,"스치기만 해도 돈 나오는 병원
1위 치과
2위 안과… 방금 안과 스쳣는데 삼만원 털림",4월 13일,,2
107,코로나 걸려 자가격리해야하는데 치과와서 진료받고싶다는 환자가 있다?!,4월 13일,,
108,"@0__1xx_
 님에게 보내는 답글",4월 13일,,
109,궁딩이에 이 자라면 치과X 내과X 피부과O 라는 이 남자... 제법 진지함,4월 13일,1,
110,근데 나도 딱한번 충치 떼운거 떨어진적 잇어서 치과갔는데 그때 쌤이 떼울만한거 없다고 아무거나로 해서 떼웠다는데 아직도 모르겠고 아마 약한거일텐데 아직도 붙어있음 개웃기며,4월 13일,,
111,"@wnrdma97
 님에게 보내는 답글",4월 13일,,
112,아니 치과들 보통 뭘로 떼울거냐고 안물어보고 다 레진으로 해버림???? 국룰임? 난 그거 한번 당하고 오빠가 빡쳐서 다음부터 말하라고 햇는데,4월 13일,,2
113,"@C_Da_0
 님에게 보내는 답글",4월 13일,,
114,이수진 치과 원장님 #이수진 #원장님,4월 13일,,
115,"@C_Da_0
 님에게 보내는 답글",4월 13일,,
116,"하.............
우리아빠 호박엿 먹다가 이 빠져서 지금 치과감 존나 웃겨",4월 13일,1,3
117,달콤한 것을 너무도 사랑하는 순진무구한 소녀들을 비겁한 함정에 빠뜨리는 가짜 치과 의사는 용서할 수 없다!,4월 13일,,
118,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 똥꼬에 이빨이 나면 치과를 …
● 바부야 나 누구게부댜댝
● 야야 갓캐면 다냐 시버걸어…
● 토마토맛 토 vs 토맛 토마…
#질문상자 #익명질문모집중",4월 13일,,
119,"치과에서 치료시 사용되는 금(gold)은 순금이 아니라 합금입니다. 구강 내의 환경에 적절히 견디면서 정밀한 제작이 가능하도록 다양한 타 금속들을 배합하며, 그 종류 및 비율에 따라 다양한 종류의 합금이 존재합니다.",4월 13일,,
120,,,,
121,"@wnrdma97
 님에게 보내는 답글",4월 13일,,
122,아니 치과들 보통 뭘로 떼울거냐고 안물어보고 다 레진으로 해버림???? 국룰임? 난 그거 한번 당하고 오빠가 빡쳐서 다음부터 말하라고 햇는데,4월 13일,,2
123,"@C_Da_0
 님에게 보내는 답글",4월 13일,,
124,치과가는길인데 뭔가 잊고나온것같은 이느낌 대채뭐지 뭔가 굉장히 허전해 뭐지대채,4월 13일,,
125,"일주일에 한번치과가는거 레알너무실흠....
 양치를똑바로하던가미친뇬아",4월 13일,,
126,치과 시러ㅜㅜ,4월 13일,,
127,"평생 치과 안가는 방법

감사합니다!",4월 13일,73,79
128,"@Jxxhwi__
 처음뵙는데. 치과의 서문조입니다.",4월 13일,,
129,치과...,4월 13일,,2
130,"@IDEA_0_
 님에게 보내는 답글",4월 13일,,
131,치과갔다가집가는중,4월 13일,,1
132,박무현이 침대에서 멋진 휴일을 만끽하고 있을 때... 제4해저기지 안에서는 열띤 토론(잡소리)이 이루어지고 있었다. '치과선생이 알파 체취를 듬뿍 묻히고 다니는데 상대가 누구인가? 신해량인가 다른 알파인가? 이것은 삼파전인가? 아니면 다른 썸이 있는것인가?',4월 13일,,11
133,"ㅋ
ㅋ
ㅋ
ㅋ
치과예약잡혀있대서 왓는데ㅜ비뭐냐구 대가리빼고 다 젖은것같은데 우산쓴의미있는건지",4월 13일,,1
134,그러고보니 입을 벌리고있는 습관이 있으면 앞니 잇몸이 붓는다더라 치과쌤이 말해줫어.. 근데 그럴만함 비염도 있는데 마스크까지 쓰니까 평소보다 코로만 숨쉬기 부족할테니 입 벌리고 잇을수도 잇어....,4월 13일,,2
135,내일 pcr 받고...음성 나오면 모레 치과 가도 되는거임? 제발요 이거 실밥만 풀어주세요 잇몸 결박플 그만두고 싶어요,4월 13일,,
136,"평생 치과를 안 가도 되는 법이라느니, 여드름 치료는 이 방법 하나면 끝이라느니... 세상이 그렇게 간단하고 쉬우면 여러 사회 시스템들이 왜 그렇게 복잡하고 여러 단계를 갖추고 있겠습니까. 더 심한 말은 하기 싫어서 결국 오늘 차단.",4월 13일,5,7
137,이제 치과따위 언제오든 아무렇지 않다,4월 13일,,
138,"치과 갔다왔규
지금 쓰는 칫솔 바꿀 때가 됐고+칫솔모가 너무 뻑뻑하고 아파서
큐라덴 질렀다",4월 13일,1,3
139,"치과 가야 하는데 지금 체감상 안 간지 오천년이야
근데 약한 충치는 양치질만 열심히 하면 괜찬아진다구 햇단 말야
물론 무현쌤이 이 얘기 들으면 귀를 의심하는 얼굴로 치과 가세요... 할듯",4월 13일,,1
140,"일주일에 한번치과가는거 레알너무실흠....
 양치를똑바로하던가미친뇬아",4월 13일,,
141,치과 시러ㅜㅜ,4월 13일,,
142,,,,
143,"공익트
얘들아 우리카드에서 20대 대상 치과 보장 어쩌구하는거 보험이니까 보험 가입 생각 없는 사람은 걍 끊어라~
치아하나에 13만원 보장 어쩌구하는데 뭐지 싶어서 검색해보니까 우선 가입하라는 식이라고 해서 가입안할꺼니까 끊어달라고 했음

정리: 가입생각없으면 끊으시고 아님 들으세용",4월 13일,,
144,"매복사랑니(4개)발치 전후
#뉴욕M치과 #강북구 #수유역 #치과 #사랑니발치 #매복사랑니
#사랑니발치통증",4월 13일,,
145,나대신 낼 치과... 가줄사람,4월 13일,,1
146,치과갓는데 치위생사분이 석션을 너무…혀뿌리에 하셔가지고 아팟어 흑흑,4월 13일,,1
147,치과가기시러......,4월 13일,,1
148,"ㅋㅋㅋ 밥먹다가 임플란트 빠짐 ㅋㅋㅋ

근데 코로나때문에 치과 못감 ㅋㅋㅋㅋ

망함 ㅋㅋㅋ",4월 13일,,
149,치과감,4월 13일,,1
150,치과 실밥 걍 뽑기만 하면 되는거면 내가 가위로 자르고 실 뽑고 싶다 이것 때문에 더 아파 시⃫발⃫...... 왜 사랑니만 꼬매면 되지 볼까지 실을 연결해놔.....? 라고 묻고싶은 트친있는데 이걸 봐줬음 좋겠다,4월 13일,,3
151,안그래도 방금 이 분이 우리 치과에서 임플란트를 하기로 결정하셨다네.,4월 13일,,
152,"@hoksee_71
 님에게 보내는 답글",4월 13일,,
153,"@K44cRDL7TqgCNmw
 님에게 보내는 답글",4월 13일,,
154,"퇴근후 치과에 가는길에 철길을 보면서

65년경 화성에서 이길로 기차타고 서울로 이사왔겠지 그런 생각이 문듯

처음 이사했던곳이 구로역 근처, 집앞에 나가면 기차가 끝이 안보이게 가는게 보였던 기억

기차로 조암 외가에 갔던것도 희미하게 기억

임플란트 상태는 좋은데 잇몸 치료 정기적으로",4월 13일,,
155,? 너희 치과 간 다음에 이비인후과도 한 번 가봐라,4월 13일,,
156,버스에서 치과 냄새 난다,4월 13일,,
157,사탕 계속 먹으면 이빨 썩지 않냐구요? 걱정 마세요~ 치과에 가면 된대요! ...근데 치과가 뭐하는 곳이지?,4월 13일,,
158,"3일연속치과가는사람
그게바로나에요",4월 13일,,1
159,잼게 보고 맛밥 먹다 교정장치 떨어져서 치과 예약함,4월 13일,,3
160,,4월 13일,,
161,치과 실밥 걍 뽑기만 하면 되는거면 내가 가위로 자르고 실 뽑고 싶다 이것 때문에 더 아파 시⃫발⃫...... 왜 사랑니만 꼬매면 되지 볼까지 실을 연결해놔.....? 라고 묻고싶은 트친있는데 이걸 봐줬음 좋겠다,4월 13일,,3
162,안그래도 방금 이 분이 우리 치과에서 임플란트를 하기로 결정하셨다네.,4월 13일,,
163,"@hoksee_71
 님에게 보내는 답글",4월 13일,,
164,"@K44cRDL7TqgCNmw
 님에게 보내는 답글",4월 13일,,
165,"바로. 돈까스 작전! 하지만, 상대는 고죠 사토루.  당연히 사토루 맞춤 작전
이름하야 '스윗 디저트 작전'이였음
게토는 치밀하게 계획을 세웠고 드디어
치과를 예약한 결전의 날이 되었음

-사토루~ 우리 학원 앞 3층에 디저트가게 생겼다는데 가볼래?
-에- 거기 치과잖아.. 날 바보로아는거야?",4월 13일,,
166,"당연히 게토는 바로 전화를 걸어서 예약을 잡았음
이제 마음편히 예약 날을 기다리면 될 줄알았지만, 게토는 전혀 편해보지 않았음
왜냐면 게토랑 고죠는 소꿉친구였는데, 고죠가 치과를 무서워한다는걸 게토는 이미 알고있었기 때문

그래서 아이들에게 흔히 쓰는 방법을 써보기로 했음",4월 13일,,
167,"고죠를 달랬고, 속으로 치과를 데려가기로 마음먹었음
고죠와 게토는 당연 바빴기 때문에 게토는 자신들이 일하는 학원과 가까우면서 치료를 잘해주는 곳을 까다롭게 고르고 골랐음
그런 게토의 노력에 답이라도 해주듯 금방 찾았지
심지어 거리도 자신이 일하는 학원 바로 맞은편 이였음",4월 13일,,
168,치과왓어씨앙무서워살려줘,4월 13일,,
169,사랑니... 그쵸 마비된 혀에 어렴풋이 느껴지는 피맛과 매캐한 그을린 냄새.. 악독한 치과 기계의 소리... 아프지 않으나 눈물이 나고 사람 멘탈을 조지기 쉬운.. 사랑니 빼기,4월 13일,,
170,"하아
치과왓어",4월 13일,,1
171,25일 치과예약,4월 13일,,
172,오늘 반차쓰고 치과갔는데 발치하러오셨져?? 이래서 예에에에??? ⊙□⊙????? 저 발치해야????? 개놀랐다 진짜 저 마음의 준비가 안 돼써여ㅜㅜㅜ 오늘 그냥 검사만 한댔다구요ㅠㅜㅜ,4월 13일,,2
173,씨발.. 치과 가고야 만다 언제? 나도 몰라,4월 13일,,
174,미스터블루에 재밌는 bl물이 많네 딱대... 치과치료비용 납부 끝나면 다 탈탈털어주겠어,4월 13일,,
175,치과 앞에 꽃이 그렇게 활짝 폈었는데. 이젠 다 져가네요. 그래도 치과는 아직 열려있어요.,4월 13일,4,5
176,"스케줄표를
보니
왜
오늘 6시에
치과가 잇는거시냐",4월 13일,,10
177,그래서 이번에도 치과에 방문할 예정인거야?,4월 13일,1,
178,"배고프다...
지난 주엔 세 시간, 오늘은 두 시간 걸렸다.
가까이 해야 하나 멀리 두고 싶은 치과..",4월 13일,,
179,"물어보고 싶은것:
심해 -nnnn m에서 치간호시 한 명도 없이 홀로 치과진료 하는 의사에 대해서 어떻게 생각해",4월 13일,,2
180,"접수창구에 있던 위생사 선생님은 희귀한 풍경에 어이가 없었지만, 침착하게 예약을 확인했고 잠시 기다려달라고 했음

-스구루.. 너 저주할꺼야.. 엄청 미워..
-내가 널 위해서 좋은 선생님으로 잡아놨어
고마워해야지
-좋으면 얼마나 좋겠냐? 일단 치과라는 점에서 -200이야.

게토는 속으로",4월 13일,,
181,"-아! 날 속였어! 스구루!!
-미안; 어쩔 수 없었어..

디저트집은 개뿔 치과만 덩그러니 있는 걸 본 고죠는 도망치려고했지만, 게토에게 금방 붙잡혀버렸음
게토는 190 거구의 남자를 쉽게 들춰매고는 치과에 들어갔음
다행인 점은 평일 점심 전이라 대기하는 사람이 없었다는 거..",4월 13일,,
182,그래서 이번에도 치과에 방문할 예정인거야?,4월 13일,1,
183,"배고프다...
지난 주엔 세 시간, 오늘은 두 시간 걸렸다.
가까이 해야 하나 멀리 두고 싶은 치과..",4월 13일,,
184,"물어보고 싶은것:
심해 -nnnn m에서 치간호시 한 명도 없이 홀로 치과진료 하는 의사에 대해서 어떻게 생각해",4월 13일,,2
185,님캐어린이들 치과가는 썰주세요 나 힘낼게,4월 13일,,2
186,"@D_dx1_
 님에게 보내는 답글",4월 13일,,
187,치과 또 왔어..,4월 13일,,
188,"@Doma_sama
 님에게 보내는 답글",4월 13일,,
189,"와 넘 피곤해서 스르륵 잠들었음

그래서 치과 늦음

그래도 3시 27분인가 깨서 다행이지 휴ㅜㅠㅠㅠ",4월 13일,,1
190,치과에서 충치 없다고 해서 기분 좋게 도넛 삼.,4월 13일,,2
191,"치과옴
죽음을기다릴게",4월 13일,,1
192,이상하면 치과를 가지,4월 13일,,
193,졸음이 많은 편인데...치과 치료대에서 입 벌린채 치료하면서 졸았음..,4월 13일,,
194,"@Ko_Aoi_
 님에게 보내는 답글",4월 13일,,
195,치과도 다 미뤗어 오뜨캐,4월 13일,,2
196,평생 치과 안가는 방법,4월 13일,125,145
197,더는 미룰 수 없어 실제거하러 치과가야해,4월 13일,,
198,조빈님과 함께.. 제가 원빈 현빈 조빈.. 우리나라 3대 빈을 다 치료한적있는 유일한 치과의사일겁니다. 3대 빈 연예인 치료 달성에 가장 친한 조빈님이 가장 오래걸렸답니다. ^^ 메너남^^ 사람좋은 현준이형님.. 놀랍게도 저한테 형님 맞습니다. ㅠ ㅠ @강남레옹치과,4월 13일,2,
199,평생 치과 안가는 방법,4월 13일,59,79
200,치과 또 왔어..,4월 13일,,
201,"@Doma_sama
 님에게 보내는 답글",4월 13일,,
202,"와 넘 피곤해서 스르륵 잠들었음

그래서 치과 늦음

그래도 3시 27분인가 깨서 다행이지 휴ㅜㅠㅠㅠ",4월 13일,,1
203,치과에서 충치 없다고 해서 기분 좋게 도넛 삼.,4월 13일,,2
204,아니 실화냐? 신경치료중이라 치과 여러번 방문중인디 때가 되어도 연락이 없는거야.. 전화해밨더니 지난번에 갔다왔을때 예약이 안잡혔었나바 ㅋ ㅋ ㅋ ㅋㅠㅠ 내 이는 빵꾸뚫린채로 방치중..ㅋㅠ 내일오래,4월 13일,,1
205,주인공이랑 유금이가 가장 그렇고.. 그다음이 서지혁.. 말이 많아질수록 작품이 주는 진중함에 몰입하려다가 깸... 치과의 박무현이랑 이후전개의 박무현 분위기가 달라서 갠적으로 계속 아쉬움 유금이는 대학원생기믹으로 때려박았고,4월 13일,,
206,"아직도 나는 누가 초밥 사준다고 하고 몰래 데리고 나가서 치과에 데려가줬으면 좋겠는데, 아무도 없으니까 그냥 내가 나한테 맛난거나 사줘야지(?)",4월 13일,,5
207,"@xX_ziwoo
 님에게 보내는 답글",4월 13일,,1
208,"오늘
치과 갔다가
컴션 작업한다",4월 13일,,
209,"@sennaqueen_
 님에게 보내는 답글",4월 13일,,
210,치과 예약...완벽하게 지각,4월 13일,,
211,ㅊㅣ과 시러...,4월 13일,,
212,내가 하다하다 치과에서도 요즘 피곤하냐는 소리 듣네....,4월 13일,,
213,"@00illdie
 님에게 보내는 답글",4월 13일,,
214,"송승헌 ""치과와 '가을동화' 기로에서.."" 캐스팅 비화 공개",4월 13일,,
215,오늘도 치과 지각하곗다 + 오늘 명상시간에 만든 찐ㄸㅏ 도깨비...,4월 13일,,1
216,"이러니까 막 어질어질하더라구요

그러고나서 이사오기 전에
어릴 때부터 자주갔던 치과로 가보니까

'예전에 내가 때운게 빠졌네.'

'원래 다 그렇죠.
평생 가는게 뭐 어디 잘 있습니까.'

'마취주사 주세요.'

하고 바로 치료하고 2만원 냈음",4월 13일,,
217,퇴근하고 치과가는중... .. . .  오늘 저녁에 랜선 회식 잇는데도.. .. .,4월 13일,,1
218,아 치과 교정 정기검진 예약해야되는데,4월 13일,,3
219,[#인사이트]치과 스케일링 비용 건강보험 적용 가격 (+장점 3가지),4월 13일,,
220,ㅊㅣ과 시러...,4월 13일,,
221,내가 하다하다 치과에서도 요즘 피곤하냐는 소리 듣네....,4월 13일,,
