,본문,날짜,리트윗,하트
12,마리아「리오에게 별사탕을 줬어. 충치가 생길까「이건 리오가 공주님이 되는 약인데 하루에 3개이상 먹으면 부작용으로 언니 머리에 열이 엄청 나버려」라고 말했지. 다음날 「맛있어서 4개 먹어버렸어」라며 우는 리오가 내 이마에 해열시트를 붙였지 뭐야..,3월 15일,,
13,간식 많이 먹으면 이빨 썩지 않을까 걱정하는 친구가 있길래 오늘은 유기농으로! 이거 먹으면 충치도 걱정 없어! (유기농이어도 양치를 안 하면 충치가 생기지만 마냥 해맑은 얼굴),3월 15일,,
14,룸곡의 힐링 꼭보세요ㅠㅠㅠ목욕 뱃지.. 도시락..풍선..피구 티슈.....싱글벙글햇님 장갑..충치 빈캔 신문...ㅠㅠㅠㅠ,3월 15일,,6
15,건강검진중... 올해도 치아는 깨끗하다!  충치 하나 없고 진료볼거 없다고 스케일링만하고 끝,3월 15일,,6
16,"@Phoooooooooody
 님과 
@buchimgom
 님에게 보내는 답글",3월 15일,,
17,막 충치 걸릴 것 같고 너무 달고 심장 간질간질 거리고,3월 15일,,
18,"쿠루루 : 왼쪽 아래, 3-C4. 이거로군. (충치를 건든다). 그렇군 여기야 (또 건든다) 툭툭~ 오호~ 제 1급 비상사태로군 (다시 건든다) 툭툭~ 역시 여기인가? (계속 건든다) 툭툭툭툭툭...

*케로로 중사 10화 中...",3월 15일,,
19,"세이네 리키 , 너 그러다 충치 생긴다 .",3월 15일,,
20,"[#동건회장 #동안 #건강 #회춘 #장수]  [리뷰] 소금 양치의 뛰어난 효과, 항균, 충치, 잇몸 통증, 잇몸 출혈 -",3월 15일,,
21,"@Namulucm
 님에게 보내는 답글",3월 15일,,
22,오라 달콤한 충치여...,3월 15일,,
23,뭐야 거대 충치라도 줘,3월 15일,,
24,"@eve_Distre_bot
 님에게 보내는 답글",3월 15일,,
25,"사랑충치 맛잇다.. 
하... 14일 지낫네 이럴수가 이미 이 다 썩어서 몰랏ㅅ다",3월 15일,,2
26,인간은 왤케 오래 살고 싶어하는 거임 ㅣㅅ발 걍 살다가 죽으면 충치 치료 안 해도 되는데 하...,3월 15일,1,3
27,"-귻이..
-응 나 여깄어 턔형아
-나 쩰리 먹고 시퍼..
-아침에 먹자 충치생겨
-진짜 나빠..

하며 폭 하고 이불에 얼굴 묻고 자는 톄 바라보며 완전 애기네라는 생각할 듯",3월 15일,,
28,"@sleep_0518
 님에게 보내는 답글",3월 15일,,
29,"@LvT_889
 님에게 보내는 답글",3월 15일,,
30,너무 달아서 지금 충치 생김,3월 15일,,1
31,두운 어금니까지 충치 없이 건강하구나 ( ´•̥ω•̥` ),3월 15일,,
32,"이 아기충치 쩨고~하는것좀 들어봐
귀여워서 죽을거같다 #창균",3월 15일,,
33,"시온: 어릴 때 도희에게 별사탕을 주며 엄마가 충치가 생기는 것을 염려해 '하루 세개 이상 먹으면 시온이의 머리가 폭발해,'라고 말씀하셨다. 그 뒤에 '맛있어서 여섯 개 먹어버렸어…'라고 펑펑 울며 내 머리가 폭발하지 않게 얼음찜질을 해주기 시작했다",3월 15일,,
34,"@duelee195
 님에게 보내는 답글",3월 15일,,1
35,,3월 15일,,
36,인간은 왤케 오래 살고 싶어하는 거임 ㅣㅅ발 걍 살다가 죽으면 충치 치료 안 해도 되는데 하...,3월 15일,1,3
37,"-귻이..
-응 나 여깄어 턔형아
-나 쩰리 먹고 시퍼..
-아침에 먹자 충치생겨
-진짜 나빠..

하며 폭 하고 이불에 얼굴 묻고 자는 톄 바라보며 완전 애기네라는 생각할 듯",3월 15일,,
38,"@sleep_0518
 님에게 보내는 답글",3월 15일,,
39,화이트데이 즉레가 너무 달아서 충치치료 하러 다녀와야함... #happy,3월 15일,,
40,새우튀김도 주고 충치도 줄게 얘들아,3월 15일,,
41,나 원래 사탕 안 좋아하는데 지금 충치생겼어 유토야...,3월 15일,,1
42,"@JoTzzi
 님에게 보내는 답글",3월 15일,,
43,선미야 나는 말이다 .. 니 사진 보고 나면 꼭 이를 닦아.. 사탕보다 달콤한 내새끼 얼굴로 인해 충치가 생기는 걸 막기 위한 나의 노력이야 .. 너 때문에 난 매일이 화이트데이란다 ? .. 미야네한테 사탕 주랴..치아 관리해주랴.. 니가 늘 고생이 많다 ..,3월 15일,,1
44,"자! 이제 난 할 일도 다 했고 자러 갈게.
꼬맹이들 오늘 받은 사탕들 먹고 충치 생기지 않게 조심해라. 그럼 잘 자고 좋은 밤 보내고 내일 해 뜨면 봐. Good night!",3월 15일,,11
45,"@Bee_essoo
 님에게 보내는 답글",3월 15일,1,2
46,"@taetaebear0411
 님에게 보내는 답글",3월 15일,,1
47,"@bultaneunsalm
 님에게 보내는 답글",3월 15일,,
48,여러분 사탕 마니드시믄 충치생기니 치카치카하고 주무세요 ㅋㅋㅋ,3월 15일,,15
49,나 충치치료한거 빠진거같애씨발,3월 15일,1,1
50,사실 바알은 어릴 때 병원 카운터에 있는 사탕을 몰래 집어와서 새벽에 먹다가 충치 때문에 부모님한테 들킨 적이 있습니다,3월 14일,1,
51,"실은 김쥠 진짜 사탕 별로 안 좋아했다. 어렸을 때 이 썩는다고 치과에서 충치라이팅 오지게 당해서 평소에도 사탕엔 손이 잘 안갔다.

김쥠은 건네받은 둥그런 사탕을 유댈처럼 모니터 밑에 내려놨다.

..은근 거슬리네. 댈님 책상 그렇게 깨끗하게 쓰면서 이걸 어케 모니터 밑에 내려놓고 업무했지?",3월 14일,,16
52,달....다.......나도...충치인가......,3월 14일,,10
53,밥먹고 츄파츕스먹고 배고플때 츄파츕스 먹는 인간임 신기하게도 안뒤졌음 당뇨병없음 충치치료 안받아봄,3월 14일,,7
54,헤에에.. 나랑 비슷하네에.. 충치도 안보이구..,3월 14일,,
55,"시온: 어릴 때 도희에게 별사탕을 주며 엄마가 충치가 생기는 것을 염려해 '하루 세개 이상 먹으면 시온이의 머리가 폭발해,'라고 말씀하셨다. 그 뒤에 '맛있어서 여섯 개 먹어버렸어…'라고 펑펑 울며 내 머리가 폭발하지 않게 얼음찜질을 해주기 시작했다",3월 15일,,
56,그래서 그때 이후로 치과.. 너무 무서워함.ㅠㅠ.. 혼자 잘 못가고 가면 진짜 손 덜덜 떨림. 스케일링은 그렇다쳐도 충치 치료마저 존니 무섭다고 씨팔,3월 14일,,1
57,"송하영,,, 치과 싫어하면 어떡하지? 단거 겁나 먹지만 양치도 꼼꼼하게 잘해서 충치 안 생길 줄 알았는데 갑자기 이가 찌릿하게 아파서 아!̆̈ 했다가 영수한테 걸리는 거야. 영수가 어르고 달래서 치과 데려갔다가 퉁퉁 부은 푸들로 나오면,,,,",3월 14일,3,23
58,"@gksrudnfdla
 님에게 보내는 답글",3월 14일,,
59,악귀가.. 충치가 생기긴 해?,3월 14일,,1
60,모두 주무셔야지 말임다. 저도 지금 이빨닦고있슴다. 진짜 이빨 꼭 닦으십셔. 안그럼 충치생김다.,3월 14일,,
61,"헤에.. (입을 크게 벌려) 
자아아아.. 봐바.. 충치 없지이-?",3월 14일,,
62,매일 2잔씩 마시면 충치가 예방되고 입냄새가 사라지는 녹차의 효능이 있습니다.,3월 14일,,
63,그래서 그때 이후로 치과.. 너무 무서워함.ㅠㅠ.. 혼자 잘 못가고 가면 진짜 손 덜덜 떨림. 스케일링은 그렇다쳐도 충치 치료마저 존니 무섭다고 씨팔,3월 14일,,1
64,"송하영,,, 치과 싫어하면 어떡하지? 단거 겁나 먹지만 양치도 꼼꼼하게 잘해서 충치 안 생길 줄 알았는데 갑자기 이가 찌릿하게 아파서 아!̆̈ 했다가 영수한테 걸리는 거야. 영수가 어르고 달래서 치과 데려갔다가 퉁퉁 부은 푸들로 나오면,,,,",3월 14일,3,23
65,"@gksrudnfdla
 님에게 보내는 답글",3월 14일,,
66,"@Al__uhp
 님에게 보내는 답글",3월 14일,1,
67,달다....하루가 이렇게 달아도 되나? 나 오늘 충치 생겼다..그렇개 댓다...,3월 14일,,1
68,"@tbalzk
 님에게 보내는 답글",3월 14일,,
69,미친 저 충치 때운곳 깨진거 같아요 아니면 이빨이 깨진거 같은데,3월 14일,,
70,"마리함냐 사탕뽑보 하려다가
함냐 충치 생겨서 화이트데이날 치과가는 상상
충치 치료 해야하는데............일하고 있음",3월 14일,,3
71,그거 알아요? 저 내일 충치 조지러 감,3월 14일,,3
72,"근데진짜 금요일날갑좌기!!
너뮤아프길래 충치인줄알았어요 ㅠㅠ.
그런데 가보니까 사랑니고오늘당장뽑는게더안아플거래서
그렇게됐다...
그렇게나의사랑니가너덜너덜해짐
공포스러운점
아직(매복)두발 남았다...",3월 14일,,1
73,"균
스윗한니땜에
조만간충치치료받으러간다",3월 14일,,
74,"이것은 저의 15년지기 금니입니다..
뭐냐.. 신경치료한 줄 알았더니
충치만 잘라내고 덮고 있었음
저기 다른 이빨 신경과 같은 색인거 이제 알았음...",3월 14일,,1
75,"송하영,,, 치과 싫어하면 어떡하지? 단거 겁나 먹지만 양치도 꼼꼼하게 잘해서 충치 안 생길 줄 알았는데 갑자기 이가 찌릿하게 아파서 아!̆̈ 했다가 영수한테 걸리는 거야. 영수가 어르고 달래서 치과 데려갔다가 퉁퉁 부은 푸들로 나오면,,,,",3월 14일,3,23
76,"@gksrudnfdla
 님에게 보내는 답글",3월 14일,,
77,"@Al__uhp
 님에게 보내는 답글",3월 14일,1,
78,달다....하루가 이렇게 달아도 되나? 나 오늘 충치 생겼다..그렇개 댓다...,3월 14일,,1
79,,,,
80,"@ninei_mom
 님에게 보내는 답글",3월 14일,,
81,"하근데디아몬키충치
중간에개쩌는게있어서
그거보고싶음
그거..(말할수없음G19라)",3월 14일,,1
82,아 근데 나 키충치 하나만 신청할 거 아닌데 ㅋ,3월 14일,,1
83,"이것도 제 팁인데요
약간 놀부같은 느낌인데
젤리를 ㅈㄴ 연타해서 먹이면 얘가 충치에 걸려요
그리고 약을 먹여주면 애정도가 올라간답니다",3월 14일,25,19
84,"@life_ruin_cho
 님과 
@byebye_myb1ue
 님에게 보내는 답글",3월 14일,,1
85,"@life_ruin_cho
 님과 
@byebye_myb1ue
 님에게 보내는 답글",3월 14일,,1
86,"@koukiller21
 님에게 보내는 답글",3월 14일,,
87,"사탕은 충치 생기니까
제가 왔어요

#BAE173 #비에이이173 #YOOJUN #유준",3월 14일,,
88,"@nyoung_e
 님에게 보내는 답글",3월 14일,,1
89,"@ 언제 키스할지 몰라서
드림주가 좋아하는 맛 사탕 맨날 먹는 드림캐 주세용

서번트도 충치 생기나..",3월 14일,,4
90,"들떠서 야무지게 사진도 다 찍어놓고선 ..
이거먹다가 충치 생기는거아냐?? << 할듯 ..ㅋㅋ",3월 14일,,1
91,"@Ro_o_CM
 님에게 보내는 답글",3월 14일,,1
92,"화이트데이 초코 보단 역시 저는 사탕파〜
란가 군이 화이트데이표 사탕주면 x999개 먹고 충치 생겨서 치과 갈래 (뭔)",3월 14일,,49
93,"ㄴㄴ충치치료는 비보헝이 니까 사랑니발치, 스케일링, 잇몸치료, 치아목 파인거 gi로 메꾸기등등을 해야함 아이가있으면 레진충치치료랑 실란트 불소도포하고",3월 14일,,4
94,사탕 존나 많이 받음 반 애들한테 하나씩 받고 복도 지나가면서 받고 하 충치생겨도 당연함,3월 14일,,3
95,,3월 14일,,
96,아 근데 나 키충치 하나만 신청할 거 아닌데 ㅋ,3월 14일,,1
97,"이것도 제 팁인데요
약간 놀부같은 느낌인데
젤리를 ㅈㄴ 연타해서 먹이면 얘가 충치에 걸려요
그리고 약을 먹여주면 애정도가 올라간답니다",3월 14일,25,19
98,"@life_ruin_cho
 님과 
@byebye_myb1ue
 님에게 보내는 답글",,,
99,"충치 특
맛있는거 먹을라 하면 존나 아픔
근데
치과 가려고 마음먹으면 안아픔
시발",3월 14일,,
100,"@ovoluvx
 님에게 보내는 답글",3월 14일,,
101,..충치는..조심해야겠어.,3월 14일,,
102,병원오는 아가들아 간식 많이가져오지마라 뷰=뷰 충치생기면 병원 또온다,3월 14일,5,31
103,"저는 얼굴이 동그래진 사진을
근데도 충치 머금고 있는 거 같은",3월 14일,1,4
104,하아.....달아서 저녁 안머거도됨 지금 충치생김 ㅋㅋ,3월 14일,,2
105,#칫솔질 잘하는데 왜 #충치 생길까? 어른도 잘 모르는 칫솔질,3월 14일,,
106,"교정기박으러치과갔는데에
안쪽에충치가있다고오
신경치료50 ..",3월 14일,,1
107,"달달함이 넘치다 못해 폭발했던
달콤한 화이트 데이에  다니엘과 함께한
월요일
달콤한 다니엘의 사랑이 넘쳐 내  치아가
충치로 아파도 좋으니 
사탕바구니 클러치로 들고다니게 저에게 
쥬세요 원츄

#강다니엘 #KANGDANIEL #화이트데이는_무슨날이죠
@konnect_danielk",3월 14일,,
108,"@dodo_0y
 님에게 보내는 답글",3월 14일,,
109,"입 헹굴 때는 ☆8번 이상☆ 골고루 잘 가글해서 하고 가글은 뭐 시키는대로 하면 되고 나는 가글하고 나서는 5번 이상 정도 헹구는데 이거는 뭐 알아서 하고...

자 이상 와기때부터 치아관리 좃같이 했지만 충치 하나 안 나온 사람의 충고였다",3월 14일,,
110,"@hyltd4
 님에게 보내는 답글",3월 14일,,
111,"데미안「어릴 때 넬라에게 별사탕을 주며 충치가 생기는 것을 염려해 '하루 세개 이상 먹으면 사탕을 준 사람의 머리가 폭발해,'라고 말했다. 몇일 뒤에 '맛있어서 여섯개 먹어버렸어…'라고 펑펑 울며 내 머리가 폭발하지 않게 얼음찜질을 해주기 시작했다.」",3월 14일,,
112,아 사랑니는 괜찮은데 충치 치료한 곳이 약간 멍든 것처럼 아프다,3월 14일,,
113,"@RG021_5
 님에게 보내는 답글",3월 14일,,1
114,"@cherryandbarry
 님에게 보내는 답글",3월 14일,1,1
115,사탕 존나 많이 받음 반 애들한테 하나씩 받고 복도 지나가면서 받고 하 충치생겨도 당연함,,,
116,"@nm1791
 님과 
@sansyawithyou
 님에게 보내는 답글",3월 14일,,
117,"@2141195_
 님에게 보내는 답글",3월 14일,,
118,"@dodo_0y
 님에게 보내는 답글",3월 14일,,
119,"입 헹굴 때는 ☆8번 이상☆ 골고루 잘 가글해서 하고 가글은 뭐 시키는대로 하면 되고 나는 가글하고 나서는 5번 이상 정도 헹구는데 이거는 뭐 알아서 하고...

자 이상 와기때부터 치아관리 좃같이 했지만 충치 하나 안 나온 사람의 충고였다",3월 14일,,
120,"@hyltd4
 님에게 보내는 답글",3월 14일,,
121,"데미안「어릴 때 넬라에게 별사탕을 주며 충치가 생기는 것을 염려해 '하루 세개 이상 먹으면 사탕을 준 사람의 머리가 폭발해,'라고 말했다. 몇일 뒤에 '맛있어서 여섯개 먹어버렸어…'라고 펑펑 울며 내 머리가 폭발하지 않게 얼음찜질을 해주기 시작했다.」",3월 14일,,
122,아 사랑니는 괜찮은데 충치 치료한 곳이 약간 멍든 것처럼 아프다,3월 14일,,
123,"@RG021_5
 님에게 보내는 답글",3월 14일,,1
124,"@cherryandbarry
 님에게 보내는 답글",3월 14일,1,1
125,"@tbalzk
 님에게 보내는 답글",3월 14일,,
126,"@2141195_
 님에게 보내는 답글",3월 14일,,
127,"@nm1791
 님과 
@sansyawithyou
 님에게 보내는 답글",3월 14일,,
128,하... 다시 봐도 귀엽다... 응응 이모 은하사탕먹다 충치생길게,3월 14일,,1
129,"@6peeppeep9
 님에게 보내는 답글",3월 14일,,1
130,"@mon_g_m
 님에게 보내는 답글",3월 14일,,1
131,"계피차는 소화가 안될 때 마시는 게 좋아. 탈이 나면 하급생들에게 주곤 하거든. 그런데 향이 너무 강해서… 싫어하기도 해. 계피는 따뜻한 성질이라 혈액순환에도 좋고, 손발도 따뜻하게 해줘. 당뇨나 충치 예방 들에도 좋으니까 맵고 향이 강해도 마셔봐.",3월 14일,,
132,"@_yourjohn
 님에게 보내는 답글",3월 14일,,
133,근데 박사님 고맙다고만 하고는 안 먹는거야. 자긴 한 통 다 먹었는데. 그래서 심통난 사장님이 입으로 먹여줬음 좋겠다. 근데 입 안에 혀로 밀어넣으면서 얽자마자 윽! 하면서 밀어내는 박사님 있어요… 충치래요..,3월 14일,,2
134,충치플렉스,3월 14일,,3
135,"@RG021_5
 님에게 보내는 답글",3월 14일,,1
136,"@cherryandbarry
 님에게 보내는 답글",3월 14일,1,1
137,"@tbalzk
 님에게 보내는 답글",3월 14일,,
138,"@2141195_
 님에게 보내는 답글",3월 14일,,
139,"형, 진짜 좆된 거야. 담배도 칫솔도 없어. 형 칫솔 쓰고 형 담배 피울 거야. 충치 같은 거 있냐?",3월 14일,,
140,"@Gallicgarlic
 님에게 보내는 답글",3월 14일,,
141,"#살면서_아프거나_다쳐본_경험 

골절 : X
수술 : X
코피 : O
독감 : O
장염 : X
화상 : X
식중독 : X
위염 : X
링거 : O 
폐렴 : X
마취 : O 충치 치료할때 다래기 쨀 때 
깁스 : X
장기입원 : X
호흡곤란 : X
근육파열 : X",3월 14일,,2
142,우일「어렸을 때 환기에게 별사탕을 주며 환기 어머니께서 충치가 생길 것을 염려해 '하루 세개 이상 먹으면 우일이 머리가 터져버릴거야.'라고 말씀하셨다. 얼마 뒤 환기가 '맛있어서 여섯 개 먹어버렸어…'라고 펑펑 울며 내 머리가 터지지 않게 얼음찜질을 해주기 시작했다」,3월 14일,,
143,"@ballsaram
 님에게 보내는 답글",3월 14일,,
144,내가볼때는 읠좌가 치과의사회? 같은거랑 제휴?를? 맺어서?? 달콤한전개로 독자들 이에 충치를잔뜩만드는??그런걸계획?한것같음,3월 14일,3,13
145,"@Hashibira_0422
 님에게 보내는 답글",3월 14일,,
146,"@BADUSTMON
 님에게 보내는 답글",3월 14일,,
147,"케로로 : (자신의 충치를 보며) 오~ 여기입니까?
쿠루루 : 톡톡쳐보라구~
케 : 톡톡... 느아아아악!!
쿠 : 통증도 잘 피드백되고 있구나~ 큭큭큭
나츠미 : '정말... 싫은 성격이다'

*케로로 중사 10화 中...",3월 14일,,
148,… 충치 포-ㅈ(아냐,3월 14일,,
149,"@have_glasses
 님에게 보내는 답글",3월 14일,,
150,"ㅠㅠ 충치 난 쪽 턱이 아릴 정도로 아프면 신경까지 뚫린거겠지? 심각한거게ㅛ지?
내 턱 주먹으로 존나 내려치면서 모르는척 외면중...",3월 14일,2,20
151,"9. 사랑충치 
진짜...엄청무섭긴한데 왠지 공수표주신분이 맛집이실거같음 9ㅋㅋㅋㅋㅋㅋ) 이분이 주는 공수표는 다 즐거울거란 생각은하고잇으... 언빌런 언히로 흐아앙",3월 14일,,1
152,충치 치료해야할득,3월 14일,,2
153,애깅이들..... 충치 걱정을 할 정도로 달달한 사탕 와방 먹이고 싶음,3월 14일,,
154,는 사실 왼쪽에도 충치 이씀 아 진짜 어릴때 치과좀 갈걸 크면 덜 무서울줄 알았는데 커도 똑같이 무섭고 늦어서 더 아퍼!!!!!!!!!!!!!,3월 14일,,
155,내가볼때는 읠좌가 치과의사회? 같은거랑 제휴?를? 맺어서?? 달콤한전개로 독자들 이에 충치를잔뜩만드는??그런걸계획?한것같음,3월 14일,3,13
156,"@Hashibira_0422
 님에게 보내는 답글",3월 14일,,
157,"@BADUSTMON
 님에게 보내는 답글",3월 14일,,
158,나 당뇨랑 충치생겨도 좋아,3월 14일,,
159,호떡 먹다 이빨이 깨진게 아니라 그 부분이 충치가 심해서 충격에 깨진거래여…,3월 14일,,
160,"친구. 입벌려봐, 얼른. 입을 꾹 다문채 버티는 드래곤을 어루고 달래는 오후 5시. 좋아, 그럼 이 맛있는 연어는 내가 먹을테니까! 눈앞에 연어를 보이자 방금의 고집은 어딜갔는지 재빨리 달려드는 드래곤. 이것 봐. 투슬리스. 역시 너 충치, 숨겼지?",3월 14일,,
161,"아니 씨발
충치치려햇ㄴㄴ데 8마넌나감
ㅆㅂ
이거내대가리에붙여놓고맨날5번양치해야해",3월 14일,,3
162,사랑니를 뽑으러 왔는데 충치를 치료하게 됐습니다 그리고 그 충치를 뽑기 위해 마취를 하게 되었습니다 여러분 치아를 아껴주십시오 그러나 조심하십시오 콜라를 너무 사랑한 나머지 그와 함께 충치의 구덩이로 빠지어쩌고저쩌고,3월 14일,,5
163,나 충치치료 받아야되는데........ 18일에 술마셔야도ㅐ서 예약 다음주로 하려구ㅋ,3월 14일,,
164,"@somang_0
 님에게 보내는 답글",3월 14일,,
165,"@julie_riku
 님에게 보내는 답글",3월 14일,,
166,"@seuga11
 님에게 보내는 답글",3월 14일,,
167,"@mattio1210
 님에게 보내는 답글",3월 14일,,
168,"@julie_riku
 님에게 보내는 답글",3월 14일,,
169,사랑니 뽑으러 왓는데 충치 치료허게 됨,3월 14일,,3
170,"@seuga11
 님에게 보내는 답글",3월 14일,,
171,"눈으로 보이는 많은 검은 충치. 치료비용이 많이 들지는 않을까요?

충치는 까맣게 보이더라도 정지된 상태이거나 초기수식이라면 굳이 치료하지 않는 경우도 많다고 합니다. 물론 반대로 작아 보이는 충치도 생각보다 깊이가... http://goo.gl/pxS7Jl",3월 14일,,
172,"@Barry_Very_
 님에게 보내는 답글",3월 14일,,
173,"@Something___red
 님에게 보내는 답글",3월 14일,,
174,"@color_paper0404
 님에게 보내는 답글",3월 14일,,1
175,이게 무서운 거보단 내가 충치가 잇냐ㅜ업냐가 문제임 걀과는 상관 업어 의산샘이 머라할지가너무무성워,3월 14일,,
176,"사랑충치,.,.... 진짜 가고싶음.....",3월 14일,,1
177,,,,
178,"@Barry_Very_
 님에게 보내는 답글",3월 14일,,
179,"@Something___red
 님에게 보내는 답글",3월 14일,,
180,"@color_paper0404
 님에게 보내는 답글",3월 14일,,1
181,달몽은 충치죠. 닮았잖아...,3월 14일,,
182,"치아홈메우기(pit&fissure sealant)는 어금니 씹는면의 깊은 홈을 레진 계열의 재료로 메꿈으로써 음식물 잔사가 끼지 않게 해주어 충치를 예방해주는 술식입니다. 유치 보다는 영구치에 추천하며, 만6세부터 영구치 맹출시마다 진행하면 됩니다.",3월 14일,,
183,"화이트데이라고 너무 달달하게 구시네요 문태일씨
내 문단세트친들 지금 다 충치생겼다 이말이야",3월 14일,,52
184,내가 물론 이를 잘 닦는 편이고 충치도 없지만 치실안쓰고 그러니까 좀 무서워,3월 14일,,
185,"@icyxicyxbaby
 님에게 보내는 답글",3월 14일,,1
186,"@color_paper0404
 님에게 보내는 답글",3월 14일,,1
187,"@laziu_cc
 님에게 보내는 답글",3월 14일,,
188,"#자캐의_화이트데이가챠_특별대사

백지하 뭐 당뇨라느니 충치라느니 이딴 말만 할 것 같아서 무섭다",3월 14일,1,3
189,진짜 슬프다 이번주...사랑충치...쉬어갑니다...,3월 14일,,
190,난 자꾸 이상하게 충치치료하려고 이에 마취하면 몸을 덜덜 떨더라...,3월 14일,,
191,"화이트데이라고 사탕 초콜렛 잔뜩 받아서 한아름 안고다니고 입에 단거 잔뜩 넣은 채로 다니기
^ 옆에서 영웅은 충치도 안 생기나보지? 하는 영감 ㅋㅋ",3월 14일,,
192,나의 TMI : 사랑니발치하러 갔다가 소름돋는 사실을 알게 되었어요… 치아 안에 충치가 숨겨져있어서 일단 깨봐야 안대요… 큰일났어요… 지금 사랑니발치가 문제가 아니게 되어버림…,3월 14일,,4
193,란 아저씨 사탕 먹으면서 어우~ 달아~ 하는데 린도는 옆에서 사탕껍질 바스락 거리면서 귀엽다.. 이지럴함 린도가 은근 사탕류를 좀 자주 먹을 거 같음 드림주 린도랑 사탕 탐험 해가지고 익숙함 드림주 양치도 개빡빡해서 충치 없을듯ㅋㅋ 정기적으로 검진도 받고..(코코가 돈준다),3월 14일,1,59
194,"@ziyom_boo
 님에게 보내는 답글",3월 14일,,
195,"@Something___red
 님에게 보내는 답글",3월 14일,,
196,"@color_paper0404
 님에게 보내는 답글",3월 14일,,1
197,,,,
198,산처럼 쌓여있다가 으른들한테 충치 걱정 받아서 헤헿 걱정 업지렁~^^ 하고 해맑게 있다가 다음날 충치 걸려오는 상신ㅇ,3월 14일,,1
199,이 썩을까봐 안줘~ 뱀파이어도 충치 생긴다며? 하고 받아치는 채아,3월 14일,,9
200,"스케일링 하고 옴
다행이 충치는 없는데 치석이 좀 많아서 의사한태 혼났다",3월 14일,,4
201,"화이트 데이.. 내 사니와는 신나서 사탕 뿌리고 다니다가 밋짱에게 혼날 겁니다.  ""주인~ 단거 자제한다고 하지 않았어? 그리고 애들 충치 나은지 얼마나 됐다고 ^^+""",3월 14일,1,2
202,"하지만 우리 탐라는 새벽3시-6시에
항문에 치아가 났는데 충치가 생기면 치과에 가서 충치치료부터 해야하냐 항문외과에 가서 그냥 없애야 하냐 토론하는데
ㄴ님만그래요",3월 14일,1,4
203,지인이 살아생전 한번도 충치가 생긴 적이 없다길래... 이사람이 궁금해서 지켜봤더니 이 사람...... 뭘 먹자마자 양치질을 하더라...... 젤리 하나먹어도 바로 양치하러감,3월 14일,,
204,"@ERLS2J
 님에게 보내는 답글",3월 14일,,
205,화이트데이 너무 달달해서 충치가 생길꺼 같아요,3월 14일,,
206,"오, 젤리소르의 충치여! 아파서 죽는 줄 알았네!",3월 14일,,
207,+) 양치 뽀득뽀득 잘 해서 충치는 생기지 않았다(?),3월 14일,1,1
208,충치없다고하셨구 정기스케일링 하고 바로옆 안과가서 알러지안약 받아왔다 비오고점심시간근처라선지 엄청 금방 받았다 대기엄청 긴 병원인데 ㅇㅅㅇ..밥먹고 피부과만갔다오면 병원순회 끝이여,3월 14일,,
209,"@poeta_rii
 님에게 보내는 답글",3월 14일,,
210,"@duelee195
 님에게 보내는 답글",3월 14일,,1
211,"@cwmtto
 님에게 보내는 답글",3월 14일,1,1
212,"@91Leex
 님에게 보내는 답글",3월 14일,,3
213,"충치 치료는 어떻게 해야 하나요?

정말 짧고 간단한 질문이 있었는데요,
어찌 보면 가장 궁금하고 알고싶은 내용이 아니었나 싶습니다^^

충치 치료 시에 확인해야 할 부분과 치료의 방법과 재료에 대해
예미안치과 송정... http://goo.gl/MAQ9FE",3월 14일,,
