,본문,날짜,리트윗,하트
151,"치과 진료하는데 거의 2시간 걸렸어…근데 안에서 기다리는 시간이 길었어서 실질적으로 진료한 시간은 40분밖에 안돼,,",4월 4일,,
152,구라치지마언제치과예약이내일로잡혀잇엇음?,4월 4일,,
153,치과 왓는데 낙하 들린다,4월 4일,,2
154,전 양쪽 밑 사랑니 둘다 뽑았어요 완전 누워있었던.. 아픈것도 잘 참고 피도 안나서 치과 원장님께서 선물 주시기로 했는데 아직 못받은..,4월 4일,1,3
155,"근사한 날씨가 매일매일...
내일은 치과가고 꽃구경 해야지",4월 4일,1,8
156,고생 끝에 치과 치료 300만원,4월 4일,,
157,치과대기 30분.. 이럴거면 왜 4시 반에 오라하셨어요 개짱나,4월 4일,,
158,치과 레쮸고...,4월 4일,,
159,"@heng_tkkk
 님에게 보내는 답글",4월 4일,,
160,애기 치과 다녀와써요 잇몸에 나사박고 죽을맛,4월 4일,,
161,치과임 개같,4월 4일,,1
162,"치과 예약했어...'-` 맴이 안좋아,통장도ㅠ",4월 4일,,1
163,"@geagulleayo
 님에게 보내는 답글",4월 4일,,
164,"퇴근길에 치과에 다녀왔어요.
열심히 했던 나 칭찬하고.
#백현아오늘은 
@B_hundred_Hyun",4월 4일,1,6
165,치과 가기 싫음,4월 4일,,
166,아 치과치료비 야발ㅋㅋㅋㅋㅋㅋ,4월 4일,,
167,"@Wandava
 님에게 보내는 답글",4월 4일,,
168,아니 무슨 치과 한번 다녀왓다고 시간이;,4월 4일,,4
169,치과란...무엇일까 치아가 두번 나지 않는다는 점에서 인간은 장수하게 만들어지지 않은 생물임을 알 수 있고 어흑흑 썩거나 한 건 아닌데 여튼  치아가 또 한건하는구나...,4월 4일,,6
170,"치과 치료 끝,,, 집가는 중 터덜터덜",4월 4일,,1
171,치과 간다고 이야기했더니 친구가 카페 기프티콘 보내줘서 사랑니 무사히 뽑고(엄청난 일들이 너무 많았어요) 카페 들렀다가 집 도착했어! 아직 마취가 덜 풀려서 감각이 하나도 없는데 이후에 아플 걸 생각하면 두려워요,4월 4일,,4
172,치과 끝~~~,4월 4일,,4
173,"@Che_Rone_
 님에게 보내는 답글",4월 4일,,
174,"닥터펭 제휴 병원 안내 [더센트럴치과]
http://naver.me/FeeDD4wB 

충남 서산시 예천동에 위치한 치과로
통합치의학 전문의 진료를 받을수 있는 치과입니다
닥터펭 홀더 멤버십혜택을 받으실 수 있습니다.",4월 4일,1,4
175,"#본_사람_다하기
이름: 버니><
나이: 98즈와 동갑
키: 168
MBTI: INFP
거주지: 서울
폰기종: 아이폰12 프로
취미: 셉틴 덕질하기 ㅎㅎㅎ
직업: 치과에서 일하지요~
이상형: 일단 나보다 키는 커야함...",4월 4일,,6
176,"@kkku_____sa
 님과 
@kusa_kabe
 님에게 보내는 답글",4월 4일,,
177,"@naeurisaranghae
 님에게 보내는 답글",4월 4일,,1
178,"치과 의자에 앉아서
선생님 기다리는 시간 최악.~.~;;",4월 4일,,
179,치과 갓다 올게요 ㅆㅂ.......,4월 4일,,
180,아 치과치료비 야발ㅋㅋㅋㅋㅋㅋ,4월 4일,,
181,"@Wandava
 님에게 보내는 답글",4월 4일,,
182,아니 무슨 치과 한번 다녀왓다고 시간이;,,,
183,결국 걷고 걸어 치과에 도착함..,4월 4일,,1
184,"교정기 땜에
치과 가는데
버스 12분 13분임
이게 말이냐 ㅅㅂ",4월 4일,,3
185,"치아교정중엔 작은 충치는 무료로 치료해주는데 치과보험은 그런거 신경안쓰고 보상해줌.. 그래서 공짜로 떼운 충치로 5만원씩인가 받앗음
근데 치과보험은 중첩보상도 가능해서 . . 나지금치과보험 두개임",4월 4일,,1
186,"아 치과 가는 김에 정신과 가서 약 받아올까,,,, 근데 이거 어차피 출국하기 전까지 다 먹을것 같은데 소용있나 싶기도 하고 당연하지만 몇주치 약은 안 주실 것 같고,,, 죽은 눈 됨 병원 싫어",4월 4일,,1
187,나 시발 다시 치과 안와 개아퍄,4월 4일,,2
188,"갑자기 어이없는 티미
나는 고등학생때 신경치료한것 외에 치과를...제대로간적이없음 안봐도 충치많은건 비디오고 아프고 치과무서우니까 걍 타이레놀먹고 치통참으면서 살앗음..
그런사람에게는 치과보험 되게도움이됩니다 충치 치료 개당 얼마씩 보상해줘서 돈낸것보다 받은게더많음 ㅋㅋ",4월 4일,,2
189,"@VHZ_EQue
 님에게 보내는 답글",4월 4일,,
190,네 치과왓ㅆ슴니다 물을 너무 많이 뿌려서 치료도중 걍 삼켰써영..,4월 4일,,3
191,맨날 양치열심히하고 워터픽하고 혀닦아봐야 뭔소용이야 흑흑 하면서 치과갔는데 그나마 착색이였고 충치는 없다는 소식에 나는 기분안좋은 상태에서 덜 기분 안좋은 상태가 되었다,4월 4일,,6
192,잇몸 부은거같은데 하필 오늘 치과가는 날...OTL 응응 지옥으로 걸어가,4월 4일,,2
193,치과왔는데 군인있어 아 군복은 언제봐도 적응안되는구나,4월 4일,,2
194,"충치 치료는 어떻게 해야 하나요?

정말 짧고 간단한 질문이 있었는데요,
어찌 보면 가장 궁금하고 알고싶은 내용이 아니었나 싶습니다^^

충치 치료 시에 확인해야 할 부분과 치료의 방법과 재료에 대해
예미안치과 송정... http://goo.gl/MAQ9FE",4월 4일,,
195,원ㄹ래 치과ㅇ ㅔ러. ㅜㅇ치치려하령고 마취하느게 손이떵린??,4월 4일,,
196,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 치과가야하는데 저한테 왜그러세요ㅋㅋㅋㅋㅋㅋ..,4월 4일,,
197,"@green____l0l
 님에게 보내는 답글",4월 4일,,
198,원래마취하면솟ㄴ부륻ㄹ부들떨림?? 치과에선잊에가가 마취했느넫 선이부들부들,4월 4일,,
199,아니 요즘 치과 다 예약제여?? 지금 예약안하고 돌아댕겨서 세개째 튕기는중,4월 4일,,2
200,"@naeurisaranghae
 님에게 보내는 답글",4월 4일,,1
201,"치과 의자에 앉아서
선생님 기다리는 시간 최악.~.~;;",4월 4일,,
202,치과 갓다 올게요 ㅆㅂ.......,,,
203,아니 요즘 치과 다 예약제여?? 지금 예약안하고 돌아댕겨서 세개째 튕기는중,4월 4일,,2
204,"@xing_ni_11
 님에게 보내는 답글",4월 4일,,1
205,"@OongsimDS
 님에게 보내는 답글",4월 4일,,
206,치과실허...,4월 4일,,1
207,바반하다가 치과 끌려나왔다,4월 4일,,1
208,"@lydiatrekkie
 님에게 보내는 답글",4월 4일,,
209,와아ㅏ... 치과왔다...,4월 4일,,2
210,치과 가면 오늘 일과 끝,4월 4일,,1
211,약 4년차 지금 다니는 치과에 더 있다간 내가 정신 이상자 혹은 화병으로 병원에 실려가서 정신병에 들어갈꺼 같으니 빨리 퇴사를 하자,4월 4일,,4
212,시바 조진거같다 치과 가봐야겠다,4월 4일,,
213,"@Third_Run
 님에게 보내는 답글",4월 4일,,
214,치과 실어요,4월 4일,,
215,인생치과를 찾아부럿다,4월 4일,,
216,하시발..치과옴 차라리죽을래,4월 4일,,
217,너무 아파서 치과 왓는데 어떤 분 성함이 김설아 셔요!!! 우왁 내적친밀감 짱 오져요...,4월 4일,,
218,헐 나 치과가봐야하나,4월 4일,,
219,"갑자기 내일모레 치과 가게 됨 (검진하러)
과연... 나의 운명은...?",4월 4일,,
220,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 치과가야하는데 저한테 왜그러세요ㅋㅋㅋㅋㅋㅋ..,4월 4일,,
221,"@green____l0l
 님에게 보내는 답글",4월 4일,,
222,원래마취하면솟ㄴ부륻ㄹ부들떨림?? 치과에선잊에가가 마취했느넫 선이부들부들,,,
223,띠바 치과간다,4월 4일,,1
224,"@a__na__TT
 님에게 보내는 답글",4월 4일,,
225,생일에 치과 견적내기 재밌다 재수없으묜 당일에 이뽑는거야? ㅜ,4월 4일,,1
226,"치과쌤 확진되셔서 졸지에 퇴근못하지맨이 되어버린 나
4시 퇴근.. 이엇..는..데..",4월 4일,,1
227,치과는 처음오는게존내무섭지 처음치료끝나면 개불편해서 빨리다끝내버리고싶음,4월 4일,,
228,"충치 의심으로 치과를 두 군데 갔는데
1번 치과는 바로 레진 시키려고 했고
2번 치과는 스케일링 시키고 잇몸약 받고 귀가시킴
(2번 치과서 약안먹는 애기 붙잡고 설교하는 간호사 선생님께 반함)

날씨도 좋고 손에 타코야키 들고
쫄레쫄레 귀가함.
이 안 때워서 기부니가 좋아짐^-^",4월 4일,,5
229,"근데 애기 때부터 치과 자주 다녀서 언제부턴가 치과 가는데도 태연하지 않았을까? 씩씩하게 가지 않았을까? 생각하면

이 남자 귀여움 과다
과하다 과해",4월 4일,,1
230,"@auddus__
 님에게 보내는 답글",4월 4일,,
231,치과도 못 가고.. ㅋㅎㅋㅎㅋ 이게 무슨 일... ,4월 4일,,1
232,"어릴 때부터 치과 지도를 그렇게 그리더니 ㅜㅜ 결국 건치가 되었군아 ㅜㅜ

물론 그게 그게 아니지만 좋은 게 좋은 거 아니겠어요",4월 4일,,1
233,상여자특) 치과가는거무서워함,4월 4일,1,
234,"@rn_airen
 님에게 보내는 답글",4월 4일,,
235,종로치과 수면 진료 필요하다면? 잘하는 곳에서! http://blog.naver.com/holiksouth/222691327958…,4월 4일,,
236,어ㅏ 치과쌤 오셨다,4월 4일,,2
237,"@Ok__Wonsaeng
 님에게 보내는 답글",4월 4일,,
238,"아니 내일 치과 문을 연다고? 가봤는데 아무것도 없고 일자 드라이버 주면서 치료하라는 거 아니야?

어두운 바다의 등불이 되어 4화 | 연산호 저

리디에서 자세히 보기: https://ridibooks.com/books/425270928

일자 드라이버ㅠㅠㅠ  미치겟어ㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",4월 4일,,1
239,"@sigh_luv
 님에게 보내는 답글",4월 4일,,
240,띠바 치과간다,4월 4일,,1
241,"@a__na__TT
 님에게 보내는 답글",4월 4일,,
242,맨날 충치 걱정해서 치과 가면 잇몸이 안 좋네요~ 소리 듣고 옴 뽀득뽀득 양치질 하는 법 배웠다… 새로운 아이템도 획득함 ㅋㅋ 나름 열심히 관리한다고 한 건데,4월 4일,,2
243,내인생 치과 n년차 이젠 내 안방마냥 누워서 트위터함,4월 4일,,2
244,치과 쌤이 악마?? 얼굴 보러 간다.. ( 님 치과 극도로 무서워 하잖아요,4월 4일,,3
245,치과쌤이 악마?제발 빨리와주세요,4월 4일,,1
246,치과쌤이 악마들이였으면....,4월 4일,,1
247,치과쌤 언제오세요,4월 4일,,1
248,치과에서 마카롱도 줘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4월 4일,,3
