,본문,날짜,리트윗,하트
24,"양치 잘해라,,,
충치치료와 신경치료로 죽고싶지 않다면 ,,,",2시간,,
25,하니와 세키토,3시간,,2
26,,3시간,,2
27,난이잘닦는데 칼슘부족인지 자잘하게 찌끄레기충치 몇개나생김,3시간,,
28,싀발 아침에 눈떠서 디엠갔더니 앤캐 뉴쨜 받음 좋아 죽을것같음,3시간,1,2
29,"@seoaeng__
 님에게 보내는 답글",3시간,,
30,와씨발15만원겟또 ㅡㅋㅋㅋ,3시간,,
31,"MG99 한달 24번의 헌금 24 offerings per month...

동영상 링크
https://youtu.be/O0d733m1iy0
하나 신이 충치 풍치 불평에 지쳐 저절로 자라는 영구 틀니로 바꿔 주었느니라.
O.K. I'll let you return to Amitabha the original, you offering rake bastards...",3시간,,
32,"하,..,나아무래도갖다놔중독인듯",3시간,,
33,카타나청년캐짜고싶음(그만해),3시간,,
34,"@cherish_my_moon
 님과 
@SlideDog_SW
 님에게 보내는 답글",3시간,,1
35,"어린이날을 맞아 동심을 잊은 어른들을 위한 그림책 추천. 

〈아빠풍선〉은 이 세상 모든 어른들이 풍선으로 변해버린 세계를 펼쳐냅니다. 충치를 걱정하고 토마토를 기르던 어른들이 중력을 잃으면서, 어린이는 새로운 자유와 힘을 얻습니다. 

https://link.tumblbug.com/bIWdyYLIKpb",3시간,,
36,"@SlideDog_SW
 님에게 보내는 답글",3시간,,1
37,,,,
38,큰엄미가 내인스타보시면서 요즘그림왤케퀄이떨어지냐고하심 ㅈㅅ저요즘힘들어서못그림,4시간,,
39,딥에가고시픔,4시간,,
40,"오, 젤리소르의 충치여! 아파서 죽는 줄 알았네!",3시간,,
41,"@hyuakim_17
 

김 휴아시 휴라고 말해보세유
휴 휴..
아 자 입버리세요 충치 있는거 같아요 입내새가 많이 나네요",4시간,,
42,"ㅉ점쩜,.,.근데최소한의노력으로잘그린건데 글케말하시면기분이나쁘내요",4시간,,1
43,큰엄미가 내인스타보시면서 요즘그림왤케퀄이떨어지냐고하심 ㅈㅅ저요즘힘들어서못그림,4시간,,
44,딥에가고시픔,4시간,,
45,내가살거임,4시간,,1
46,아오제발아무도오지마라,4시간,,
47,"ㅁ문의는내가먼저넣엇는데
개억울",4시간,,1
48,아니뭐임당근원래이런거임??나랑일요일에거래하자고해놓고 그전에먼저하고싶다는사람오면 그사람이랑하겟다고,4시간,,1
49,일요일에하기로함,4시간,,
50,으하하레알세거래순조롭다,4시간,,
51,콩쥐는안보인다(딴데섲자나봄),4시간,,
52,얼마전출산하신분,4시간,,8
53,빵밀 연애 안정기인가부다....,4시간,,
54,"데미안「어릴 때 넬라에게 별사탕을 주며 충치가 생기는 것을 염려해 '하루 세개 이상 먹으면 사탕을 준 사람의 머리가 폭발해,'라고 말했다. 몇일 뒤에 '맛있어서 여섯개 먹어버렸어…'라고 펑펑 울며 내 머리가 폭발하지 않게 얼음찜질을 해주기 시작했다.」",5시간,,
55,"세이네 리키 , 너 그러다 충치 생긴다 .",5시간,,
56,"하,.,.사실별건아니고용돈줫엇는디 내가뭐라고..꼴에",5시간,,
57,일요일에하기로함,4시간,,
58,으하하레알세거래순조롭다,4시간,,
59,콩쥐는안보인다(딴데섲자나봄),4시간,,
60,얼마전출산하신분,4시간,,8
61,빵밀 연애 안정기인가부다....,4시간,,
62,"데미안「어릴 때 넬라에게 별사탕을 주며 충치가 생기는 것을 염려해 '하루 세개 이상 먹으면 사탕을 준 사람의 머리가 폭발해,'라고 말했다. 몇일 뒤에 '맛있어서 여섯개 먹어버렸어…'라고 펑펑 울며 내 머리가 폭발하지 않게 얼음찜질을 해주기 시작했다.」",5시간,,
63,,,,
64,"아니6화쿠키영상보고왔는데이게뭐묘?,..,",6시간,,
65,수많은안간들이 동쿤앞에서 입 벌리면 나는 그날로죽을지도몰라… 우리동쿤한테 그 불결한 충치를 보여주는 사람이 있다니,6시간,,
66,"@dadam0011
 님에게 보내는 답글",6시간,,1
67,"썩은놈yeah Im fuckin rotten like a bad tooth
pants sag I show my ass like a baboon
내재주 랩으로 여자들을fan으로만든 다음
흠뻑젖게하지 마치cacoon
[비프리,오케이션,팔로알토,레디-충치]",6시간,,
68,프락시스나오는로어는다우낀듯ㅠㅠㅠㅠ,6시간,,
69,ㅅㅂ엘릭스니가뭔지도모르는타이탄들ㅅㅂ,6시간,,
70,ㅠㅠㅠㅠ타이탄로어왜맨날이렇게멍청하게나와 일부로그러는거지,6시간,,1
71,아시발타이탄로어존나우낌,6시간,,2
72,아씨발너무우껴서눈물남으하하학,6시간,,2
73,산산조각 급강하아아아!,6시간,,2
74,후아 일요일에레알세거래할거야우하하,7시간,,2
75,"치아건강! 자일리톨 스톤 페퍼민트 부스터 70g

충치예방에 좋은 자일리톨 이제 
캔디로!

#자일리톨 #자일리톨스톤 #충치
#충치

https://link.coupang.com/a/mLVVb

쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",8시간,,4
76,와 사랑니 뽑은자리 너무 아픔 아침부터 또 약 쑤셔넣기 충치정도로 아팠었는데 지금은 거의 뭐 수술 다시 받고있는 수준인데 으앆아,10시간,,1
77,"@S2_rella
 님에게 보내는 답글",6시간,,
78,너희 초코초코 시끄럽다 충치 생겨 (스즈무/밸런타인데이날 트위터/제보:esjsoul),6시간,,1
79,거제가면 충치치료해여지....,,,
80,"치아건강! 자일리톨 스톤 페퍼민트 부스터 70g

충치예방에 좋은 자일리톨 이제 
캔디로!

#자일리톨 #자일리톨스톤 #충치
#충치

https://link.coupang.com/a/mLVVb

쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",8시간,,4
81,와 사랑니 뽑은자리 너무 아픔 아침부터 또 약 쑤셔넣기 충치정도로 아팠었는데 지금은 거의 뭐 수술 다시 받고있는 수준인데 으앆아,10시간,,1
82,기분이 오락가락하는 건 충치 때문이라고 해 두자.,11시간,,2
83,".
행복은 <잠>
해소
울고 난 느낌
불면증이 있다면
머리맡에 난로를 바짝 대고 주무세요
주변은 서늘하게
카페인 절제
탈모 증상이 있을 때도 머리를 감고 불을 쬐며 잔다
눈이 피로할 때도 눈을 난롯불에 쬔다
잇몸이 붓거나 피가 나면 충치 치료. 스케일링
겨울은 난로 쬐는 재미
.",12시간,,
84,"@JJoe_mabi
 님에게 보내는 답글",12시간,,1
85,"네 저 충치 5군데 잇어여
이닦은척 몰래 자리에 눕던 비열한 어린시절을 생각하면 제 충치 5개는 그 댓가치고는 싼편이죠",14시간,,4
86,계단님 왜여 님도 제 충치비용 53만원이 우스우신가여,14시간,,1
87,충치 치료비용 53만원이 두려운 어른은 이제 이를 닦으러 다녀온다,14시간,,3
88,달콤해서 충치생김,14시간,,
89,"@dadam0011
 님에게 보내는 답글",14시간,,1
90,간식 많이 먹다가 충치가 생긴 드레이코를 보고싶다..충치 생긴거 어떻게든 숨기려고 하는..응..,14시간,,3
91,"@S2_rella
 님에게 보내는 답글",15시간,,
92,충치죽여,15시간,,1
93,어린이날 하니까 콩알본진 첫 뮤지컬 충치 역할 생각나네 귀여워 주금 ㅠㅠㅠㅠㅠㅠ,15시간,,
94,"물론 쉬는날이라해도.,  출근을 하지 않는 것 뿐이지...(후략",15시간,,
95,충치가 몇 개냐,15시간,13,3
96,"@S2_rella
 님에게 보내는 답글",15시간,,
97,"네 저 충치 5군데 잇어여
이닦은척 몰래 자리에 눕던 비열한 어린시절을 생각하면 제 충치 5개는 그 댓가치고는 싼편이죠",14시간,,4
98,계단님 왜여 님도 제 충치비용 53만원이 우스우신가여,14시간,,1
99,충치 치료비용 53만원이 두려운 어른은 이제 이를 닦으러 다녀온다,14시간,,3
100,달콤해서 충치생김,14시간,,
101,"아니이, 들어봐요. 예전에 밥 먹다가 인상 한 번 찌푸렸더니 충치 생겼느냐고 단 거 먹고 나면 제발 이 좀 닦으라고 잔소리를 얼마나 하던지! 그래서 보란 듯이 사탕 하나 더 까먹었죠! 숨넘어갈 것처럼 굴던데용?",16시간,,1
102,"오늘 어린이 날이니까
짝제 키잡에 대해 생각해봅시다
 ㄴzZ쿨쿨",16시간,,
103,"제혅이가 변하면 엉훉이 진짜 품에 안고 안 놔줄듯 근데 의식은 그대로니까
야... 영훊아 나 세면대에 손이 안 닿아
꺅~~!! 내가 안아서 들어줄겡 !! 

영훊이가 변하면 제혆이…

다음은 질문 상자에",16시간,,
104,"@eunggi_
 님에게 보내는 답글",16시간,,
105,"세르주: 흠. 이건 맛있을걸.
시어도어: 너 많이 먹어.
세르주: 형 지금 이 닦은 사람 입에 사탕을 넣었어?
시어도어: 다 먹고 충치 생겨라.",16시간,,
106,충치웅니이 .. .,16시간,,
107,"@hercvles_oAtl
 님과 
@Sagiri_oAtl
 님에게 보내는 답글",16시간,,
108,"@Ebbbbb_14
 님에게 보내는 답글",16시간,,1
109,"밀른 특
왼 쫙쫙 빨아먹어서 자기는 매끈광채 돌아",16시간,,
110,"어이없음 그냥
속으로 내가 더 잘생겻지라고 생각했다 안 했다
질투 조금이라도 했다 안 했다
색스 했다 안 했다",16시간,,
111,"@ctninoc
 님에게 보내는 답글",17시간,,1
112,"료이키 텐카이
선밀 전개",17시간,,1
113,개같이 선밀당하는 중,17시간,,
114,,17시간,,
115,지금 몰아치는 밀른 폭격에 정신을,17시간,,
116,모두 주무셔야지 말임다. 저도 지금 이빨닦고있슴다. 진짜 이빨 꼭 닦으십셔. 안그럼 충치생김다.,17시간,,
117,"@omi_om17
 님에게 보내는 답글",15시간,,
118,루이 14세는 충치를 치료하는 과정에서 의사의 권유에 따라 모든 치아를 뽑게 됩니다. 이 과정들은 모두 마취없이 이루어졌으며 소독을 한답시고 루이 14세의 입천장을 달군 쇠막대기로 지지는 바람에 루이 14세는 이후 제대로 된 식사를 하지 못하게되죠.,16시간,,
119,더포레스트 합방 풀영상(꼬지.오 함마.이충치.표고북) https://youtu.be/VxLOXekf5fc    #생존게임 #멀티게임,16시간,1,
120,개같이 선밀당하는 중,17시간,,
121,,17시간,,
122,지금 몰아치는 밀른 폭격에 정신을,17시간,,
123,모두 주무셔야지 말임다. 저도 지금 이빨닦고있슴다. 진짜 이빨 꼭 닦으십셔. 안그럼 충치생김다.,17시간,,
124,"@ninjakaesuki
 님에게 보내는 답글",17시간,,
125,"@sansam_tang
 님에게 보내는 답글",17시간,,1
126,??,17시간,,
127,"엄마가그마클같은거안보면좋겠다.,",17시간,,
128,파리 충치생겨서 금욜날 치과간다 하 슬프네,17시간,,
129,"선밀 둘이
시츠레에다나 준아이다요
둘이 했다 안 했다
무례하긴 순애야
둘이 했다 안 했다
색스
둘이 했다 안 핬다",17시간,,
130,ㅇㅇ 겁나 바빠 지금 극성비만 받으려고 겨우켠거야,17시간,,1
131,"@yeninjakae
 님에게 보내는 답글",17시간,,
132,"@S2_rella
 님에게 보내는 답글",17시간,,
133,"@Shima_ninjacha
 님에게 보내는 답글",17시간,,
134,으앙 퇴근할래 ~,17시간,,1
135,"함 천천히 해불게요
캐자닌이랑 해당되는 칸 / 아가 이름 :3..

업으시면 쬑팔리니 나가디질게요",17시간,,
136,오늘 선밀이 데이트를 했다는데요,17시간,,
137,,17시간,,
138,,17시간,,
139,지금 몰아치는 밀른 폭격에 정신을,17시간,,
140,모두 주무셔야지 말임다. 저도 지금 이빨닦고있슴다. 진짜 이빨 꼭 닦으십셔. 안그럼 충치생김다.,17시간,,
141,,,,
142,아침에우리집본본이한테 내가좋어하는바디미스트로 샤워시켜주고 나갓는데 집왓는데 번본이한테 햔기로운냄새남 뭔 충치가이렇게향기나도되나귀엽다,17시간,1,
143,"쥬밀 
운동선수 일반인...
어렸을 때부터 짝사랑헌신하던 쥬엱이 드디어 무뚝뚝제혅이랑 사귀게 됐는데
절대 이런 거 마중 안 오는 형이
오늘 분명 피곤해서 늦잠 잔다던 형이...
자기 너무 긴장된다고 어제 말한 거 기억하고 와서 웃긴표정 지어주는 중",17시간,2,18
144,"ㅋㅋㅋㅋ든든히 먹는거죠 물론 와기들 배부르다면 바로 치워줄거에쇼 탈나게 할순 없어요
앗 아앗 충치는 생각 못했어요(이마탁) 그럼 케이크대신 거대 포켓몬 인형으로 대체할게요(?",17시간,1,
145,"내가잘못본게아니엇어
오늘달은손톱달이었어",17시간,,
146,나아까집올때 달보려고집가는길역방햔느로존나걸엇는데 결국달을못찾음,17시간,,1
147,"근데엄마는저거보면서아무생각이안들음?.,.,.",17시간,,
148,"엄마가 그린마더스클럽보길래 슬쩍봤더니 진짜좆같다,.,",17시간,,1
149,아이고ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ애들 배터지게 먹겠어요 너무 많으면 충치생긴다고 혼날지도 몰라여,17시간,1,
150,"살려주세요
살려주세요
하 자기전에 커뮤에 트윗 하나라도 올려둬야 경고 피할수있음...
일단 내일은 간만에 쉬는날이니까 커미션 작업하는시간 빼고는 러닝 가능할지도",17시간,,2
151,충치 제거 후 없던 시림·통증.. 치아에 무슨 일? | 다음 뉴스,17시간,,
152,"함 천천히 해불게요
캐자닌이랑 해당되는 칸 / 아가 이름 :3..

업으시면 쬑팔리니 나가디질게요",17시간,,
153,(사탕 쥐여짐..) 이 시간에 사탕을 먹으면 충치가 생길거야..(미니 부정),18시간,,
154,농담아니고진짜달이핑크색이라고,18시간,,3
155,얘들아오늘달이핑크색이라고빨리봐,18시간,,
156,이빨 간지러운데 이거 충치인가봐 시발,18시간,,
157,(사탕 쥐여짐..) 이 시간에 사탕을 먹으면 충치가 생길거야..(미니 부정),18시간,,
158,농담아니고진짜달이핑크색이라고,18시간,,3
159,얘들아오늘달이핑크색이라고빨리봐,18시간,,
160,엄청난손톱달인데 색이빨감,18시간,,
161,와얘들아오늘달장난아니야다들달봐,18시간,,1
162,"@alsxmvkfmvp
 님에게 보내는 답글",18시간,,
163,"밥먹고갓더니배안고픔
행복한고삼",18시간,,
164,비계 퍼날,19시간,,
165,"글고 집에서 맨날 이쟤혅 놀리는 김엉훉

- 야 지루 계란 후라이에 스팸 점심 콜?
- 어... 조루 개가튼 년아.. 

그 날 1등 김엉훉이었는데 
이쟤혅이랑 하는 상상하니까 바로 쌈",19시간,,
166,"충치 제거 후 없던 시림·통증… 치아에 무슨 일? (출처 : 헬스조선 | 네이버 뉴스) http://naver.me/5x0uJsU8

충치 치료 후 수일 내 이시림·통증이 생기는 것을 '술후 과민증'이라고 한다./클립아트코리아 제공",19시간,,
167,"여기서 빵밀 무슨 얘기 하냐면
둘이 호빠 선순데
그 날 엄청난 골드미스큰손들오셨는데
그 분들 취미가 선수 싹 다 불러다가 빨리싸는 사람 1등~ 하고 팁이랑 TC 챙겨주는데
이쟤혅 결국 못 싸서 ㅋㅋ 
집 가는 차안에서 싸우는 거임

빵은 엉훊이 가명이구",19시간,,1
168,"@rkrn_pokkang
 님에게 보내는 답글",19시간,,
169,"@CheriePolnareff
 님에게 보내는 답글",19시간,1,
170,시에미라는 여자는 덜떨어졌습니다 .그렇게 쉽게 충치에 걸려들다니,19시간,,
171,소통을 못하니 대갈치기밖에,19시간,,2
172,,,,
173,비계 퍼날,19시간,,
174,"글고 집에서 맨날 이쟤혅 놀리는 김엉훉

- 야 지루 계란 후라이에 스팸 점심 콜?
- 어... 조루 개가튼 년아.. 

그 날 1등 김엉훉이었는데 
이쟤혅이랑 하는 상상하니까 바로 쌈",19시간,,
175,"충치 제거 후 없던 시림·통증… 치아에 무슨 일? (출처 : 헬스조선 | 네이버 뉴스) http://naver.me/5x0uJsU8

충치 치료 후 수일 내 이시림·통증이 생기는 것을 '술후 과민증'이라고 한다./클립아트코리아 제공",19시간,,
176,여기요 무채 레시피예요 사탕 관련된 건 저도 들은 바가 없어서 모르겠어요 하지만 담배 물 틈 없이 사탕만 빨고 있을 거라면 효과가 없진 않을 거라 생각은 해요 대신 충치는 못 피하겠지만요,19시간,,
177,혹시 티켓이 어떻게 오나요 겉에 할뢑콘서트티켓. 이라고 적혀잇나요 긱사 우체통에 그게 와서 룸메한테 대신 가지고 들어가달라 하고싶은데 갓반인 행세를 하고잇어서...,19시간,,
178,첫 트윗 충지->충치 ㅠㅠㅠㅠㅠㅠㅠㅠ,19시간,,3
179,띠발 난 이십억백퍼당첨? 교수 지갑 훔쳐서라도 복권 삼,19시간,,
180,아 충치 진짜 망했다 치과가기ㅜ너무무섭다,20시간,,
181,요즘 아무것도 못 따라가고 있는 와중 달랑달랑 요정인 채로 진지한 얘길하는 남자 발견,20시간,,
182,"@Xii_Hwa
 님에게 보내는 답글",20시간,,
183,"이제보니 늑대수인이 아니라 늑대인간이네 아우우

(이거 타케쿠쿠임",20시간,5,8
184,날이 더워지는 게 선밀이 이제 제철일 거 같아요,20시간,1,1
185,"세이네 리키 , 너 그러다 충치 생긴다 .",20시간,,
186,"충치치료 끝났는데… 
스케일링 받는걸 까먹음..
저번달에 받았으니 괜찮으려나ㅠㅜ",20시간,,1
187,"오늘 으사샘 업적
크라운 씌우는척 하시고 충치치료도 해주심
씌우기만 한다며...!!!씌우기만 한다매요 쌤...!!!!",20시간,,3
188,"하 이제 진짜 떡썰만 주구장창 풀어야될 거 같은데 정력딸려서
나중에... 나중에... 나중에세계관 ㅠ",20시간,,
189,"833
현재 2n년 살면서 가장 큰 시련과 마주해있다

...나충치생긴것같다",20시간,,2
190,우와....이거 모냐...............보자마자 너무 달아서 충치 5개 생김,20시간,,
191,"치아가 썩는 이유는 관리가 잘 안 되고 있거나, 
체질/선천적인 부분도 있다고 합니다.
이럴 때는 치과를 자주 찾아가셔서 관리를 하실 수 밖에 없는데요,
실란트나 불소도포로 충치 진행을 막아줄 수 있다고 하네요.
예미안치과 송정현 원장님이 답해 주셨습니다.
http://helpmedocs.com/board/qna/view/wr_id/428/page/2…",20시간,,
192,,,,
193,"예전부터 엉훉이랑 결혼할 생각은 있었지 먼 훗날로 예상했지만
암튼 그렇게 차차 반지 디자인 고르고
프로포즈는 자기가 해주고 싶어서
개바쁜 와중에도 스케줄 정리 몰래하면서
놀래켜주고 싶었는데
애가 갑자기 너무 결혼하고 싶다고 찡찡 거리는 거처럼 보여서 (바빠서 꼬여보였던..)",20시간,,1
194,"근데 요즘 제혅이 뭐하냐면
일 좀 정리하면서 엉훉이랑 결혼계획 중이었음
이미 자기가 할 수 있는 일에서
최정상찍고 직업에 대한 충족감은 다 채웠음
더 가면 좋겠지만 이제는 엉훉이랑의 미래를 더 그리고 싶은거임
왜냐면 자기도 히트 왔을 때 그랬던 게 마음에 걸렸기도 하고
엉훉이가 좋으니까",20시간,,
195,"아니.. 나 결혼하고 싶어 제혅아.. 아니면 우리 사귀는 거 알리면 안 돼? 나 좀... 불안해 저번부터.. 

하는데 제혅이 한숨 탁 쉬니까
엉훉이 걍 허망해짐
아... 얘는 진짜 일이 나보다 중요하구나
생각하고 엉훉이 처음으로 가출함",20시간,,
196,"한숨 쉰 건데 엉훉이 그러고 별 말 안 하길래 냅뒀음..
그 날따라 자기 안아주지도 않는데
피곤해서 뒀더니
웬걸? 집에 오니 애가 없어.. 
쪽지는 또 써놓은 앙큼엉훉",20시간,,
197,"예전부터 엉훉이랑 결혼할 생각은 있었지 먼 훗날로 예상했지만
암튼 그렇게 차차 반지 디자인 고르고
프로포즈는 자기가 해주고 싶어서
개바쁜 와중에도 스케줄 정리 몰래하면서
놀래켜주고 싶었는데
애가 갑자기 너무 결혼하고 싶다고 찡찡 거리는 거처럼 보여서 (바빠서 꼬여보였던..)",20시간,,1
198,"근데 요즘 제혅이 뭐하냐면
일 좀 정리하면서 엉훉이랑 결혼계획 중이었음
이미 자기가 할 수 있는 일에서
최정상찍고 직업에 대한 충족감은 다 채웠음
더 가면 좋겠지만 이제는 엉훉이랑의 미래를 더 그리고 싶은거임
왜냐면 자기도 히트 왔을 때 그랬던 게 마음에 걸렸기도 하고
엉훉이가 좋으니까",20시간,,
199,"아니.. 나 결혼하고 싶어 제혅아.. 아니면 우리 사귀는 거 알리면 안 돼? 나 좀... 불안해 저번부터.. 

하는데 제혅이 한숨 탁 쉬니까
엉훉이 걍 허망해짐
아... 얘는 진짜 일이 나보다 중요하구나
생각하고 엉훉이 처음으로 가출함",20시간,,
200,"엉훉이는 격하게 결혼이 너무 하고 싶어서
맨날 유튭으로 결혼하는 영상보고
제혅이랑 커플화보 찍는 거 합성이나 하고
오열하다가 약먹고 좀 괜찮아지고 또 오열하고 약먹고.. 그러다 약 먹는 거 들키면 그제서야 실토함",20시간,,
201,"맨날 와서 잠 자기 바쁘고 누워서
엉훉이가 밥 먹었어? 오늘 안 힘들었어? 하는 거에
응응... 하다가 걍 폭 안겨서 자고 새벽에 출근하고
엉훉이한테 대충 사랑해 갔다올게 하면
엉훉이 웃으면서 엉!
하니까 자기가 잘못느꼈나... 이러고",20시간,,1
202,"그 무렵 제혅이 커리어로
무슨 상 휩쓸고 인정받고
진짜 정상에 오름
엉훉이 덩달아 더 할 말 없어짐
문득문득 주체 안 될 때
우울증 약 먹는데
제혅이도 조금 울렁울렁 거리니까
쟤 왜 저래 싶은 거...
근데 제혅이 인생에 지금이 제일 바쁜 시기라 물어보질 못함",20시간,,
203,"일이 중요한 제혅이.... 
나보다 일이 더 중요한가..... 
싶어서 정신병 도짐
제혅이 자다가 깼는데
은은하 감정 공유땜에 기분 상함

야 너 뭐해? 기분 안 좋아 너? 나 왜케 기분이 안 좋지 분명 산뜻했는데 ...

엉훉이 일단 아니라고 하고 웃는데
제혅인 영 찝찝했음",20시간,,
204,"지금까진 엉훉이 마음 가는 대로 살았지
제혅이가 하란 대로 하거나
이건 제혅이 생각해서, 또 자길 생각해서 
결혼이란 걸 너무너무 하고 싶은 건데
상대는 이제혅임 어케 구슬리냐고
좀 솔직하게 말해도 맨날 결혼엔 단호한 제혅이...",20시간,,
