,내용,날짜
41,"항상 사용합니다
떨어져서 구비해뒀어요!",22.05.02.
42,가격이 올랐네요좋다길래 함 써보려구요,22.05.02.
43,항상 잘 쓰는제품 빠른배송 좋습니다,22.05.02.
44,치약 중 제일 상쾌한 것 같아요,22.05.02.
45,가격이 아악한 만큼 만족해요,22.05.02.
46,언제나 만족하는 상품이예요,22.05.02.
47,좋아요오오…!!!!!!,22.05.02.
48,항상 이 제품만 써요~,22.05.02.
49,양치시거품잘나고 양치후 개운해요~,22.05.02.
50,최고 체고 최고 최소,22.05.02.
51,"남편은 이 치약만 사용해요.
좋아요좋아요좋아요좋아요",22.05.02.
52,입냄새안나고 깔끔한기분이 들어 좋습니다,22.05.01.
53,항상 사용하는 제품으로 개은함이 좋아요.,22.05.01.
54,양치후 깔끔한 느낌이 나서 만족합니다,22.05.01.
55,"늘 쓰는 제품이에요.
비싸지만 좋아요",22.05.01.
56,믿고쓰는 치약 덴티스테 좋아요,22.05.01.
57,확실히 사용 후 깔끔하네요!,22.05.01.
58,비싸니까 괜찮을듯 해요,22.05.01.
59,너무 좋아요 또 살게요,22.05.01.
60,배송무엇?! 한국인 속도에 딱 맞는ㅋㅋ 뭣모르고 넘나 많이 짜서 깜짝 놀랐지만 사용 후 상쾌함이란!!!짜앙,22.05.01.
61,재구매 하였습니다 치아가 안좋았는데 아무치약을 사용하고 있었는데 너무 치아가 좋지않아 덴터스테을 사용하고 나서 좋더라구요,22.05.01.
62,잘받앗어요 꼼꼼하게 잘보내주셧어요,22.05.01.
63,늘쓰는 치약 불편하게 매울정도는 아닌데다가 개운하고 상쾌해서 너무 좋아요,22.04.30.
64,항상 쓰는 덴티스테 치약~ 우리가족 모두가 이치약없이는 양치한것같지도않고해서 모두 이것만 찾아요! 개운함이 오래오래가네요,22.04.30.
65,처음 써봤는데 입안이 개운하고 너무좋아요 추천합니다,22.04.30.
66,늘 쓰는 제품이에요 잘 쓰고 있어요👍🏻,22.04.30.
67,저렴한 가격에 좋은상품 잘받았습니다! ㅎㅎ,22.04.30.
68,양치후 개운함에 이치약만 쓰네요^^,22.04.30.
69,계속 쓰다보니 이것만 쓰게 됩니다,22.04.30.
70,제품도 좋고 꾸준하게 쓰고 있어요,22.04.30.
71,처음 사용하 봤는데 만족 합니다,22.04.30.
72,써보니 계속 구매할거같아요,22.04.30.
73,사용전인데 비싼만큼 좋겠죠,22.04.30.
74,배송이 빨랐고 재구매했네요,22.04.30.
75,항상쓰는 제품입니다..최고,22.04.30.
76,덴티스테 만만세…짱,22.04.30.
77,우연히 올리브영에서 사서 써보고극강의 상쾌함을 맛보고 이거만 쓰고있어여.앞으로도 이거만 쓸듯합니다.,22.04.30.
78,빠른배송~좋아요~굿,22.04.30.
79,항상 애용하는 제품! 배송도 빠르고 포장도 잘 되어있어 잘 쓰고 있어요,22.04.30.
80,잊고지내면옵니다22일주문30일도착해외배송인줄 ㅋㅋㅋ,22.04.30.
81,상쾌하고 조아여. 지인꺼 써보고 주문했는데..가격대가 좀더 저렴하면 조을듯함. 구성중 사은품이 빠져있네여~글도 바로 사용원해서 잘 쓸께여,22.04.29.
82,"용량이 엄청 크네요.
솔직히 거품이 많이 안나는데 닦고 나면 확실히 개운하긴 해요.",22.04.29.
83,"거품은 확실히 다른치약에 비해 덜 나는데~
양치 다 하고나면 깔끔한 느낌",22.04.29.
84,쟁여서 계속 쓰고 있는 제품 이빨 닦으면 너무 시원해요,22.04.29.
85,"한번 쓰고나면 이치약 밖에 못 쓴다는
많이 파세요",22.04.29.
86,"대용량으로 늘 애용하는 것
상쾌하고 좋아요",22.04.29.
87,다른 치약보다 입냄새 제거에 훨씬 좋아요.,22.04.29.
88,개운하고 좋네요 ㅎ 또 구매할게요 ㅎ,22.04.29.
89,이름값하네요! 포장은 소박하구요.,22.04.29.
90,배송도 빠르고 상쾌해요.,22.04.29.
91,입안이 개운해서 좋네요,22.04.29.
92,배송 빠르고 좋아요 ㅎㅎ,22.04.29.
93,자주 구매합니다 좋습니다,22.04.29.
94,받아보니 예전에 마트에서 샀던건 160g이네요. 200g에 이 가격이면 정말 저렴하게 구매했네요. 치약은 덴티스테만 쓰는데 앞으로 인터넷에서 구입해야겠어요.,22.04.28.
95,덴티스테 만큼 재구매하고 쓰는 치약은 없습니다. 역시 상쾌해요,22.04.28.
96,항상 쓰는 치약입니다. 너무 개운하고 좋아요. 이거 쓰다가 다른 치약 쓰면 달게 느껴져요,22.04.28.
97,"개운하다고 해서 구매했는데
그닥 별로 ㅜㅜ",22.04.28.
98,"매번 쓰던 제품입니다
저렴하게 잘 샀어요",22.04.28.
99,너무맵지않고딱깔끔하고개운해요,22.04.28.
100,항상 구매해요 최고의 치약,22.04.28.
101,"빠른배송
상쾌하고 좋아요",22.04.28.
102,굿굿좋아요 잘쓰겠습니다,22.04.28.
103,"몇년째 쓰고있어요.
만족합니다.
깔끔한 느낌입니다.",22.04.28.
104,항상 쓰던 치약이라 구매했어요싸게 잘 구매했네요 감사합니다,22.04.28.
105,항상 애용해요 입안이 개운해요,22.04.28.
106,배송빠르고가격이 착하고 아이들이 좋아해요 ㅎㅎ 좋아요,22.04.28.
107,"계속 쓰고있는 제품입니다 이거 쓰면 다른거 잘 못써요
너무너무 좋아요^^좋아요 좋아요^^",22.04.28.
108,상품 파손 없이 잘 받았습니다 시중보다 저렴하게 잘 구매 했어요 항상 쓰는 제품 너무 좋아요,22.04.27.
109,덴티스테쓰다가 다른거 쓰면 약간 불안한? 입냄새도 나고....계속 꾸준히 구매중이예요.,22.04.27.
110,덴티스테만큼 개운하고 깨끗한 치약은 없을듯합니다!!,22.04.27.
111,배송도 빠르고 다좋운데 상품택은왜 떨어져 있나요?,22.04.27.
112,"저희집은 몇년째 사용중^^
다른 치약은 못 써요^^;",22.04.27.
113,역시 덴티스테죠?구매한지 조금 되어서.벌써 끝이보입니다!개운하고 대만족합니다^.,22.04.27.
114,이시림이 조금있는데 전혀시리지않고 좋아요,22.04.27.
115,빠른배송이였어요 소문듣고 구매해봅니다,22.04.27.
116,입안이 상쾌해져서 이것만 사용중입니다,22.04.27.
117,항상 사용중인데 저렴하게 잘구매했어요,22.04.27.
118,"상쾌하고 좋아요
계속해서 쓸거예요",22.04.27.
119,배송은 쪼금느렸지만 잘받았습니다,22.04.27.
120,쟁여두고 씁니다 ㅎㅎ 좋네요,22.04.27.
121,상쾌하니 좋습니다. ! 굿굿!!,22.04.27.
122,입안이 시원하니 좋네요,22.04.27.
123,잘받았습니다 잘닦여요,22.04.27.
124,항상쓰는제품이에요ㅋ,22.04.27.
125,꺌끔하고.배송빨라요,22.04.27.
126,이젠 이거없으면안대,22.04.27.
127,두번째 주문했어요.,22.04.27.
128,사용하던거에요~한번 사용해보더니 게운함을 잊지 못 하네요^-^,22.04.27.
129,입안이 개운하고 시원하고 입냄새를 잘 잡아주는것 같네요...,22.04.27.
130,좋아요 추천합니다 좋아요 추천합니다 좋아요 추천합니다 좋아요 추천합니다 좋아요 추천합니다 좋아요 추천합니다 ~,22.04.27.
131,생각했던것 보다는 와 좋다 할정도는 아니지만 상쾌해요 조금 비싼면도 없지않네요,22.04.26.
132,"양치후 굉장히 상쾌해요
호텔어메니티로 사용해보고 맘에들어 바로준했어용",22.04.26.
133,"거품이 많이 나지 않고
양치질을 하고 나면 정말 개운해서 좋습니다.
감사합니다~^^",22.04.26.
134,덴티스테가 치약중엔 가장 깨운합니다,22.04.26.
135,배송 넘느려서 다른거사서 썻네요,22.04.26.
136,쓰던제품 이라 믿고 구매합니다.,22.04.26.
137,항상쓰는제품이에오ㅡ 조아용~~~,22.04.26.
138,으아아 진짜 입냄새에 짱좋네요,22.04.26.
139,시원하고 상쾌한 치약입니다,22.04.26.
140,배송빠르구 좋아요!!!,22.04.26.
141,너무 좋습니다. 최고,22.04.26.
142,잘받았읍니다,22.04.26.
143,"항상 쓰고 있는 덴티스테치약 개운 하고 좋아요,
좋은 가격에 구매 해서 잘 사용 하고 있어요
감사합니다^^",22.04.25.
144,"배송 빠르고
사용감이 부드럽고 깔끔하게 닦여서 좋아요",22.04.25.
145,진짜 깔끔하게 닦이고 너무 시원해요. 또 구매할겁니더,22.04.25.
146,금방왔어요 제품 맞아요 사은품 크기가 작긴 하네요,22.04.25.
147,여러개 사서 잘 쓰고 있어요. 늘 상쾌하고 좋아요~,22.04.25.
148,없어서 다른제품 사용했는데 별로라 다시 구매,22.04.25.
149,이 치약만 사용해요 상쾌하니 좋아요,22.04.25.
150,늘 이치약만 씁니다 너무 좋아요,22.04.25.
151,배송빠르고 상품마음에 듭니다,22.04.25.
152,상쾌해서 이치약만써요!,22.04.25.
153,우리공주 이것만써요,22.04.25.
154,개운해서 좋아요. ㅡ,22.04.25.
155,잘 쓰고잇어여~~|,22.04.25.
156,항상느차약이ㅖ요개운하니좋은치약이예요,22.04.25.
157,"입냄새 효과적입니다.
개운하고 좋네요.
가족모두 만족하고 있습니다",22.04.25.
158,"치약이 완전 상쾌합니다.
상쾌함이 오래갑니다",22.04.25.
159,"후기들이좋아서구매했어요
전 기대보다 조금 아쉽네요
입안개운함이 오래가지않는거같아요",22.04.24.
160,친구소개로 사용하고있는데 좋은것 같아요.,22.04.24.
161,아쥬 좋아요 치약 중에서 제일 갑입니당,22.04.24.
162,좋은제품 만족합니다..~~!!ㅎㅎ,22.04.24.
163,아주좋아용늘쓰는거에요,22.04.24.
164,"이번에도 잘 받았씀니다 꾸준이 사용하는 제품이구요~~
감사합니다",22.04.24.
165,전에 쓰다가 잠깐 다른 것들도 써 봤는데 덴티스테만한게 없네요…,22.04.23.
166,"이 치약 너무 좋아요
사용한 다음 부터 입냄새가
안나요~",22.04.23.
167,배송 빨랐고 치약도 사용 후 깔끔해 잘 쓰고 있습니다,22.04.23.
168,사용한지 2일째인데 아직 효과는 못 느끼고 있어요 좀더 사용해봐야 알것 같네요,22.04.23.
169,항이좋구 200미리 저렴하게사서좋아요,22.04.23.
170,깔끔하고 좋네요 .다쓰면 재구매각,22.04.23.
171,개시원 이만한 치약없움,22.04.23.
172,젛아조루다ㅡ후아잦ㅊ,22.04.23.
173,너무 너무 좋아서 샀어요,22.04.23.
174,입냄새 없애는데는 이게 최고예요 화이트닝은 안되서 아쉽지만. 잘때 이 치약쓰면 아침에 일어나서 입안 텁텁한거 1도 없어요 좋아요,22.04.22.
175,치약을 여러번 바꿔왔는데 덴티스테쓰면 다른치약으로 안바꿔도 될것같아요^^ 남편도 좋다고하네요~ 잘쓰고 또 구매하러올게요 좋습니다~,22.04.22.
176,향도 좋고 이가 개운해요. 늘 사용하던 제품이라 믿고 씁니다. 서비스로 20g짜리도 많이 주셔서 유용하게 쓸것같아요.,22.04.22.
177,아침에 입냄새 안나고 용량도 크고 아주 좋습니다..,22.04.22.
178,적립금 있어서 저렴하게 샀어요!,22.04.22.
179,좋은 제품 싸게 구입했습니다,22.04.22.
180,배송빠르고 상쾌하고 좋아요,22.04.22.
181,계속 이제품만 쓰게 되요ㅎ,22.04.22.
182,생각보다 그냑그래요,22.04.22.
183,한번 써볼려구요!!!,22.04.22.
184,늘 사용하다보니 마땅히 다른 치약을 알아볼 일이 없어요 몇년째 사용하고 있습니다 조금 매워도 상쾌합니다,22.04.22.
185,"항상 사용하는 치약^^ 입냄새 걱정없고,상쾌하여 아이들도 다른건 사용 못 합니다.저렴한가격 고마워요^^",22.04.21.
186,우리집 필수템~너무 조아요~이제 다른 치약은 절대 못 쓸거 같네요,22.04.21.
187,추천받아서 써보려구요 마침 치약도 다떨어져서 구입해봅니다,22.04.21.
188,"배송 빠르고요
매번 쓰는 제품입니다
개운해요",22.04.21.
189,치아에 닿는 향과 부드러움이 너무 좋아요,22.04.21.
190,오.. 놀라운 나의 입냄새가 상쾌해졌어요,22.04.21.
191,저렴하게 샀고 아침 구취도 잘 잡네요^^,22.04.21.
192,역시나 늘 쓰던거에요 정말 좋아요,22.04.21.
193,한번 써보니 이것만 쓰게 되네요,22.04.21.
194,시원하고 좋아요상쾌합니다,22.04.21.
195,개운하고 좋습니다~~,22.04.21.
196,좋아요 배송 빠르고,22.04.21.
197,자주 애용하는 제품입니다 개운함이 좋아서 최애 치약입니다,22.04.21.
198,"오래 써보지 않아 체감적으로 느끼는 큰 장점은 아직 느껴지지 않아요
단점은 뚜껑에 치약이 많이 묻어서 깔끔하지 못해요
쓸때마다 지저분하게 느껴져서 뚜껑만 좀 개선이 되면 좋겠어요",22.04.20.
199,"양치하고 입냄새도 덜 나고
개운합니다
200그램이라서 양도 많고
단점은 가격이 비싸다는 것ㅠㅠ",22.04.20.
200,주변에서 추천하는 치약이라 구매했어요. 일주일정도 사용했는데 좋은것 같습니다.,22.04.20.
201,저렴하게 잘 샀어요! 치약품질은 말할것없지요 ㅎ 좋아요?,22.04.20.
202,항상 이것만 쓰게 되죠. 이 치약만한게 없는것 같아요.,22.04.20.
203,"항상쓰는 덴티스테 치약 입니다.
상쾌해서 좋아요~^^",22.04.20.
204,"배송도 빠르고
일단 믿고 쓰는데
느낌은 좋네요.",22.04.20.
205,늘 좋아서 재구매 의사 별 다섯개요!,22.04.20.
206,상쾌한데 조금 더써봐야알거같아요,22.04.20.
207,다른제품 못 쓰겠어요~완전 굿,22.04.20.
208,생각외로 산뜻하지는 않네요,22.04.20.
209,애용하는 제품이에요,22.04.20.
210,언제나 항상 좋아요.,22.04.20.
211,빠른 배송 감사합니다 ㅋㅋㅋㅋ,22.04.20.
212,첨 써보고 좋아서 재구매 했습니다 딱 한가지 아쉬운점은 뚜껑이 잘 안열려요 ㅜ,22.04.19.
213,지금 처음써봐서 아직 잘 모르겠지만 저렴하게 잘 구매했어요,22.04.19.
214,아이도 편하게 사용하고 있고 저도 잘 쓰고 있어요,22.04.19.
215,양치 후 개운한것이 아주 상쾌하니 좋으네요,22.04.19.
216,닦고나면 입안이 넘 개운하고 치아가 조금씩 하얗게 되는거 같더라고요 암튼 입안이 넘깔끔하고 좋아서 매번 몇회째 쭈~~욱 구매하고 있네요,22.04.19.
217,입안이 개운해요 냄새도 덜 나는거 같구요,22.04.19.
218,항상쓰는치약입니다 다른건 못써요ㅎ,22.04.19.
219,만족하면서 항상 쓰는 제품입니다.,22.04.19.
220,좋아요. 온가족이 사용하고 있어요,22.04.19.
221,"확실히 좋은
치약은 다릅니다 ~",22.04.19.
222,치약은이게제일좋아용~~~~,22.04.19.
223,그냥저냥 아직은 쓰는중,22.04.19.
224,잘쓰고 있습니다요오,22.04.19.
225,덴티스테 항상 다 쓰면 재구매해요 입안이 개운해요,22.04.19.
226,"최고네요 배송은 번개고
본품에 뭔 증정을 이리 줬데요
환장허겄네요 또 시킬랍니다. ^^
번창하셔요",22.04.19.
227,깔끔하고 좋아요. 마침 여행용도 들어있어서 잘 썼어요^^,22.04.18.
228,깔끔해요 입냄새까진 모르겠지만 개운해서 좋아요!,22.04.18.
229,불소없어서 구매했어요 깔끔하고깨운하네요,22.04.18.
230,항상 이용하고 있는 제품입니다.,22.04.18.
231,항싱 쓰는 제품이라 구매했어요,22.04.18.
232,역시나좋습니다재구매하려구요,22.04.18.
233,처음 써보는데 일딴 써볼께요,22.04.18.
234,이 제품만 쓰고 있어요~~~!!,22.04.18.
235,입안이 개운하고 상쾌해요,22.04.18.
236,감사합니다. 잘쓸게용,22.04.18.
237,요제품만 사용해요~~^^,22.04.18.
238,막쓰기 조아요!! ~,22.04.18.
239,늘쓰는거에요 집에도쓰는데 딸한테보냈어요,22.04.18.
240,좋습니다 항상 사용함니다,22.04.18.
241,치아미백효과는 더 오래 사용해봐야 알겠지만 우선은 상쾌하고 좋습니다. 기대가 되는 치약입니다.,22.04.17.
242,"배송은 만족스러운데, 뚜껑이 열고 닫고 사용하기가 불편하네요.",22.04.17.
243,"상품은 좋은데 배송이 일주일이상 걸려서
별하나 뺐어요",22.04.17.
244,늘 가족 모두 안심하고 사용하는 덴티스테 좋아요,22.04.17.
245,입냄새 제거에 좋아요 재구매해서 늘 사용중입니다 덴티스테 주변에서도 많이 사용중이더라고요 ㅎㅎ,22.04.17.
246,아침에 텁텁함 들하고.. 만족합니다.,22.04.17.
247,항상 쓰는 덴티스테 좋아용~^^,22.04.17.
248,게운한 치약~ 너무 좋아요.,22.04.17.
249,온가족 믿고 쓰고 있어요.,22.04.17.
250,이거말골다른거못써요,22.04.17.
251,항상사용하던 치약이라 좋은건 당연한건구 배송도 빠르네요👍,22.04.17.
252,깔끔한 향이 너무너무 좋아요^^,22.04.17.
253,좋죠 머 ㅋㅋㅋ워낙 유명해서,22.04.17.
254,"개인적으로 양치를 하고 나서 입안에 텁텁한 느낌이 나는걸 싫어하는데 덴티스테 치약은 적당히 매우면서도 입안이 개운해지는 느낌이 좋아 정말 잘 사용하고 있는 치약이에요! 같이 주신 미니 사이즈는 여행갈때 가지고 다니면 정말 좋을것같아요ㅎㅎ
배송도 정말 빨라서 좋았습니다!",22.04.16.
255,덴티스테 한번사용하면 계속해서다른 제품은 선택하지 못합니다,22.04.16.
256,"배송 졸라느리고 박스 내부 포장도 개판
이런건 처음보내요",22.04.16.
257,선물받아 사용해보고 좋아서 구매했습니다~,22.04.16.
258,"저희 가족은 이 제품만 사용해요. 양치하고 나면
상쾌하고 깔끔해서 너무 좋아요!!",22.04.16.
259,개운한 느낌 좋긴한데 조금은 매워요,22.04.16.
260,양치후 입안이 깔끔하고 가벼워요~,22.04.16.
261,개운하고 가족들이 모두 만족해요,22.04.16.
262,항상 쓰는 제품..싸게 잘 샀어요.,22.04.16.
263,상품평이 좋아서 구매했습니다,22.04.16.
264,항상사용하는치약넘 좋아요..,22.04.16.
265,치약은 덴티스테죠 짱짱~!,22.04.16.
266,걍 그저그래요......,22.04.16.
267,"처음으로 사용해 보려고 주문했습니다.11일 날 주문해서 15일 날 저녁에 받았네요.파손 없이 잘 왔고요.사용 기한 깁니다!10g 은 24년 06월 10일, 200g 은 24년 10월 06일입니다.향기는 상쾌하네요.사용해 보고 마음에 들면 재구매 하겠습니다.",22.04.15.
268,배송은 쫌 걸리더라고요.제 치아를 위해 비싼치약첫구매 했네요.후기가 다좋길래 구입,22.04.15.
269,먼저 2개 구매해보고 좋아서 5개 재구매했어요. 함께주신 미니어쳐 치약 귀엽네요. 잘쓸께요,22.04.15.
270,양치후 깔끔하게느껴지고 시원하니넘 좋으네요,22.04.15.
271,맵지않고.상쾌하고기분이좋아집니다.강추,22.04.15.
272,좀 입이 화끈하고 예전보다 덜 개운해요,22.04.15.
273,굿 항상쓰는거임요 굿굿쨔앙굿,22.04.15.
274,늘 사용하는 치약입니다. 사용 후 입안의 개운함은 이 치약만큼 좋은겅 없는거 같네요. 좋은 기회에 구매해서 쌓아놨어요. 적립 30%하면 또 구매해야 겠어요. 추천합니다,22.04.15.
275,항상 사용하는 제품이에요-,22.04.15.
276,"개운해요
싸게 잘산듯",22.04.15.
277,용량 많고 좋아요~~,22.04.15.
278,이 치약 너무 좋아옇ㅎ 한번 쓰면 다른 치약 못써요! 배송도 꼼꼼히 잘 포장되어서 오고! 빨리왔어요 다음에 또 구매할게용 ㅎㅎ,22.04.15.
279,이 치약 쓰면 다른치약 못씀 ㅋㅋ 넘 깔끔하고 입안이 개운해져요 쟁여놓고 쓰는 치약,22.04.15.
280,배송빠르고 증정용 치약이 미니미한게 귀엽네요,22.04.15.
281,몇년째 사용중이에요 이거 쓰면 다른 치약으로 못돌아가요^^,22.04.14.
282,"이것 저것 써보니 이 치약이 제일 괜찮아요
많이 파세요",22.04.14.
283,항상 믿고 쓰는 덴티스테 배송도 빠르고 좋았습니다,22.04.14.
284,입냄새는 아침에 조금 있네요 그래도 상쾌해요,22.04.14.
285,"항상 사용하는 치약이에요.
상쾌하고 좋습니다",22.04.14.
286,항상 믿고 구매하는 덴티스테 치약 입니다.,22.04.14.
287,"천연치약들쓰는거있는데
한번주문해봅니다",22.04.14.
288,좋아요. 아이들과 같이 사용하고 있어요,22.04.14.
289,입냄새에 최곤네요 아빠가 좋아해요,22.04.14.
290,입안이 개운함이 오래가고 좋아요,22.04.14.
291,항상 이 치약 쓰는데 만족합니다,22.04.14.
292,자주사용하는제품입니다ㅋㅋ,22.04.14.
293,아주 좋아요! 잘쓰겠습니다,22.04.14.
294,항상쓰던거라 너무좋아요,22.04.14.
295,꾸준히 쓰는 제품 입니다.,22.04.14.
296,항상 이것만 사용합니다,22.04.14.
297,치약 항상 쓰던거입니더,22.04.14.
298,늘 쓰던제품이라 좋네요,22.04.14.
299,상품 맘에들어요~ ^^,22.04.14.
300,잘 도착했어요,22.04.14.
301,"늘 쓰던제품. 떨어져서 재구매했어요
맵지않고 거품도 잘나고 상쾌해요
또 떨어지면 구매해야겠어요",22.04.14.
302,배송빠르고좋어요 ㅎㅎ,22.04.14.
303,"좋아요..좋아요.
진짜루",22.04.14.
304,벌써 5번째 주문입니다 조아요 엄마도 만족하세요,22.04.13.
305,항상 쓰는건데 저렴하게 쟁여서 좋네요,22.04.13.
306,덴티스테 사용하면 다른치약은 못써요,22.04.13.
307,"확실히 아침에 달라요
너무 상쾌해요",22.04.13.
308,평상시 사용하던 것이예요. 재구매율이 높은 것으로 사용 후 개운함이 좋아요.,22.04.13.
309,저렴하게 산것 같아요. 잘 쓸께요.,22.04.13.
310,"매번쓰는거라
입냄새가덜합니다",22.04.13.
311,항상 만족하면서 쓰고 있어요,22.04.13.
312,민트향이 상쾌하고 좋아요,22.04.13.
313,빠르게 배송됐습니다,22.04.13.
314,애용하는 치약입니다,22.04.13.
315,이치약만 사용해요,22.04.13.
316,시원하니 좋아요 용량이 많아서 좋아요,22.04.13.
317,이 치약 쓰고 나서 부터는 다른 치약은 못쓰겠어요. 구취재거에 탁월하고 무엇보다도 다음날 아침에 텁텁하지 않아서 좋아요. 홈쇼핑 보다 저렴하게 구매할 수 있어서 좋았습니다!,22.04.12.
318,"전 이것만 씁니다.
다른거 쓰다가, 도저히 못쓰겠어서.
상쾌함 최고",22.04.12.
319,"배송도 빠르고 원래 쓰던 치약이라 좋아요!
산뜻하고 잘 닦여요!",22.04.12.
320,진짜상쾌하고좋아요^^재구매있습니다,22.04.12.
321,계속 믿고 쓰던제품이에요 좋아요,22.04.12.
322,깨끗하게 잘 닦여요 상쾌합니다,22.04.12.
323,믿고 쓰는 덴티스테 좋습니다.,22.04.12.
324,상품 너무 마음에 들어요,22.04.12.
325,아주 마음에 듭니다 최고,22.04.12.
326,치약은 덴티스테쥬 굿,22.04.12.
327,치약 너무 좋아요,22.04.12.
328,좋아요좋아요좋아요좋아요좋아요종아요 좋아요 좋아요 좋아요,22.04.12.
329,"원래 사용하던 치약입니다!!
다 써서구매했어욤!! 미니미 20그람짜리 2개 생겨서 출장. 여행시 갖고다니기 좋을 듯해요!",22.04.11.
330,"늘 쓰는거에여~
배송이 쫌 걸린거말고는..^^;;
떨어지기전에 들입니다 ~
개운하고 좋아요~~",22.04.11.
331,"역시 치약은 덴티스테입니다!!
배송도빠르고,젤 저렴해용^^~
용량도많아 오래쓰네용^^~!!",22.04.11.
332,양치후 뽀드득한 느낌 너무 좋습니다 사은품으로온 작은 치약 보내주셨는데 다음엔 구매해서 써보려고 합니다,22.04.11.
333,매번 사서 쓰는 제품입니다. 가격이 조금 부담스럽지만 나쁘지 않아요~,22.04.11.
334,입냄새 덜나는거 같다고 어머니께서 죠아하세요,22.04.11.
335,추천받은이후로 이거만 써요 너무좋습니당,22.04.11.
336,제일 저렴하고 배송도 칼이에요!!!,22.04.11.
337,배송도 빠르고 상품 좋습니다,22.04.11.
338,배송이 빠르고 좋았어요,22.04.11.
339,상쾌하고 아주좋아요^^,22.04.11.
340,"미니 치약도 받고 구성이 좋았어요 !!
치약은 덴티스테만 써요 굿굿",22.04.11.
